event_name,market_start,event_id,market_name,market_id,selection_id,runner_name,best_back_price
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,7611896,Brodie Grundy,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,8393713,Ollie Wines,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,13076897,Tom Stewart,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,6146431,Jeremy Cameron,30
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,31590999,Will Day,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,7213809,Max Gawn,30
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,10979106,Josh Dunkley,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,3860205,Patrick Dangerfield,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,7408815,Rory Laird,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,17331048,Luke Davies-Uniacke,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Top 10 (Incl. Ineligible),1.23232803,9485795,Jack Sinclair,42
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39985,Sydney,1.06
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39978,Port Adelaide,19.5
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,5304641,GWS,29
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39986,Western Bulldogs,29
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39980,Carlton,220
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39992,Fremantle,220
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39979,Hawthorn,220
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39988,Geelong,280
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,217709,Collingwood,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,42153,Brisbane,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39982,Adelaide,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39977,Essendon,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,4513766,Gold Coast,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,298609,Melbourne,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39990,St Kilda,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39981,Richmond,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,3459613,North Melbourne,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,Team To Poll Most Votes (Incl. Ineligible),1.23232804,39991,West Coast,550
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,37484994,Tanner Bruhn,1.54
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,63027245,Colby McKercher,1.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,10156306,Alex Pearce,1.56
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,19480234,Wil Powell,1.55
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,38726847,Lloyd Meek,1.71
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,25014238,Reilly OBrien,2.4
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,13489740,Josh Battle,1.59
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,8546321,Will Hoskin Elliott,1.25
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,21925358,Ben King,1.51
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,4188329,Callan Ward,1.62
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,46508934,Callum M. Brown,1.03
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,43568305,Bobby Hill,1.52
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,44187971,Kai Lohmann,1.65
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,13336671,Sean Darcy,1.65
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,55245548,Josh Weddle,1.54
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,23726156,Xavier Duursma,1.66
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,17330551,Jack Higgins,1.68
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,27986574,Mitch Georgiades,1.49
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,11016851,Jayden Short,1.7
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,3814308,Taylor Walker,1.71
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,21925325,Jack Lukosius,1.34
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,10646043,Jacob Weitering,1.71
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,5673204,Luke Parker,1.76
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,47591883,Mitchell Hinge,1.83
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,17796582,Harry Himmelberg,1.95
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,37484980,Riley Thilthorpe,1.88
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,54742378,Xavier OHalloran,1.87
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,8072302,Christian Salem,1.88
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,50743884,Matt Roberts,1.89
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,19741871,Sam Taylor,1.9
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,38721043,Tom Powell,1.9
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,38707502,Oliver Henry,1.93
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,2563074,Travis Boak,1.94
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,17553120,Bailey Williams,1.97
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,35653538,Jake Riccardi,1.98
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,53721361,Judd McVee,1.98
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,2379345,Tom Hawkins,2.1
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,10646049,Matthew Kennedy,2.14
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,6492721,Adam Tomlinson,2.22
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,10985723,Mitch McGovern,2.22
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,9044863,Blake Acres,2.26
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,67900052,Sam Clohesy,2.26
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,28662322,Jordon Sweet,2.36
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,9044852,Liam Duggan,2.32
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,23736959,Sam Switkowski,2.32
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,41859320,Bodhi Uwland,2.36
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,28243998,Toby Bedford,2.36
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,27957647,Brad Close,2.42
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,9430109,Harris Andrews,1.41
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,5751453,Jeremy Howe,2.52
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,19092416,Brody Mihocek,2.62
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,28026601,Lachie Ash,2.62
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,35443769,Jeremy Sharp,2.66
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,11742172,Aliir Aliir,3.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,13044363,Ivan Soldo,2.86
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,50743708,Aaron Cadman,3.05
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,50743862,Bailey Humphrey,3.05
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll a Vote,1.232328043,70937778,Lawson Humphries,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,27123771,Hayden Young,1.16
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,8393713,Ollie Wines,1.16
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,41207395,Luke Davies Uniacke,1.16
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,50743711,Harry Sheezel,1.17
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,43567857,Nic Martin,1.32
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,9485795,Jack Sinclair,1.39
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,9044848,Christian Petracca,1.31
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,7030227,Lachie Whitfield,1.33
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,39057247,Max Holmes,1.42
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,9044870,Jack Steele,1.29
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,35512614,Sam Flanders,1.38
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,13076897,Tom Stewart,1.57
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,23103358,Dylan Moore,1.6
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,6416861,Dayne Zorko,1.41
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,17733784,James Worpel,1.9
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,3860205,Patrick Dangerfield,1.83
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,19063587,Ed Richards,1.87
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,21925324,Izak Rankine,1.93
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,6549186,Elliot Yeo,1.93
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,21925356,Nick Blakey,2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,10979106,Josh Dunkley,1.59
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,7611896,Brodie Grundy,4
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,21925362,Jye Caldwell,4
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,6146441,Toby Greene,4
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,31590999,Will Day,3.1
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,10646056,Charlie Curnow,3.45
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,7408815,Rory Laird,3.65
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,7030236,Joe Daniher,5.4
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 10 Votes,1.232328044,28127645,Tristan Xerri,1.02
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,16630853,Andrew Brayshaw,1.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,6146431,Jeremy Cameron,1.69
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,21925322,Sam Walsh,1.7
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,7213809,Max Gawn,1.7
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,19964029,Jordan Dawson,1.66
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,13546789,Rowan Marshall,2.26
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,12440303,Hugh McCluggage,1.81
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,21925355,Connor Rozee,2.58
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,8393713,Ollie Wines,2.42
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,43567857,Nic Martin,2.56
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,50743711,Harry Sheezel,4.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,27123771,Hayden Young,2.96
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,7030227,Lachie Whitfield,1.02
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,41207395,Luke Davies Uniacke,3.15
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,39057247,Max Holmes,3.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,35512614,Sam Flanders,3.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,9485795,Jack Sinclair,3.9
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,9044870,Jack Steele,3.3
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 15 Votes,1.232328045,8072093,Jesse Hogan,4.2
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,27123857,Tom Green,1.42
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,23184851,Zak Butters,1.7
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,27123030,Noah Anderson,1.72
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,28026598,Chad Warner,1.92
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,6146434,Adam Treloar,2.36
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,42355215,Jason Horne Francis,2.08
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,39871312,Jai Newcombe,2.12
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,28756396,Matt Rowell,3
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,16630853,Andrew Brayshaw,5.7
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,6146431,Jeremy Cameron,5.6
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,7213809,Max Gawn,6.8
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,13546789,Rowan Marshall,6.6
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,21925322,Sam Walsh,6.6
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,12440303,Hugh McCluggage,8.8
Brownlow Medal 2024,23/09/2024 10:00,32665003,To Poll 20 Votes,1.232328046,19964029,Jordan Dawson,9
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,8072344,Patrick Cripps,2.58
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,41831043,Nick Daicos,2.76
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6183784,Lachie Neale,9.4
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,8072278,Marcus Bontempelli,16
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27123032,Caleb Serong,44
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,8480468,Zach Merrett,46
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27123857,Tom Green,65
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,23184851,Zak Butters,95
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,37584467,Errol Gulden,85
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,41859328,Jason Horne-Francis,260
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27123030,Noah Anderson,410
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,39871312,Jai Newcombe,370
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6146434,Adam Treloar,320
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,28026598,Chad Warner,360
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27123771,Hayden Young,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,21925322,Sam Walsh,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6146431,Jeremy Cameron,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9044848,Christian Petracca,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10646046,Clayton Oliver,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9044865,Jordan De Goey,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,16630853,Andrew Brayshaw,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,21925355,Connor Rozee,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,19964029,Jordan Dawson,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,12440308,Tim Taranto,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9044867,Touk Miller,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10646044,Callum Mills,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10646047,Darcy Parish,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,17331048,Luke Davies-Uniacke,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9044870,Jack Steele,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10979106,Josh Dunkley,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,8473621,Josh Kelly,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6146430,Stephen Coniglio,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,7408815,Rory Laird,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,41207394,Hugh McClugagge,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6146433,Tom Mitchell,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,2364717,Scott Pendlebury,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,43567857,Nic Martin,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,3860205,Patrick Dangerfield,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,17733784,James Worpel,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,7030225,Jack Viney,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,7213809,Max Gawn,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,12440320,Jy Simpkin,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,13094122,Shai Bolton,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10646045,Jacob Hopper,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9485795,Jack Sinclair,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,7030226,Brad Crouch,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,17553184,Tim Kelly,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,16630855,Adam Cerra,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27123031,Luke Jackson,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,28756396,Matt Rowell,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,31590999,Will Day,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,4655619,Dustin Martin,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,35512614,Sam Flanders,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,50743711,Harry Sheezel,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,10646056,Charlie Curnow,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,13136698,Tim English,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,8393713,Ollie Wines,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,13546789,Rowan Marshall,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,12683537,Josh Daicos,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,39057248,Max Holmes,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,7611896,Brodie Grundy,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,35821256,Keidean Coleman,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,12440302,Andrew McGrath,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,21925356,Nick Blakey,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6549186,Elliot Yeo,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,43568480,Jake Soligo,1000
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,27957254,Kysaiah Pickett,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,6146441,Toby Greene,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,5469070,Tom Liberatore,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,63027256,Harley Reid,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,9044851,Isaac Heeney,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,21925324,Izak Rankine,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,4667745,Nat Fyfe,1.01
Brownlow Medal 2024,23/09/2024 10:00,32665003,Winner,1.218815259,12751590,Dan Houston,1.01
