Date,Track,Race Name,Race,Market,Selection,Number,Horse,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574668,7,Thirteenth Man,17.5,0,30,0,6.45,0.023809524,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574669,8,Watermelon,7.76,0,11,0,3.7,0.037956888,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574670,9,Cape Byron,5.97,1,3.9,1,1.8,-0.088906069,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574671,10,Pantsman,172.8,0,496.92,0,80,0.003774641,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574675,16,Sweetpea Moochi,61.36,0,60,0,11.5,-0.000369405,,
6/01/2024,Wyong,R7 1300m Mdn,7,223187757,64574676,17,Meerut,32.49,0,36,0,7.64,0.003000923,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,4961280,8,Endless Joy,205.05,0,250,0,12,0.000876859,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575607,1,Flash Invader,89.47,0,212.57,0,9.6,0.006472598,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575608,2,Just Leroy,166.28,0,206.22,0,11.33,0.001164762,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575609,3,Magnasonic,5.15,0,5.6,1,1.3,0.015603329,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575610,4,Terratif,1.86,1,1.45,1,1.09,-0.152020764,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575611,5,Dontthinkjustdrink,8.39,0,18.85,0,2.21,0.066139113,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575612,6,Shasfa,8.21,0,9.8,1,1.86,0.019761863,,
7/01/2024,Bunbury,R1 1100m Mdn,1,223220955,64575613,7,Cohens Song,205.05,0,267.44,0,19,0.001137703,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,43858710,8,Chenara,187.74,0,572.75,0,100,0.003580553,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,49487015,5,On A Winning Day,5.54,0,7.54,1,1.87,0.04787942,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,51203986,2,Jats,34.48,0,22.87,0,4.5,-0.014723084,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,54612925,1,Super Snippy,21.65,0,28.96,0,4.8,0.01165899,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,56808178,6,Secret Attire,4.46,0,3.99,0,1.56,-0.02641132,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,64575614,4,War Fury,154.19,0,399.36,0,55.21,0.003981498,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,64575615,7,Papavero Princess,11.82,0,7.67,1,2,-0.045775728,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,64575616,9,Ransoms Girl,39.67,0,110,0,12,0.016117057,,
7/01/2024,Bunbury,R2 1200m Mdn,2,223220960,9206370,3,Lord Shiva,2.51,1,2.23,1,1.25,-0.050024119,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,10256676,7,Whaitiri,42.4,0,26.25,1,4.94,-0.014510332,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,51433070,3,War Tactics,32.2,0,22.47,0,4.9,-0.013447882,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,56253712,8,Little Pippa,61.59,0,246.42,0,54.29,0.01217829,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,62790798,1,Dark Missile,3.18,1,3.24,1,1.47,0.005823433,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,63123360,4,Dreamtime Jean,8.42,0,8.8,0,2.84,0.005128482,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,63641664,6,Audio Boy,5.68,0,6.68,1,2.24,0.026355739,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64083582,2,Olajuwon,26.02,0,17.11,0,4.7,-0.020013378,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64163357,9,Danea Rock,22.5,0,18.85,0,5,-0.008605953,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64575617,5,Roo Lord,6.87,0,8.63,0,2.75,0.029685552,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64575618,10,Prized Jewel,17.98,0,22.55,0,4.98,0.011271455,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64575619,11,Rosie Soeur,186.24,0,270.56,0,40,0.001673378,,
7/01/2024,Bunbury,R3 1675m Mdn,3,223220965,64575620,12,Bling Beach,32.75,0,49.61,0,10.5,0.010377125,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,40097450,8,Got Ya,33.39,0,110,0,10.5,0.020858177,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,42326301,7,Valbani,207.68,0,371.01,0,55,0.002119755,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,47413457,9,Living High,205.34,0,247.74,0,25,0.000833482,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,49244944,6,Madame Pro,16.12,0,26.43,0,4.24,0.024198947,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,64575622,1,Rommels Angel,19.1,1,22.63,1,3.9,0.008166891,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,64575623,2,Sentimental Belle,2.19,0,2.02,1,1.17,-0.0384285,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,64575624,3,Special Heart,9.96,0,17.14,0,3.2,0.042058549,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,64575625,4,Firey Panz,10.62,0,13.5,0,2.27,0.020087884,,
7/01/2024,Bunbury,R4 1200m CL1,4,223220970,64575626,5,Play Dice,5.13,0,3.3,1,1.32,-0.108098529,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,1429635,17,Flinders Lane,13.92,0,11.89,0,3.05,-0.012265209,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,2846359,7,Galilea,4.98,0,3.63,0,1.52,-0.074678881,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,3894991,4,My Jimmy,4.55,1,6.15,1,2.02,0.057178594,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,62034639,3,Canggu,35.47,0,46.22,0,7.72,0.006557183,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,62790801,6,Riverity,181.43,0,85,0,11.5,-0.006252938,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64343835,8,Whod A Thought It,179.39,0,150,0,23,-0.00109222,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575627,1,Citino,3.09,0,3.01,1,1.41,-0.008601318,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575628,2,Le Troy,63.45,0,55,1,9.53,-0.002421377,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575629,9,Pat Has Spoken,181.43,0,589.45,0,65,0.003815271,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575631,11,Shekel,88.4,0,106.92,0,19.5,0.00195943,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575632,13,Spoken Like A Diva,183.69,0,490,0,85,0.003403138,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575633,14,Lady On The Run,181.43,0,280,0,38,0.001940339,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575634,15,Mexican Queen,35.32,0,66.95,0,9.48,0.013376051,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,64575635,16,Wife Says Yes,30.11,0,49.41,0,10.5,0.01297274,,
7/01/2024,Bunbury,R5 1400m Mdn,5,223220975,887975,5,Drinks On Me,25.32,0,36.76,0,7.2,0.012290989,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,23104400,9,Norma Stars,14.55,0,11,0,2.64,-0.022180569,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,40534418,7,Aunty Jean,16.93,0,14.17,0,3.12,-0.011504885,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,41931306,8,Demito,26.09,0,36,1,6.53,0.010551084,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,58314329,4,Simply Rosso,5.18,1,7.2,1,2.24,0.054161304,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,62099293,2,Swear To God,3.34,0,3.06,0,1.52,-0.027396188,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,64575636,1,Magnalee,3.83,0,4.1,1,1.56,0.017194167,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,64575637,5,Storm Lord,16.74,0,14.7,0,3.79,-0.008290054,,
7/01/2024,Bunbury,R6 1000m CL3,6,223220980,64575638,6,Kipitaki,48.33,0,26.05,0,6.04,-0.017696634,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,42270524,1,Frantic War,22.33,0,24.31,0,5.67,0.003647468,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,47241820,6,Uncle Gerard,13.82,0,8.6,1,2.3,-0.04392017,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,55978922,4,Elbow Lounge,35.27,0,22.43,1,3.93,-0.01623044,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,56253706,3,Dreamers Never Die,2.83,0,3.02,0,1.36,0.022231063,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,63610264,5,Snippy Which,2.83,1,3.2,1,1.34,0.04085689,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,64575639,2,Oregon Hiker,11.89,0,9.98,0,2.7,-0.016096111,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,64575640,7,Real Senor,69.32,0,113.97,0,16.43,0.005651612,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,64575641,8,Zing To Win,22.71,0,26,0,5.1,0.005571927,,
7/01/2024,Bunbury,R7 1200m CL1,7,223220985,64575642,9,Just For Marcus,187.04,0,188.75,0,28.56,4.84E-05,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,27140965,7,Call Again,12.97,1,17.76,1,4.52,0.020794696,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,38466944,10,Jolly Lace,177.3,0,201.26,0,28,0.000671461,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,39508119,9,Heartly,182.19,0,478.81,0,71.17,0.003400264,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,39520352,6,Allmamoney,8.28,0,6.34,0,2.36,-0.03695576,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,41931297,5,Awesome Chatter,11.63,0,14.6,1,3.7,0.017491372,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,44913731,11,Money For Old Rope,28.45,0,15.5,0,4.18,-0.029366744,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,49893007,8,Dancing Jalapeno,182.19,0,752.9,0,129.07,0.004160578,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,52843129,3,Speed Bubble,30.65,0,32,0,6.6,0.001376427,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,54340215,1,Ultimate Style,6.91,0,6.36,1,2.39,-0.012514904,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,55244421,12,Zackariah Beau,28.79,0,54.31,0,9.6,0.016321467,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,63552391,2,Distrustful Award,5.33,0,7.21,0,2.49,0.048921006,,
7/01/2024,Bunbury,R8 1675m CL5,8,223220990,6372976,4,Valley Of Queens,3.78,0,3.39,0,1.53,-0.030434986,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,27778281,7,Patchy Girl,27.73,0,32.99,0,4.36,0.005749811,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,36331952,10,Sensei Jackie,8.21,0,8.82,0,2.21,0.008423995,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,40373094,2,Boys Cry,3.32,0,2.34,1,1.26,-0.126145608,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,55012567,4,Costabuk,75.47,0,210,0,22.2,0.008488393,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,55534124,9,Prayers,185.74,0,380,0,52.58,0.002752291,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,58671758,6,Dalante,27.43,0,130,0,17,0.028764127,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,64574980,1,Rebel Flyer,7.24,0,16.55,0,3.9,0.077698586,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,64574981,3,Cheeky Secrets,16.67,1,10.89,1,2.54,-0.031839362,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,64574982,5,Crux Rebellion,3.62,0,3.43,1,1.48,-0.015302096,,
7/01/2024,Gilgandra,R1 1600m Mdn,1,223218542,64574983,8,Patron Of Power,86.65,0,223.35,0,16.5,0.007063403,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,2190526,9,On The Charge,10.71,0,23.09,1,2.85,0.05006189,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,41034449,4,The Percentage,136.43,0,272.53,0,16.5,0.003660445,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,47662679,1,Dao Sun,12.6,0,15,0,2.6,0.012698413,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574984,2,Platinum Warrior,10.4,0,18.43,0,2.88,0.041894486,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574985,3,St Roy,28.52,0,58.42,0,5.3,0.017945688,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574987,6,Hes All Style,4.91,0,6.8,1,1.52,0.056607164,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574988,7,Lets Go Leo,39.61,0,150,0,13.5,0.018579483,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574989,8,Off The Press,2.2,1,1.49,1,1.09,-0.216595485,,
7/01/2024,Gilgandra,R2 1100m Mdn,2,223218547,64574990,10,Shaggys My Mate,185.9,0,640,0,25,0.003816736,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,39447384,5,Capaldi,8.08,1,4.64,1,1.72,-0.091754865,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,41843967,8,Ready Made Doll,54.47,0,65,0,9,0.002974114,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,43379297,10,Winter Moon,24.36,0,55.31,0,10,0.02297099,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,50880397,1,Seahaven,5.63,0,6.8,1,1.99,0.03056107,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,54973699,3,Foxy Baroness,5.5,0,8.08,0,2.64,0.058055806,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,61069617,2,Mr Invincible,5.14,0,5.17,0,1.99,0.001128932,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,64574991,7,Stockholm,4.63,0,4.09,1,1.6,-0.028516056,,
7/01/2024,Gilgandra,R3 1800m CL3,3,223218552,64574992,9,Ediths Joy,21.41,0,21.89,0,4.7,0.001024186,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,13488535,8,Parisian Rockstar,38.06,0,50,0,7.8,0.006274304,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,3008954,2,Turbo Charged,3.41,1,2.55,1,1.3,-0.098901731,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,4596923,10,The Hoff,188.63,0,381.87,0,60,0.002682691,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,5466166,9,Sweet Breeze,183.55,0,590.85,0,80,0.00375563,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,55205914,11,Thirteen Under,46.1,0,90.85,0,11,0.010684819,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,63859008,1,Mission Declare,131.47,0,110,0,14.36,-0.001484611,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,63893750,7,Mrs Bull,5.51,0,7.54,0,2.24,0.048862209,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,64520035,3,Takemine,5.03,0,4.4,0,1.55,-0.02846557,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,64574993,4,Flash Dandino,177.95,0,368.2,0,81.96,0.002903641,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,64574994,5,Bit Of A Step,5.49,0,5.7,1,1.99,0.006710766,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,64574995,6,Laisvas,35.73,0,50,0,6.92,0.007987685,,
7/01/2024,Gilgandra,R4 1280m Mdn,4,223218557,64574996,12,Under Achiever,22.54,0,34,1,5.7,0.014953808,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,1112953,6,Sir Donald,17.89,0,19,1,3.2,0.00326557,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,19248661,8,Jarmanagic,118.61,0,136.98,0,15,0.001130657,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,27046116,9,Japingka,207.8,0,405.88,0,30,0.002348537,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,28082050,7,Mamelon,53.25,0,34,0,5.04,-0.010632422,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,28647664,4,Praline,7.31,0,7.04,0,1.71,-0.005246549,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,31552359,3,Beauchamp,5.24,1,3.3,1,1.24,-0.112190608,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,39317707,2,Cheptegei,21.29,0,36,0,4.75,0.019192631,,
7/01/2024,Gilgandra,R5 1100m Hcap,5,223218562,44011395,5,Raging Rush,1.86,0,2.43,1,1.24,0.126111775,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,1033489,1,Daredevil,36.76,0,23.86,0,5.44,-0.014707666,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,35819304,4,Tupou,132.75,0,50,0,9.4,-0.012467043,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,40612382,9,Kora Magic,6.89,0,4.97,0,1.98,-0.056069362,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,42087875,2,Obsessive Nature,6.48,0,7.97,0,2.54,0.028850473,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,42208811,14,Foxstorm,47.48,0,80.54,0,15.5,0.008645309,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,47241155,8,Precious Socks,11.72,1,13.32,1,3.91,0.010249157,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,47267988,3,Nest In The Hills,17.93,0,27,0,8,0.018735411,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,48933766,12,Yaels Delight,54.51,0,44.53,0,10.5,-0.004111513,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,52936611,5,Benyatta,19.22,0,25,1,6.6,0.012029136,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,62393650,13,Tacho,6.07,0,14.85,0,3.95,0.097404578,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,64574999,6,Rockin Edition,8.76,0,5.4,1,2.05,-0.071029934,,
7/01/2024,Gilgandra,R6 1100m Hcap,6,223218567,64575001,10,Wasted Days,6.48,0,7.2,0,2.86,0.015432099,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,23806502,3,Notabadidea,18.66,0,16.72,0,3.98,-0.006218044,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,27944656,4,Reward Seeker,15.93,0,16.5,0,4.74,0.002168578,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,28499379,2,Athenas Lad,7.15,0,8.4,1,2.44,0.020812521,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,31082395,1,Macchina Volante,8.58,0,8.05,0,2.56,-0.007673486,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,38407213,5,Sea Of Flames,6.31,1,6.36,1,2.12,0.001245901,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,38980479,6,Turgenev,4.58,0,5.73,1,1.91,0.043820542,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,50712832,7,Not Too Bad,4.61,0,3.49,0,1.76,-0.069613212,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,54174430,10,Celtic Harp,43.56,0,52.65,0,11.5,0.003963489,,
7/01/2024,Gilgandra,R7 1600m Cup,7,223218572,64575006,9,Majestic Wings,94.76,0,61.62,0,10,-0.005675521,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,1560566,11,Loud,25.43,0,22,0,5.7,-0.006130912,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,41511706,8,Nannu,4.53,1,3.9,1,1.71,-0.035659705,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,42022335,1,Dream Game,24.63,0,35.79,0,9.8,0.012660128,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,46614254,7,Rubi Air,9.04,0,12,0,3.5,0.027286136,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,49547427,15,Starane,25.43,0,13.5,1,4.2,-0.034750441,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,49807127,12,Mean Girls,10.79,0,9.88,1,2.96,-0.008536169,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,50560970,4,Cuban Sunset,77.21,0,128.75,0,21.58,0.0051847,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,63362687,10,Warriors Kiss,23.66,0,34.56,0,9.74,0.013330242,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,64575007,2,Ms Reeves,6.52,0,6.26,0,2.18,-0.006370176,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,64575008,3,Chief White Sock,11.21,0,32,0,8.2,0.057956066,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,64575009,5,Crazy Wolf,31.85,0,22.93,0,5.9,-0.012213816,,
7/01/2024,Gilgandra,R8 1200m CL2,8,223218577,64575010,6,Jo Jo Sun,7.85,0,7.79,0,2.62,-0.00098117,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,46133311,5,Godra,29.74,0,38,1,5.3,0.007308958,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,46447010,14,Imposing Tiger,189.59,0,608.43,0,58.44,0.003630965,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,51759532,1,Always Hunting,2.58,1,1.83,1,1.18,-0.158851188,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,52271977,2,Golden Garden,13.62,0,15.58,0,3.2,0.009236587,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,61630633,3,Heavenly Hillie,42.29,0,120,0,13,0.015312919,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,61631067,6,Ngozi,10.52,0,12.57,0,2.9,0.015502539,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,63859704,4,Mana Combat,5.36,0,7.8,1,2.34,0.058362036,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,64574587,7,Rock War,12.44,0,16.5,0,3,0.019779791,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,64574590,10,Beasticon,10.24,0,13.5,0,3.1,0.023582176,,
7/01/2024,Lismore,R1 2120m CL1,1,223219021,64574591,13,Nina Artie,59.34,0,29.42,0,5.7,-0.017138444,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,219878,2,Deceptive,133.27,0,227.85,0,17.18,0.003114712,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,53679873,4,Zartamay,18.98,0,16,0,3.25,-0.009812961,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,58453344,11,Giddy Gans Joy,180.87,0,375.71,0,29,0.002867206,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,62840159,14,Mileys Memory,7.9,1,10.46,1,2.22,0.030979984,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,63161505,8,Panda Drum,17.12,0,16,0,3.5,-0.004088785,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,64574592,5,Bravezel,4.69,0,4.41,1,1.57,-0.013537753,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,64574593,6,Heres Mason,175.31,0,178.42,0,21,9.94E-05,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,64574594,7,On Merit,2.25,0,2.52,1,1.24,0.047619048,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,64574595,9,Trautman,12.41,0,10.22,0,2.88,-0.017267181,,
7/01/2024,Lismore,R2 1320m Mdn,2,223219026,64574598,17,Manhattan Dawn,180.87,0,178.59,0,23,-7.06E-05,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,2290475,4,Singular,9.28,0,5.24,0,1.7,-0.083081074,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574599,1,Spirit Of Heath,3.24,0,5.5,0,1.46,0.126823793,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574600,3,Mintos Power,5.7,0,5.4,1,1.81,-0.009746589,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574602,6,Veralise,7.83,0,8.27,1,2.28,0.006794937,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574603,8,Light Up The Show,38.88,0,95,0,15,0.015193849,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574604,9,Miss Sha Blue,10.16,1,8,1,2.26,-0.026574803,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574606,12,Psychedelic Bean,91,0,407.79,0,47.97,0.008536768,,
7/01/2024,Lismore,R3 1120m Mdn,3,223219031,64574607,13,Superzoom,6.89,0,7,0,2.74,0.002280738,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,1424468,4,Code Of Silence,11.46,0,31.32,0,5.86,0.055331555,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,45919416,8,Pennies Destiny,13.25,0,10.68,0,2.43,-0.018161261,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,53679886,9,Shatusla,6.91,0,11.67,0,2.57,0.059027997,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,62393468,1,Bow Ribbon,8.47,,,,,,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,62558288,5,Im Picturesque,17.85,0,52.21,0,6.75,0.03686899,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64121265,2,Dazzling Robert,12.31,0,10.44,1,2.69,-0.014550672,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64574610,3,Nefi,86.87,0,104.42,0,11.58,0.001934744,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64574611,6,Kaytee Bold,124.91,0,205.97,0,30.01,0.003150688,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64574612,10,Sheezabenfica,100.93,0,357.31,0,31.58,0.007109167,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64574613,11,Son Of Heroic,8.48,0,10.01,1,2.42,0.018024428,,
7/01/2024,Lismore,R4 1536m Mdn,4,223219036,64574614,12,True Fairy,3.45,1,2.16,1,1.27,-0.17310789,,
7/01/2024,Lismore,R5 1220m Hcap,5,223219041,22861462,5,Just Cosmos,11.34,0,14.5,0,2.56,0.019217904,,
7/01/2024,Lismore,R5 1220m Hcap,5,223219041,37058349,1,Horowitz,11.03,0,30.94,0,5.1,0.058341211,,
