Date,Track,Race Name,Race,Market,Selection,Number,Horse,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,49710510,10,Voluble,95.31,0,46,0,8,-0.011247052,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,50353352,7,Belle Bop,27.25,0,19.14,0,4.2,-0.015549356,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,51576279,5,The Sultan,28.44,0,27.23,0,5.4,-0.001562457,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,60815708,6,Wanta Snitz,24.13,0,38,0,7.88,0.015126399,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,62393570,3,Juke Box Jimmy,4.46,0,5.79,0,2.12,0.051503675,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,62431903,1,Frosted Dash,186.17,0,55,1,9.97,-0.012810383,,
23/01/2024,Queanbeyan,R3 1600m Mdn,3,223832092,65089784,8,Oh Yoko,5.92,1,5.76,1,1.95,-0.004692192,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,56090119,7,Queen Maxima,6.45,1,2.9,1,1.5,-0.189788827,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,6054574,9,Final Flutter,16.33,0,16,1,3.75,-0.001263013,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,63640292,10,Mandalong Princess,70.37,0,65,0,10,-0.001174014,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,64796009,6,Baby Daisy,43.44,0,120,0,12.27,0.014686924,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65022515,3,Forbidden Tycoon,6.91,0,8.11,0,2.7,0.021413238,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65089785,1,Mary Le Bone,13.35,0,26,0,4.7,0.036444829,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65089786,2,Canadian Express,4.09,0,5.5,1,1.82,0.062680596,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65089787,4,Oexplosive,4.32,0,6.4,0,1.94,0.075231481,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65089788,5,Warm Ride,139.84,0,440,0,40,0.004878302,,
23/01/2024,Queanbeyan,R4 1200m Mdn,4,223832097,65089789,8,Blazing Beverley,22.92,0,36.96,0,6.74,0.01657374,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,44591017,11,Wild Buckeroo,51.06,0,40,0,10.4,-0.005415198,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,455876,4,Tiger Town,6.81,0,4.4,1,2,-0.080429849,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,50739753,7,Romantic Rock,12.05,0,11.6,0,3.3,-0.003219345,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,51833828,6,Skepticism,8.7,0,15,0,3.86,0.048275862,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,52236984,8,Shoot Em Straight,184.34,0,107.38,0,18.2,-0.003887963,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,64574575,2,Bentley Brook,23.81,0,13.48,0,3.85,-0.032184816,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,65089791,1,Magic Stella,3.66,1,4.27,1,1.91,0.039032006,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,65089792,3,Melanin,9.47,0,16.5,0,4.13,0.04499056,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,65089793,5,Augusta Moon,10.42,0,15,0,4.07,0.029302623,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,65089794,9,Mandalong Starz,12.84,0,6.72,0,2.26,-0.070927904,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,65089795,13,Kisses For Jody,170.31,0,110,0,17,-0.003219263,,
23/01/2024,Queanbeyan,R5 1460m CL1,5,223832102,896489,10,Danjel,33.65,0,65,1,14,0.014333067,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,1384738,7,Galaxy Reign,5.78,1,4.3,1,1.75,-0.059547759,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,26324172,5,Gwennybegg,16.68,0,16.15,0,4.3,-0.001967466,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,28276528,14,One More Effort,170.08,0,204.84,0,40.64,0.000997727,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,31382718,10,Final Showdown,13.75,0,22,0,5.1,0.027272727,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,37753907,2,Geostorm,12.07,0,15.5,1,3.87,0.018333912,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,38416460,12,Albanian Eagle,11.4,0,10.43,0,3.05,-0.008157979,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,39317262,9,Face The Day,16.73,0,33.55,0,7.38,0.029966604,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,46675573,15,Nopain,170.08,0,140,0,22,-0.001263271,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,48671993,11,Little Complicated,19.21,0,36,0,8.8,0.024278443,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,54403327,4,Fudge,5.78,0,7.53,1,2.62,0.040208256,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,63893164,3,Arancione,12.91,0,14.56,0,3.8,0.008778015,,
23/01/2024,Queanbeyan,R6 1600m Hcap,6,223832107,65089796,8,Lepo,6.67,0,4.29,0,1.92,-0.083175196,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,27933311,4,Crucial Witness,15.97,0,12.34,0,2.76,-0.01841987,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,35382433,10,Irish Bride,50.95,0,59.34,1,9.1,0.002775046,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,35536753,12,Le May,193.07,0,480,1,50,0.003096135,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,3564734,1,Pretty Vegas,5.01,0,4.32,0,1.44,-0.031880683,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,39679110,13,Papaver Miner,193.07,0,84.92,0,10.5,-0.00659632,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,42248739,9,Super Vogue,2.41,0,4.5,0,1.8,0.192715537,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,50507912,5,Doola Teela,7.84,0,7.2,0,2,-0.011337868,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,65089798,7,Picassos Dream,6.25,1,3.99,1,1.4,-0.090626566,,
23/01/2024,Queanbeyan,R7 1200m Hcap,7,223832112,810330,11,St Anton,193.07,0,642.02,0,48,0.003621885,,
23/01/2024,Sale,R1 1108m 3yo,1,223832028,10631422,4,Mandolin,145.57,0,150,0,2.65,0.000202881,,
23/01/2024,Sale,R1 1108m 3yo,1,223832028,58962109,8,Sensical,3.03,0,3.87,1,1.05,0.07163507,,
23/01/2024,Sale,R1 1108m 3yo,1,223832028,65089748,2,Down Low,1.63,1,1.43,1,1.01,-0.085803767,,
23/01/2024,Sale,R1 1108m 3yo,1,223832028,65089750,5,Mystic Vamp,26.65,0,50.89,1,1.6,0.017873226,,
23/01/2024,Sale,R1 1108m 3yo,1,223832028,65089751,7,Red Sparks,84.02,,,,,,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,59768285,3,Five Star King,10.29,0,11,1,2.52,0.006272639,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,64997915,1,Bossy Star,22.98,0,28.1,0,4.47,0.007928912,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65051832,2,Capital Lover,34.38,0,14.56,0,3.18,-0.03959464,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089752,4,Goodes,2.18,1,1.87,1,1.18,-0.076043762,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089753,5,Hebel,25.89,0,49.41,0,8.66,0.018386134,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089754,6,Ranknfile,4.99,0,8.79,1,2.28,0.086635159,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089755,7,Bonsafox,34.66,0,60.08,0,7.08,0.012207228,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089756,8,Discobay,202.49,0,80,0,10.6,-0.007561485,,
23/01/2024,Sale,R2 1008m Mdn,2,223832035,65089757,9,One Shot More,10.12,0,11.12,0,2.43,0.008886172,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,4348853,8,Stardom Bound,43.87,0,89.07,0,14,0.011567496,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,44816662,4,Tavino Bay,18.15,1,21.39,1,4.4,0.008345601,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,54705081,9,Makrana,3.77,0,3.25,1,1.54,-0.042440318,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,64603998,2,Marlin,7.97,0,5.06,1,1.76,-0.072157944,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,65089758,3,Nicks Award,16.12,0,24.79,0,5.3,0.021695893,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,65089759,5,Flag Flyer,7.08,0,9.85,0,2.72,0.039720095,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,65089760,6,Sir Zabeerro,10.38,0,21,0,4.4,0.048720066,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,65089761,7,Slippery Rich,5.2,0,3.87,0,1.55,-0.066090241,,
23/01/2024,Sale,R3 1736m Mdn,3,223832042,744779,1,Maggies Son,25.23,0,142.7,0,16.5,0.032627646,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,11903680,8,Excelsior Diamond,4.94,0,8.35,0,2.63,0.082668671,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,37931779,9,Westerlund,191.86,0,583.45,0,60,0.003498191,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,5228095,7,True Prophet,31.61,0,35.02,0,7.6,0.003080447,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,5241804,3,Caracas,3,0,3.46,1,1.59,0.044315992,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089762,2,A Tom Bowler,48.09,0,65,0,10,0.005409729,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089763,4,Red Hot George,7.33,0,6.67,1,2.14,-0.013499389,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089765,6,The Crying Game,26.76,0,60,0,9.48,0.020702541,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089766,10,Bolsheviks,7.72,1,6.4,1,2.11,-0.026716321,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089767,11,Maurita,13.64,0,6.16,0,2.39,-0.089023879,,
23/01/2024,Sale,R4 1419m Mdn,4,223832049,65089768,12,Maysiarni,33.44,0,16.5,0,4.1,-0.030701754,,
23/01/2024,Sale,R5 1208m Hcap,5,223832056,26298185,4,Bush Christmas,3.72,0,4.2,0,2.16,0.030721966,,
23/01/2024,Sale,R5 1208m Hcap,5,223832056,5855257,2,And She Was,4.18,0,4.86,1,2.4,0.033473133,,
23/01/2024,Sale,R5 1208m Hcap,5,223832056,62355537,1,Miss Santorini,4,1,3.61,1,1.97,-0.02700831,,
23/01/2024,Sale,R5 1208m Hcap,5,223832056,65089771,3,Ataegina,6.99,0,6.6,0,2.82,-0.008453635,,
23/01/2024,Sale,R5 1208m Hcap,5,223832056,65089772,5,Diamond Witness,10.06,0,11,0,4.3,0.008494488,,
23/01/2024,Sale,R6 1108m Hcap,6,223832063,39308233,7,Just Malcolm,38.39,0,52.06,0,13,0.006839845,,
23/01/2024,Sale,R6 1108m Hcap,6,223832063,41818570,3,Jezoulenko,7.14,0,7.26,0,2.84,0.002314976,,
23/01/2024,Sale,R6 1108m Hcap,6,223832063,44038211,4,Prancing Queen,5.5,0,13.5,0,4.4,0.107744108,,
23/01/2024,Sale,R6 1108m Hcap,6,223832063,54670645,2,I Am Caviar,4.65,0,4.1,1,1.8,-0.028848676,,
23/01/2024,Sale,R6 1108m Hcap,6,223832063,63363638,1,Miss Icelandic,2.29,1,1.9,1,1.3,-0.089634567,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,27777690,2,Antarctic Ocean,5.9,0,3.3,1,1.47,-0.133538778,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,38924752,4,Kew Player,12.6,0,22,0,4.3,0.033910534,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,48638506,5,Writey Opal,4.22,1,4.71,1,1.89,0.0246526,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,49063335,3,Magadan,4.36,0,5.31,0,1.9,0.041033881,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,62135874,1,Treloar,8.44,0,8.77,1,2.72,0.004458327,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,64796425,6,Dummy Spit,8.68,0,9.4,0,2.46,0.008824395,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,65089774,7,Tactfull,25.65,0,21,0,4.01,-0.008632693,,
23/01/2024,Sale,R7 1419m Hcap,7,223832070,65089775,8,Oh No George,83.07,0,244.78,0,36.32,0.007952739,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,18739553,1,Schweinsteiger,14.67,0,12.5,0,2.98,-0.011833674,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,390605,5,Rusty Gold,11.06,0,12.76,0,3.4,0.012046007,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,42138975,6,Temleh,52.2,0,51.26,0,7.96,-0.0003513,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,45301385,12,Wiesenbach,166.36,0,332.85,0,42,0.003006704,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,48314466,8,Ithacan,13.6,0,10.42,0,2.6,-0.022439878,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,51178285,7,Bossa Nova Lad,6.69,0,5.36,1,1.85,-0.037090333,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,56253670,3,Hollandia,12.59,0,22,1,5.1,0.033973572,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,65089776,2,Cradle Of Life,2.37,1,2.43,1,1.37,0.010418295,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,65089777,10,Crimson Factor,52.87,0,55,0,11,0.0007325,,
23/01/2024,Sale,R8 1736m Hcap,8,223832077,672678,4,Not A Problem,13.66,0,15.43,0,3.3,0.008397628,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,3157636,3,Final Authority,5.3,1,6.4,1,2.69,0.032429245,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,41931306,8,Demito,22.77,0,29,0,9.76,0.009434677,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,42195022,5,Disco Donut,23.92,0,18.79,0,6.6,-0.011413778,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,47413921,1,Bayezid,3.47,0,2.11,1,1.46,-0.185749211,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,51219279,2,Magnalee,7.92,0,15.21,0,5.1,0.060516407,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,55978943,7,Big Cities,27.9,0,60,0,17.5,0.019175627,,
24/01/2024,Belmont Park,R1 1000m CL3,1,223876638,65204747,4,Pearly Nuggett,3.63,0,4.86,0,2.26,0.069720777,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,56606520,6,Keppel Street,26.29,0,35.83,0,11.5,0.010127704,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204749,2,Gold Citation,2.47,0,1.75,0,1.29,-0.166570272,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204750,4,Salt Lake Shake,4.18,0,11.49,1,3.95,0.152202248,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204751,5,Tycoon Harry,5.28,1,4.06,1,1.72,-0.056911479,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204752,7,Mighty Melba,29.76,0,56.15,0,19,0.015792712,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204753,8,Special Street,27.07,0,49.09,0,13,0.016570516,,
24/01/2024,Belmont Park,R2 1000m 3yo,2,223876645,65204754,9,Watch Me Exceed,17.29,0,18.97,0,5.6,0.005122087,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,29069442,6,Do It Right,41.09,0,85.44,0,13.5,0.012632702,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,3327381,9,Universal Spirit,187.44,0,320.13,0,55,0.00221131,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,3894991,4,My Jimmy,2.86,0,3.62,1,1.59,0.073407256,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,4019310,1,El Patron,10.14,0,15.15,0,3.51,0.032612729,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,55132648,7,Heavenly Lady,34.58,0,28.01,0,5.33,-0.006783085,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,59085326,2,Prophet And Power,9.4,1,4.35,1,1.59,-0.123502079,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,64721476,3,Who Be Whatee,8.58,0,11,1,2.86,0.025641026,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,65204756,5,Tiger Line,10.9,0,14.5,0,3.55,0.022777602,,
24/01/2024,Belmont Park,R3 1600m CL1,3,223876652,65204757,8,Blazing Emerald,5.6,0,4.47,0,1.68,-0.045142218,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,2102170,8,Trio,5.57,0,5.33,0,2.38,-0.008084047,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,38905276,11,Al Tina,168.06,0,95,0,21.58,-0.00457606,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,51218140,1,Skittish,173.1,0,680,0,120,0.004306419,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,51736408,13,Invincible Charm,163.62,0,334.03,0,120,0.003117979,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,55982388,10,Crystal Rose,11.8,0,9.31,0,2.86,-0.022665623,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204758,2,Flirt Alot,168.06,0,119,0,21,-0.002453105,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204759,3,Agrabah,166.17,0,150,0,33.29,-0.000648733,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204760,5,Russian To The Bar,6.11,1,12,1,3.45,0.080332788,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204761,6,Hero Hunter,26.7,0,27.48,0,7.56,0.001063082,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204763,9,Playing Around,14.43,0,8.53,1,2.95,-0.047933225,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204764,12,Papavero Princess,4.26,0,4,1,1.59,-0.015258216,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204765,14,Rubick Lass,9,0,9.97,0,3.4,0.010810208,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204766,15,Champeze,13.95,0,12.78,0,3.4,-0.006562674,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204767,16,Harlequin Prancer,166.17,0,91.15,0,15.37,-0.004952994,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204768,17,Millie Jane,172.73,0,75,0,16.39,-0.007543951,,
24/01/2024,Belmont Park,R4 1300m Mdn,4,223876659,65204769,19,Zultanite,162.93,0,656.51,0,100,0.004614399,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,3630972,6,Happy As Larry,14.76,0,12.5,0,3.45,-0.012249322,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,49244130,3,Federation Rocks,24.47,0,14.28,0,3.95,-0.029161644,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,49766995,12,Foxy Son,179.02,0,557.27,0,110,0.003791506,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,56645568,2,Boab Boy,64.2,0,38.52,1,8.06,-0.010384216,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,61070604,4,Be Awesome,6.78,0,12,0,3.2,0.064159292,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,63027511,10,Charming Belle,6.81,1,8.75,1,2.35,0.032557164,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,64368032,11,Winning Aces,172.22,0,71.24,0,11.71,-0.008230531,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,65204772,7,Arcadia Knight,13.87,0,13,1,3.2,-0.004825024,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,65204773,8,Our Rocky Bay,3.98,0,4.22,0,1.68,0.014289457,,
24/01/2024,Belmont Park,R5 1300m CL1,5,223876666,65204774,9,Saulok,4.05,0,3.17,0,1.66,-0.068543833,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,1247499,1,Surveillance,97.65,0,60,0,12,-0.006426011,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,44509151,9,Alnaud,171.19,0,140.29,0,22.69,-0.001286629,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,48702222,7,Melwood Coast,35.47,0,86.91,0,14.81,0.016686683,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,51616643,13,My Fair Balentine,31.81,0,11.69,0,2.83,-0.054106544,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,51983374,6,Fioreyes,13.42,0,8.8,0,2.6,-0.039120715,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,54888675,8,Tribal Ruler,14.77,0,30.95,0,5.5,0.035394629,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,55132660,3,Beats Of War,2.64,1,2.62,1,1.45,-0.002891511,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,60695658,2,Play With Desire,4.32,0,5.89,1,1.87,0.061702195,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,62789736,5,Rig A Dig,11.96,0,19.07,0,4.59,0.031173655,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,65204775,10,La Cartier,87.73,0,150.18,0,23,0.004739933,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,65204776,11,Deep Thinker,166.58,0,185.76,0,23.45,0.000619831,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,65204777,12,Enlace,168.64,0,221.99,0,36,0.001425084,,
24/01/2024,Belmont Park,R6 2200m Hcap,6,223876673,65204778,14,Tell Nothin,15.42,0,12.98,1,3.4,-0.012190759,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,27616462,7,Castillo Del Lago,56.47,0,54.55,0,11.5,-0.000623288,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,28414492,1,Dads Bigheaded,42.59,0,37.66,0,9,-0.003073682,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,43970376,10,Vitalize,19.28,0,20,0,5.34,0.00186722,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,48401812,11,Lord Gannicus,6.72,0,7.4,1,2.6,0.013674389,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,49766938,9,Laughing Buddha,64.83,0,36,0,10.29,-0.01235282,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,49766998,3,Penny On The Queen,9.81,0,8.73,0,3.14,-0.012610738,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,59620527,2,Starchienne,4.77,0,9.2,0,3.15,0.100947954,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,63364633,15,Nobel Knight,90.99,0,70,0,13,-0.003295496,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,65204780,5,Nero King,10.31,0,7.91,1,2.88,-0.02942904,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,65204781,8,Dennis Choux,5.18,1,3.5,1,1.58,-0.092664093,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,65204783,13,Covert Rose,10.47,0,14.38,0,4.1,0.025969955,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,65204784,14,Ensign Pulver,231.56,0,178.61,0,32,-0.001280256,,
24/01/2024,Belmont Park,R7 1400m Hcap,7,223876680,65204785,16,Symphony In Red,33.01,0,25.5,0,5.88,-0.008921836,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,1061656,11,Ultimate,11.08,0,34.57,0,6.2,0.061325892,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,51808812,1,All Win,49.39,0,40,0,8,-0.004752986,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,5352783,2,Hot Summer,4.47,0,3.8,1,1.56,-0.039444248,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,59354752,6,Quothquan,10.75,1,5.88,1,1.96,-0.077044771,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,64721267,12,Zinotar,4.84,0,5.53,1,1.98,0.025779744,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,65204444,4,Malotru,25.78,0,70,0,11,0.024504045,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,65204445,5,Mintos Power,39.11,0,28,0,5.1,-0.010145378,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,65204446,7,Abracazam,12.63,0,17,0,3.95,0.020353034,,
24/01/2024,Doomben,R1 1200m Mdn,1,223873939,65204448,10,Torre Egger,4.49,0,4.7,0,1.9,0.009951192,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,49513383,1,Ashilla,13.65,0,10,0,2.25,-0.026739927,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,52466400,2,Atlantic Lace,190.04,0,527.54,0,85,0.003366459,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,64721250,5,To Wish,2.39,0,2.73,1,1.36,0.052109676,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,65204449,4,More Love,16.61,0,4.64,0,1.7,-0.155312545,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,65204450,7,Assemble,7.38,0,8.95,0,2.6,0.023769511,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,65204451,8,Ellibaby,22.81,1,15.04,1,3.4,-0.022648941,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,65204454,11,Skill Tester,30.14,0,73.32,0,9.99,0.019539657,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,65204456,14,Oakvale Lass,190.04,0,601.83,0,56.12,0.003600451,,
24/01/2024,Doomben,R2 1200m Mdn,2,223873946,660618,6,Addition,4.44,0,7.6,1,2.19,0.093646278,,
24/01/2024,Doomben,R3 1650m 3yo,3,223873953,2449963,10,Paris Art,135.23,0,95,0,14.33,-0.003131507,,
24/01/2024,Doomben,R3 1650m 3yo,3,223873953,537485,3,Scottish Laird,19.54,0,24,0,4.48,0.009510406,,
24/01/2024,Doomben,R3 1650m 3yo,3,223873953,57113290,4,Sharp Dazzler,6.61,0,7.95,1,2.06,0.025499767,,
24/01/2024,Doomben,R3 1650m 3yo,3,223873953,62591863,8,Electric Tigress,10.03,0,11.52,1,2.94,0.012895342,,
