Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,1,5,BACK,WIN,$3.30,5. Define Beautiful,3,BEST BET,252195024,67858320,8,0,3.38,-3,-3,-3
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,10,2,BACK,WIN,$1.70,2. Apulia,4,BEST BET,252195105,52621494,8,1,1.9,3.31,3.31,3.31
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,11,7,BACK,WIN,$5.80,7. Bold Hero,1,,252195114,7242194,8,0,8.88,-1,-1,0
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,11,7,BACK,PLACE,$5.80,7. Bold Hero,1,,252195115,7242194,8,0,3.13,-1,0,0
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,6,5,BACK,WIN,$7.50,5. Black For Cash,1,,252195069,42209475,8,0,16.3,-1,-1,0
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,6,4,BACK,WIN,$3.50,4. Belta Of A Song,3,BEST BET,252195069,66993510,8,1,9.6,23.74,23.74,23.74
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,6,4,BACK,PLACE,$3.50,4. Belta Of A Song,3,BEST BET,252195070,66993510,8,1,2.71,4.72,0,4.72
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,7,9,BACK,WIN,$2.60,9. Magnas Choice,2,,252195078,93168727,8,0,2.77,-2,-2,0
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,8,3,BACK,WIN,$2.90,3. Luvnwar,3,BEST BET,252195087,84432649,8,1,3.8,7.73,7.73,7.73
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,8,5,BACK,WIN,$7.00,5. Noteworthy,1,,252195087,334289,8,0,9.06,-1,-1,0
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,9,11,BACK,WIN,$1.95,11. Madhi Girl,4,BEST BET,252195096,93168733,8,1,2.29,4.75,4.75,4.75
Terry Leighton,1/01/2026,Ascot,EXPERT TIPS,FALSE,Thoroughbred,9,6,BACK,WIN,$4.80,6. Desert Whisper,1,,252195096,78979268,8,0,5,-1,-1,0
