Date,Code,State,Venue,Tipster,Market_Id,Selection_Id,Bet_Type,Best_Bet,Bet_Text,Selection_Name,Win_Lose,Bsp,Tipster_Profit,Back_Profit,Lay_Profit
1/03/2024,THO,VIC,Moonee Valley,Daniel O'Sullivan,225457879,66544257,back,1,"Back R5 | #8 Sea What I See

Looks capable of improving further.",Sea What I See,1,1.55,0.55,0.55,-1
1/03/2024,THO,VIC,Moonee Valley,Daniel O'Sullivan,225457852,65787848,back,1,"Back R2 | #1 Holy Racket

Last start winner at track who is drawn to get a similar run tonight.",Holy Racket,0,2.41,-1,-1,0.709219858
1/03/2024,THO,VIC,Moonee Valley,Daniel O'Sullivan,225457870,51476721,back,1,"Back R4 | #8 Tewkesbury

Raced well here 2/2 and those figures put him on top here.",Tewkesbury,0,4.3,-1,-1,0.303030303
1/03/2024,THO,VIC,Moonee Valley,Daniel O'Sullivan,225457888,59887498,back,1,"Back R6 | #8 Guerrera

Will go forward and settle in or near the lead.",Guerrera,0,2.36,-1,-1,0.735294118
1/03/2024,THO,VIC,Moonee Valley,Daniel O'Sullivan,225457906,66032902,back,1,"Back R8 | #5 End Journey

If she jumps cleanly she should find the lead here.",End Journey,0,3.32,-1,-1,0.431034483
1/03/2024,HAR,VIC,Ararat,Darren and Brett Carroll,225461504,39296473,lay,2,"LAY: 9. Kyvalley Hotspur (WIN) for 3 unit(s) (Rated at: $4.2)

Kyvalley Hotspur is the sole handicap runner in the field. Some quality stand start horses engaged here so will have to work at some point to win. I just prefer the on speed runners who will have to do no work to get into the race.",Kyvalley Hotspur,0,3.73,0.366300366,-1,0.366300366
1/03/2024,HAR,VIC,Ararat,Darren and Brett Carroll,225461492,18129808,back,1,"BACK: 7. Rocknroll Opal (WIN) for 2.5 unit(s) (Rated at: $3.0)

A couple of scratchings off the front have made the task a lot easier for Rocknroll Opal to use its gate speed and find the top. If that occurs will be very hard to catch. ",Rocknroll Opal,0,4.4,-1,-1,0.294117647
1/03/2024,HAR,VIC,Ararat,Darren and Brett Carroll,225461498,60038649,back,1,"BACK: 5. Eastbro Kozzy (WIN) for 2 unit(s) (Rated at: $3)

Liked the trial prior to its first up run and performed well in a strong form race at Terang and this looks a drop in class on that. ",Eastbro Kozzy,0,2.45,-1,-1,0.689655172
1/03/2024,HAR,VIC,Ararat,Darren and Brett Carroll,225461516,25114051,back,2,"BACK: 1. Im Jollygood (WIN) for 3 unit(s) (Rated at: $3)

Have liked the trials recently of Im Jollygood. Ben Xiraha is a very aggressive gate driver and expect it to lead and be very hard to run down.",Im Jollygood,0,5.44,-1,-1,0.225225225
1/03/2024,THO,VIC,Moonee Valley,Glenn Ingram,225457879,66544257,back,2,"BACK: 8. Sea What I See (WIN) for 3 unit(s) 

Dominant maiden win running time and franking trial form. Maps to be in the right spot. 
",Sea What I See,1,1.55,0.55,0.55,-1
1/03/2024,THO,VIC,Moonee Valley,Jackson Oldham,225457879,66544257,back,2,"BACK: 8. Sea What I See  (WIN) for 4 unit(s) (Rated at: $1.46)

Sea What I See went like a complete rocket first-up, smashed the clock, the map is good and it's as simple as, if she holds her rating she wins. ",Sea What I See,1,1.55,0.55,0.55,-1
1/03/2024,THO,VIC,Moonee Valley,Jackson Oldham,225457897,51177931,lay,2,"LAY: 9. Nunthorpe  (WIN) for 3 unit(s) (Rated at: $7)

Happy to lay any Moody/Coleman horse first-up at the moment, they are completely cast. ",Nunthorpe,0,7.7,0.149253731,-1,0.149253731
1/03/2024,GRE,NSW,Richmond,Joe Lannutti,225497549,61792095,back,1,"BACK (WIN) #8 Wallacia Mist for 3 units (Rated at: $2.00)

Whooshka from box 8 girl. Straight to the top and run them off their feet. She looks very well in here. 
",Wallacia Mist,1,1.7,0.7,0.7,-1
1/03/2024,GRE,NSW,Richmond,Joe Lannutti,225497529,43567217,lay,1,"LAY (WIN) #1 Agland Luai for 2 units (Rated at: $5.00)

1 is a huge risk at the trip. Keen to take him on as he's no moral to lead. Don't think he can possibly run them down. Must risk.",Agland Luai,0,4.29,0.303951368,-1,0.303951368
1/03/2024,GRE,NSW,Richmond,Joe Lannutti,225497534,66580827,lay,2,"LAY (WIN) #8 Mr Peregrine for 2.5 units (Rated at: $6.00)

A good Derby Final for 2024. I'm taking 8 on from the draw. Not saying he won't like a wide box at all but I don't think he can get into a highly competitive Group Final from out there. He's unders.",Mr Peregrine,0,9,0.125,-1,0.125
