Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Darren Carroll,1/09/2024,Cranbourne,EXPERT TIPS,FALSE,Harness,1,10,LAY,WIN,8,10. Terroroan,2,BEST BET,232478220,23721187,7,0,20.08,0.1,0,0.1
Darren Carroll,1/09/2024,Cranbourne,EXPERT TIPS,FALSE,Harness,3,1,BACK,WIN,4,1. Good Day,1,,232478224,58314292,7,1,4.4,3.16,3.16,0
Darren Carroll,1/09/2024,Cranbourne,EXPERT TIPS,FALSE,Harness,6,6,BACK,WIN,2.5,6. Yering Soho,1,,232478230,42162817,7,0,2.78,-1,-1,0
Darren Carroll,1/09/2024,Cranbourne,EXPERT TIPS,FALSE,Harness,7,5,BACK,WIN,1.9,5. Goodtime Stryker,2,BEST BET,232478232,36023590,7,1,1.54,1,0,1
Chris Camilleri,1/09/2024,Geelong,EXPERT TIPS,FALSE,Thoroughbred,1,3,BACK,WIN,1.5,3. Politely Dun ,4,,232452331,73221110,7,0,2.08,-4,-4,0
Chris Camilleri,1/09/2024,Geelong,EXPERT TIPS,FALSE,Thoroughbred,3,6,BACK,WIN,1.5,6. Happy Link ,4,,232452347,73221122,7,1,1.53,1.97,1.97,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,1,6,BACK,WIN,4,6. Super Cutter,1,,232452424,73176857,7,0,6.19,-1,-1,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,1,6,BACK,PLACE,4,6. Super Cutter,1,,232452425,73176857,7,0,1.64,-1,0,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,2,5,BACK,WIN,4,5. Sir Torobeel,1,,232452430,48672397,7,0,4.33,-1,-1,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,2,5,BACK,PLACE,4,5. Sir Torobeel,1,,232452431,48672397,7,1,1.66,0.61,0,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,4,7,BACK,WIN,6.5,7. Fighting Floyd,1,,232452442,73176879,7,1,9.45,7.86,7.86,0
Stephen Christie,1/09/2024,Hobart,EXPERT TIPS,FALSE,Thoroughbred,4,7,BACK,PLACE,6.5,7. Fighting Floyd,1,,232452443,73176879,7,1,2.44,1.34,0,0
Joshua Ingram,1/09/2024,Moree,EXPERT TIPS,FALSE,Thoroughbred,5,9,BACK,WIN,,9. Hiraishin,1,,232451964,44209353,10,0,14.03,-1,0,0
Joshua Ingram,1/09/2024,Moree,EXPERT TIPS,FALSE,Thoroughbred,5,9,BACK,PLACE,,9. Hiraishin,1,,232451965,44209353,10,0,2.9,-1,0,0
Joshua Ingram,1/09/2024,Moree,EXPERT TIPS,FALSE,Thoroughbred,6,5,BACK,WIN,,5. Wolf Bay,2,BEST BET,232451969,54439711,10,0,3.58,-2,0,-2
Linton Chataway,1/09/2024,Sunshine Coast,EXPERT TIPS,FALSE,Thoroughbred,1,11,BACK,WIN,3.4,11. Heart And Spirit,1,,232452182,68123750,7,1,3.27,2.11,0,0
Linton Chataway,1/09/2024,Sunshine Coast,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,1.8,4. Redford,5,BEST BET,232452198,893643,7,1,1.76,3.53,0,3.53
Linton Chataway,1/09/2024,Sunshine Coast,EXPERT TIPS,FALSE,Thoroughbred,5,6,LAY,WIN,2.5,6. Lost His Beans,1,BEST BET,232452203,59082771,7,1,2.76,-1,0,-1
Linton Chataway,1/09/2024,Sunshine Coast,EXPERT TIPS,FALSE,Thoroughbred,8,11,BACK,WIN,2.5,11. Antonito,3,,232452220,73221218,7,0,2.44,-3,0,0
Will Norman,2/09/2024,Bankstown,EXPERT TIPS,FALSE,Harness,1,5,BACK,WIN,1.8,5. Satin Stride,3,BEST BET,232520682,55132635,7,1,2,2.79,2.79,2.79
Will Norman,2/09/2024,Bankstown,EXPERT TIPS,FALSE,Harness,6,1,BACK,WIN,2.2,1. Lani Kai Beach,2,,232520697,12173099,7,0,2.32,-2,-2,0
Will Norman,2/09/2024,Bankstown,EXPERT TIPS,FALSE,Harness,7,6,LAY,WIN,8,6. Gimme A Reason,2,,232520700,39287661,7,0,9.22,0.23,0,0
Mark Lawrence,2/09/2024,Gawler,EXPERT TIPS,FALSE,Harness,7,1,BACK,PLACE,2,1. Keilah,2,BEST BET,232520435,41761024,7,0,1.91,-2,0,-2
Mark Lawrence,2/09/2024,Gawler,EXPERT TIPS,FALSE,Harness,9,6,LAY,WIN,7.5,6. Our Art Christian,2,BEST BET,232520438,36342259,7,0,27,0.07,0,0.07
Joe Lannutti,2/09/2024,Nowra,EXPERT TIPS,FALSE,Greyhounds,4,3,BACK,WIN,3.4,3. Under The Thumb,2,BEST BET,232520572,39788095,7,0,4.28,-2,-2,-2
Joe Lannutti,2/09/2024,Nowra,EXPERT TIPS,FALSE,Greyhounds,6,8,LAY,WIN,3.8,8. Cumbria Days,2,BEST BET,232520582,42011620,7,0,7,0.31,0,0.31
Joe Lannutti,2/09/2024,Nowra,EXPERT TIPS,FALSE,Greyhounds,7,5,BACK,WIN,5,5. Got The Feature,1,,232520587,56017412,7,0,3.33,-1,0,0
Joe Lannutti,2/09/2024,Nowra,EXPERT TIPS,FALSE,Greyhounds,8,4,LAY,WIN,5,4. Nicko Jack,2,BEST BET,232520592,62559219,7,0,11,0.19,0,0.19
Joe Lannutti,2/09/2024,Nowra,EXPERT TIPS,FALSE,Greyhounds,9,4,BACK,WIN,3,4. Mr. Mischievous,1,,232520597,65757050,7,0,4.7,-1,-1,0
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,3,8,BACK,WIN,3.3,8. The Merry Maker,1,,232520141,72681087,7,1,3.2,2.05,0,0
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,4,1,BACK,WIN,4,1. Majestic Line,1,,232520143,70934350,7,0,4.49,-1,-1,0
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,5,7,BACK,WIN,6,7. Carmela Domenica,1,,232520145,51657209,7,0,11.96,-1,-1,0
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,6,2,LAY,WIN,4,2. Tiger Stevie,3,,232520147,73223231,7,1,1.97,-3,-3,0
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,7,9,BACK,WIN,1.65,9. My Watchlist,3,BEST BET,232520149,73223237,7,0,1.73,-3,-3,-3
Scott Hill,2/09/2024,Pinjarra,EXPERT TIPS,FALSE,Harness,8,2,BACK,PLACE,2,2. Jill Mach,1,,232520152,24730189,7,1,1.8,0.74,0,0
Michael Tye,2/09/2024,Shepparton,EXPERT TIPS,FALSE,Greyhounds,1,3,LAY,WIN,5,3. Ultimate Rocket ,2,BEST BET,232520017,72168484,7,0,4.18,0.58,0.58,0.58
Michael Tye,2/09/2024,Shepparton,EXPERT TIPS,FALSE,Greyhounds,6,6,BACK,WIN,6,6. Jamarra ,1,,232520042,59147477,7,0,7,-1,-1,0
Michael Tye,2/09/2024,Shepparton,EXPERT TIPS,FALSE,Greyhounds,7,5,BACK,WIN,1.35,5. Joey The Jet ,4,,232520047,73260008,7,1,1.16,0.6,0,0
Michael Tye,2/09/2024,Shepparton,EXPERT TIPS,FALSE,Greyhounds,8,5,BACK,WIN,1.6,5. Field Day,3,,232520052,4775158,7,1,1.82,2.29,2.29,0
Michael Tye,2/09/2024,Shepparton,EXPERT TIPS,FALSE,Greyhounds,12,1,BACK,WIN,2,1. Intex Bale ,4,BEST BET,232520072,66069844,7,0,2.5,-4,-4,-4
Brett Carroll,2/09/2024,Terang,EXPERT TIPS,FALSE,Harness,2,7,BACK,WIN,1.5,7. Kwick Sand,3,BEST BET,232520442,62869562,7,0,2.02,-3,-3,-3
Brett Carroll,2/09/2024,Terang,EXPERT TIPS,FALSE,Harness,3,3,LAY,WIN,8.5,3. Karas Dream,2,BEST BET,232520444,44737011,7,0,9.82,0.21,0,0.21
Joshua Ingram,2/09/2024,Wellington,EXPERT TIPS,FALSE,Thoroughbred,3,2,BACK,WIN,,2. Check Your Six,4,BEST BET,232477936,68711975,10,0,1.7,-4,0,-4
Joshua Ingram,2/09/2024,Wellington,EXPERT TIPS,FALSE,Thoroughbred,8,4,BACK,WIN,,4. Taborca,2,,232477961,46603431,10,0,3.15,-2,0,0
Ryan Spice,3/09/2024,Albion Park,EXPERT TIPS,FALSE,Harness,2,2,BACK,WIN,3.5,2. Phoenix Red,1,,232552731,68158011,7,1,3.9,2.7,2.7,0
Ryan Spice,3/09/2024,Albion Park,EXPERT TIPS,FALSE,Harness,3,3,LAY,PLACE,3.5,3. Beach Vila,2,BEST BET,232552734,39508156,7,0,3.45,0.76,0.76,0.76
Ryan Spice,3/09/2024,Albion Park,EXPERT TIPS,FALSE,Harness,4,10,BACK,WIN,2,10. Aardies Money,2,BEST BET,232552735,73223279,7,0,1.47,-2,0,-2
Ryan Spice,3/09/2024,Albion Park,EXPERT TIPS,FALSE,Harness,6,7,BACK,WIN,2.5,7. Tairlaw Toll,2,,232552739,28658211,7,0,2.68,-2,-2,0
Glenn Ingram,3/09/2024,Benalla,LATE MAIL,FALSE,Thoroughbred,5,5,BACK,WIN,5,5. Geraldines Jewel,2,BEST BET,232520651,23704972,7,0,8.36,-2,-2,-2
Glenn Ingram,3/09/2024,Benalla,LATE MAIL,FALSE,Thoroughbred,5,5,BACK,PLACE,5,5. Geraldines Jewel,2,BEST BET,232520652,23704972,7,1,2.66,3.09,0,3.09
The Leg Up,3/09/2024,Gatton,LAY OF THE DAY,FALSE,Thoroughbred,6,3,LAY,WIN,6,3. Lions Pride,1,,232520537,2966108,7,1,3.4,-1,-1,0
Scott Hill,3/09/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,1,8,BACK,WIN,6,8. Baltic Ace,1,,232552746,21861421,7,0,16.48,-1,-1,0
Scott Hill,3/09/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,3,3,BACK,WIN,2.5,3. Major Overs,2,,232552752,42915217,7,0,2.6,-2,-2,0
Scott Hill,3/09/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,4,7,BACK,WIN,4,7. Eton Rock,1,,232552755,50172307,7,1,4.51,3.26,3.26,0
Scott Hill,3/09/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,5,2,LAY,WIN,5,2. Dwayne,3,,232552758,12235335,7,0,10,0.31,0,0
Scott Hill,3/09/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,2,1. Bettororworse,3,BEST BET,232552758,46652847,7,0,2.89,-3,-3,-3
Joe Lannutti,3/09/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,4,1,LAY,WIN,3.3,1. Mr. Burner,2,BEST BET,232549552,71473881,7,0,2.79,1.04,1.04,1.04
Joe Lannutti,3/09/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,7,5,BACK,PLACE,2,5. Elizabeth Fire,2,BEST BET,232549568,73259393,7,1,3.45,4.56,4.56,4.56
Joe Lannutti,3/09/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,8,5,BACK,WIN,5,5. Meatball Ron,1,,232549572,62033374,7,0,2.88,-1,0,0
Joe Lannutti,3/09/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,9,2,LAY,WIN,3,2. Ritza Trish,2,BEST BET,232549577,65823967,7,1,3.39,-2,0,-2
Joe Lannutti,3/09/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,11,2,LAY,WIN,6,2. Mrs. Chop,2,,232549587,46889923,7,0,6.29,0.35,0,0
Will Norman,3/09/2024,Menangle,EXPERT TIPS,FALSE,Harness,1,5,BACK,WIN,1.6,5. Kyvalley Michael,4,BEST BET,232552061,62065409,7,1,1.52,1.93,0,1.93
Will Norman,3/09/2024,Menangle,EXPERT TIPS,FALSE,Harness,2,8,BACK,WIN,4,8. Down Under Earl,2,,232552064,25875681,7,0,4.92,-2,-2,0
Will Norman,3/09/2024,Menangle,EXPERT TIPS,FALSE,Harness,4,3,BACK,WIN,2.5,3. Specialize Lou,3,,232552070,53884359,7,1,4.1,8.65,8.65,0
Will Norman,3/09/2024,Menangle,EXPERT TIPS,FALSE,Harness,5,3,LAY,WIN,5,3. Better Harley,2,,232552073,42209894,7,1,3.4,-2,-2,0
Will Norman,3/09/2024,Menangle,EXPERT TIPS,FALSE,Harness,6,9,BACK,WIN,6,9. Power Up,1,,232552076,1114939,7,1,7.71,6.24,6.24,0
Linton Chataway,3/09/2024,Newcastle,LAY OF THE DAY,FALSE,Thoroughbred,1,3,LAY,WIN,2.4,3. Kenmare Bay,1,BEST BET,232521202,71436901,10,0,1.78,1.15,1.15,1.15
Mitch Lewis,3/09/2024,Newcastle,EXPERT TIPS,FALSE,Thoroughbred,5,6,BACK,WIN,2,6. Lady Ichikawa,2,,232521222,71223024,10,0,2.94,-2,-2,0
Mitch Lewis,3/09/2024,Newcastle,EXPERT TIPS,FALSE,Thoroughbred,6,6,BACK,WIN,1.8,6. Harlem Queen,3,BEST BET,232521227,69066753,10,1,1.89,2.4,2.4,2.4
Darren Carroll,3/09/2024,Shepparton,EXPERT TIPS,FALSE,Harness,1,1,BACK,WIN,2,1. Hez Harrywho,3,BEST BET,232553042,48673141,7,1,2,2.79,2.79,2.79
Darren Carroll,3/09/2024,Shepparton,EXPERT TIPS,FALSE,Harness,4,10,BACK,WIN,2.4,10. Roam,2,,232553048,56882595,7,1,3.55,4.74,4.74,0
Darren Carroll,3/09/2024,Shepparton,EXPERT TIPS,FALSE,Harness,6,3,LAY,WIN,6,3. Tex Goes Bang,1,BEST BET,232553052,28329841,7,1,3.06,-1,-1,-1
Will Norman,4/09/2024,Bathurst,EXPERT TIPS,FALSE,Harness,1,10,BACK,WIN,4.5,10. Hydeeho,1,,232552779,71588389,7,1,7.83,6.35,6.35,0
Will Norman,4/09/2024,Bathurst,EXPERT TIPS,FALSE,Harness,2,7,LAY,PLACE,3,7. Magic Matteo,2,,232552783,27788443,7,0,4.5,0.53,0,0
Brett Carroll,4/09/2024,Bendigo,EXPERT TIPS,FALSE,Harness,1,13,BACK,WIN,1.9,13. Asmileandawinx,2,,232600356,73260124,7,0,2.24,-2,-2,0
Brett Carroll,4/09/2024,Bendigo,EXPERT TIPS,FALSE,Harness,3,12,BACK,PLACE,2,12. Oprah Double You,2,,232600361,73260129,7,1,2.02,1.9,1.9,0
Brett Carroll,4/09/2024,Bendigo,EXPERT TIPS,FALSE,Harness,5,6,BACK,WIN,2,6. Dona Amalia,2,BEST BET,232600364,70456963,7,0,3.35,-2,-2,-2
Brett Carroll,4/09/2024,Bendigo,EXPERT TIPS,FALSE,Harness,8,1,LAY,WIN,7.5,1. Majors Creek,1,BEST BET,232600370,1224482,7,0,5.38,0.21,0.21,0.21
Lachlan Mosley,4/09/2024,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,2,5,BACK,WIN,,5. Rockaton,1,,232553181,73370903,7,0,8.96,-1,0,0
Lachlan Mosley,4/09/2024,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,2,5,BACK,PLACE,,5. Rockaton,1,,232553182,73370903,7,0,2.28,-1,0,0
Lachlan Mosley,4/09/2024,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,5,7,BACK,WIN,,7. Artpark,2,BEST BET,232553202,73370924,7,0,6.54,-2,0,-2
Lachlan Mosley,4/09/2024,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,6,2,BACK,WIN,,2. Suggestive Miss,2,BEST BET,232553209,73370927,7,0,3.69,-2,0,-2
Lachlan Mosley,4/09/2024,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,9,5,BACK,WIN,,5. Galactic Fury ,2,,232553230,41988834,7,0,4.94,-2,0,0
Jaycin Campbell,4/09/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,1,1,BACK,WIN,2,1. Add Sprinkles,3,,232599309,73259923,7,1,1.67,1.87,0,0
Jaycin Campbell,4/09/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,3,3,LAY,WIN,10,3. Showtime Pete,2,,232599319,65756997,7,0,11,0.19,0,0
Jaycin Campbell,4/09/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,4,2,BACK,WIN,2,2. Midnight Ranger,3,BEST BET,232599324,71374747,7,0,2.48,-3,-3,-3
Jaycin Campbell,4/09/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,6,3,LAY,WIN,6,3. Showtime Pompom,2,BEST BET,232599334,55133177,7,0,4.1,0.6,0.6,0.6
Jaycin Campbell,4/09/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,8,6,BACK,WIN,3,6. End Of Story,2,,232599344,2724101,7,0,4.53,-2,-2,0
Jackson Oldham,4/09/2024,Sandown,EXPERT TIPS,FALSE,Thoroughbred,4,10,BACK,WIN,2.6,10. Zloties ,2,BEST BET,232549691,42546007,7,1,3.3,4.28,4.28,4.28
Jackson Oldham,4/09/2024,Sandown,EXPERT TIPS,FALSE,Thoroughbred,5,3,LAY,WIN,1.85,3. Pharari ,2,BEST BET,232549700,73371034,7,1,1.53,-2,-2,-2
Jackson Oldham,4/09/2024,Sandown,EXPERT TIPS,FALSE,Thoroughbred,8,12,BACK,WIN,2.55,12. Sunset Dreaming,3,,232549727,62064031,7,0,3.08,-3,-3,0
Jackson Oldham,4/09/2024,Sandown,EXPERT TIPS,FALSE,Thoroughbred,9,14,BACK,WIN,2.4,14. Big Me,2,,232549736,73371050,7,0,2.66,-2,-2,0
