EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_POINTS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_FIRST_BOUNCE,BEST_LAY_FIRST_BOUNCE,MATCHED_VOLUME_FIRST_BOUNCE,BEST_BACK_PRICE_APPROX_QUARTER_TIME,BEST_LAY_PRICE_APPROX_QUARTER_TIME,MATCHED_VOLUME_QUARTER_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,BEST_BACK_PRICE_APPROX_THREE_QUARTER_TIME,BEST_LAY_PRICE_APPROX_THREE_QUARTER_TIME,MATCHED_VOLUME_APPROX_THREE_QUARTER_TIME,TOTAL_MATCHED_VOLUME
18/03/2021,AFL/Richmond v Carlton,30196005,MATCH_ODDS,177125220,Match Odds,39980,Carlton,LOSER,0,185,Richmond,Carlton,25,105,80,4.7,4.9,48000.41,4.8,5.9,52110.7,8.2,9,59756.3,5.7,5.8,64273.95,67611.4
18/03/2021,AFL/Richmond v Carlton,30196005,MATCH_ODDS,177125220,Match Odds,39981,Richmond,WINNER,1,185,Richmond,Carlton,25,105,80,1.25,1.28,356707.47,1.25,1.26,389929.24,1.14,1.2,428319.88,1.22,1.22,469484.2,559311.86
19/03/2021,AFL/Collingwood v Western Bulldogs,30196014,MATCH_ODDS,177126651,Match Odds,217709,Collingwood,LOSER,0,122,Collingwood,Western Bulldogs,-16,53,69,2.44,2.46,76777.9,4.1,4.6,81849.43,4.3,4.6,85350.77,7.8,12.5,95574.63,95874.12
19/03/2021,AFL/Collingwood v Western Bulldogs,30196014,MATCH_ODDS,177126651,Match Odds,39986,Western Bulldogs,WINNER,1,122,Collingwood,Western Bulldogs,-16,53,69,1.68,1.72,179525.79,1.31,1.32,197014.13,1.3,1.32,229297.21,1.08,1.1,293365.36,396644.64
20/03/2021,AFL/Melbourne v Fremantle,30196013,MATCH_ODDS,177128046,Match Odds,39992,Fremantle,LOSER,0,138,Melbourne,Fremantle,22,80,58,2.92,3.05,24827.28,6.2,14.5,26400.05,6.2,12,26865.42,6.2,25,28091.48,29499.68
20/03/2021,AFL/Melbourne v Fremantle,30196013,MATCH_ODDS,177128046,Match Odds,298609,Melbourne,WINNER,1,138,Melbourne,Fremantle,22,80,58,1.48,1.49,107658.84,1.08,1.09,122939.13,1.09,1.15,141457.08,1.12,1.12,160584.25,180009.18
20/03/2021,AFL/Essendon v Hawthorn,30196015,MATCH_ODDS,177127116,Match Odds,39977,Essendon,LOSER,0,183,Essendon,Hawthorn,-1,91,92,1.83,1.89,121381.77,2,2.06,129354.17,1.06,1.08,157654.93,1.32,1.9,195889.47,221471.16
20/03/2021,AFL/Essendon v Hawthorn,30196015,MATCH_ODDS,177127116,Match Odds,39979,Hawthorn,WINNER,1,183,Essendon,Hawthorn,-1,91,92,2.1,2.14,97188.21,1.95,1.97,106825.2,11,26,112205.04,1.81,60,115100.68,146278.31
20/03/2021,AFL/Adelaide v Geelong,30196016,MATCH_ODDS,177125721,Match Odds,39982,Adelaide,WINNER,1,194,Adelaide,Geelong,12,103,91,6.4,6.6,12286.42,2.9,3.15,15546.68,1.32,1.38,38285.37,1.39,1.6,141203.69,231390.37
20/03/2021,AFL/Adelaide v Geelong,30196016,MATCH_ODDS,177125721,Match Odds,39988,Geelong,LOSER,0,194,Adelaide,Geelong,12,103,91,1.18,1.19,216973.44,1.47,1.5,255652.15,3.6,4,293193.88,2.4,3,312825.63,316221.67
20/03/2021,AFL/Brisbane v Sydney,30196019,MATCH_ODDS,177126186,Match Odds,42153,Brisbane,LOSER,0,219,Brisbane,Sydney,-31,94,125,1.24,1.25,136893.66,1.17,1.19,170629.16,1.38,1.45,184034.51,7.2,50,188985.11,189073.43
20/03/2021,AFL/Brisbane v Sydney,30196019,MATCH_ODDS,177126186,Match Odds,39985,Sydney,WINNER,1,219,Brisbane,Sydney,-31,94,125,5,5.2,23717.13,4.5,6.8,23921.53,3.2,34,26796.81,1.01,1.02,62818.17,74091.37
21/03/2021,AFL/North Melbourne v Port Adelaide,30196017,MATCH_ODDS,177128511,Match Odds,3459613,North Melbourne,LOSER,0,182,North Melbourne,Port Adelaide,-52,65,117,5.5,5.6,34174.32,3.2,5,34969.8,40,200,36812.96,800,1000,36955.49,36955.49
21/03/2021,AFL/North Melbourne v Port Adelaide,30196017,MATCH_ODDS,177128511,Match Odds,39978,Port Adelaide,WINNER,1,182,North Melbourne,Port Adelaide,-52,65,117,1.21,1.22,205648.45,1.3,1.38,223219.95,,1.01,270710,,1.01,283526.06,283526.06
21/03/2021,AFL/West Coast v Gold Coast,30196018,MATCH_ODDS,177129061,Match Odds,4513766,Gold Coast,LOSER,0,141,West Coast,Gold Coast,25,83,58,5.7,5.8,14653.15,5,11,16739.7,4.5,11,17785.92,2.68,3.5,21785.77,26146.67
21/03/2021,AFL/West Coast v Gold Coast,30196018,MATCH_ODDS,177129061,Match Odds,39991,West Coast,WINNER,1,141,West Coast,Gold Coast,25,83,58,1.22,1.21,158142.64,1.13,1.2,199346.49,1.25,1.27,212096.15,1.54,1.6,242546.29,306551.21
21/03/2021,AFL/GWS v St Kilda,30196020,MATCH_ODDS,177127581,Match Odds,5304641,GWS,LOSER,0,164,GWS,St Kilda,-8,78,86,1.78,1.79,60020.84,1.45,1.54,67407.75,2.2,2.44,74452.24,2.04,2.1,78935.38,101085.05
21/03/2021,AFL/GWS v St Kilda,30196020,MATCH_ODDS,177127581,Match Odds,39990,St Kilda,WINNER,1,164,GWS,St Kilda,-8,78,86,2.24,2.28,77772.45,2.9,3.2,81498.39,1.61,1.83,86093.44,1.92,1.95,98607.13,127504.52
25/03/2021,AFL/Carlton v Collingwood,30343602,MATCH_ODDS,180575118,Match Odds,39980,Carlton,LOSER,0,191,Carlton,Collingwood,-21,85,106,2,2.02,162676.81,3.6,3.9,188560.1,5.2,5.5,197722.14,3.4,4,202804.88,206088.64
25/03/2021,AFL/Carlton v Collingwood,30343602,MATCH_ODDS,180575118,Match Odds,217709,Collingwood,WINNER,1,191,Carlton,Collingwood,-21,85,106,1.98,1.99,171177.23,1.36,1.38,230891.12,1.23,1.24,288953.36,1.41,1.51,315381.05,375452.98
26/03/2021,AFL/Geelong v Brisbane,30343603,MATCH_ODDS,180575588,Match Odds,42153,Brisbane,LOSER,0,161,Geelong,Brisbane,1,81,80,2.68,2.76,91801.86,4.6,5,99429.99,6.4,7.6,101295.88,6.8,11.5,103869.89,126491.72
26/03/2021,AFL/Geelong v Brisbane,30343603,MATCH_ODDS,180575588,Match Odds,39988,Geelong,WINNER,1,161,Geelong,Brisbane,1,81,80,1.56,1.57,296804.07,1.2,1.29,365120.24,1.17,1.18,382412.09,1.1,1.11,426420.56,498401.34
27/03/2021,AFL/Sydney v Adelaide,30343604,MATCH_ODDS,180576058,Match Odds,39982,Adelaide,LOSER,0,209,Sydney,Adelaide,33,121,88,4.3,4.4,25165.6,2.78,5.2,29684.51,9.8,55,31303.35,140,1000,31829.83,31834.87
27/03/2021,AFL/Sydney v Adelaide,30343604,MATCH_ODDS,180576058,Match Odds,39985,Sydney,WINNER,1,209,Sydney,Adelaide,33,121,88,1.29,1.3,161443.65,1.25,1.3,174993.49,1.03,1.03,188789.82,,1.01,213488.96,213488.96
27/03/2021,AFL/Port Adelaide v Essendon,30343612,MATCH_ODDS,180576528,Match Odds,39977,Essendon,LOSER,0,184,Port Adelaide,Essendon,54,119,65,7.6,7.8,25051.18,9,75,26748.99,48,820,26795.64,1000,,26832.68,26837.68
