LOCAL_RACE_DATE,RACETIME,COUNTRY_ID,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-07-01,2025-07-02 00:20:00,1.0,Huntingdon,34003739,239160937,239160939.0,Lady Protectress Mares' Chase (Listed) (GBB Race) (Class A),2m4f Listed Chs,4,38021567,Brides Hill,1.77,1.66,0.0,1.23,1.0
2025-07-01,2025-07-02 00:20:00,1.0,Huntingdon,34003739,239160937,239160939.0,Lady Protectress Mares' Chase (Listed) (GBB Race) (Class A),2m4f Listed Chs,4,38591159,Hauturiere,10.38,20.17,0.0,5.2,0.0
2025-07-01,2025-07-02 00:20:00,1.0,Huntingdon,34003739,239160937,239160939.0,Lady Protectress Mares' Chase (Listed) (GBB Race) (Class A),2m4f Listed Chs,4,40649548,La Renommee,7.97,12.5,0.0,2.56,0.0
2025-07-01,2025-07-02 00:20:00,1.0,Huntingdon,34003739,239160937,239160939.0,Lady Protectress Mares' Chase (Listed) (GBB Race) (Class A),2m4f Listed Chs,4,52247437,Telepathique,4.72,3.85,1.0,1.66,1.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,19882018,Chicago Storm,7.28,5.22,0.0,1.74,1.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,48735447,Imaginarium,4.98,7.6,1.0,2.6,1.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,50397208,Dancing In Brazil,5.82,6.53,0.0,2.17,1.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,50670810,Brave Jen,15.49,84.05,0.0,11.38,0.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,40413722,Pyrotechnic,10.72,10.5,0.0,2.84,0.0
2025-07-01,2025-07-02 00:55:00,1.0,Huntingdon,34003739,239160942,239160944.0,Join The 20 Club At Huntingdon Novices' Handicap Hurdle (GBB Race) (Class E),2m Nov Hcap Hrd,5,62565050,Whats One More,10.08,7.03,0.0,2.26,0.0
