Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,677253,4,Desert Dancing,1,0.0,5.06,0.0,1.82
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,45489469,6,Hammarmill,5,0.0,34.44,0.0,5.03
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,55206861,2,On Patrol,3,0.0,18.5,1.0,3.68
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,67858320,5,Define Beautiful,2,0.0,3.38,0.0,1.65
2026-01-01,Ascot,R1 1200m Hcap,1,252195024,93168713,3,Helluva Goddess,4,0.0,3.94,1.0,1.56
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,76053917,9,Anaballistic,5,0.0,26.0,0.0,4.66
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,79456572,5,Niccimota,2,0.0,5.65,1.0,2.24
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,80301137,4,Amaroo Star,1,1.0,3.31,1.0,1.64
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,83313427,3,Magnique,3,0.0,3.75,1.0,1.6
2026-01-01,Ascot,R2 1000m Hcap,2,252195033,92461010,2,Santanova,4,0.0,11.47,0.0,3.26
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,84697132,2,Baby Pearl,2,0.0,10.5,0.0,2.73
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,92162318,5,Monte Tremezzo,3,0.0,16.18,0.0,4.2
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,92418401,4,Our Naughty Secret,4,0.0,56.07,0.0,8.16
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168715,1,Storm Away,1,0.0,2.28,1.0,1.33
2026-01-01,Ascot,R3 1000m 3yo,3,252195042,93168716,6,Sound Of Speed,5,1.0,15.37,1.0,3.35
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,57047318,5,Pin Deep,2,0.0,40.0,0.0,7.05
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,64343968,1,Sinful Living,4,0.0,12.5,1.0,3.13
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,81517780,3,Immortal Bliss,1,0.0,2.67,1.0,1.43
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,82278105,2,Black Ora,5,0.0,6.34,0.0,2.1
2026-01-01,Ascot,R4 1000m Hcap,4,252195051,93168720,7,Haida Gwaii,3,1.0,6.91,1.0,2.18
2026-01-01,Ascot,R5 1200m Hcap,5,252195060,75759215,2,Earthstorm,3,0.0,17.0,0.0,3.2
2026-01-01,Ascot,R5 1200m Hcap,5,252195060,78755478,5,Street Band,4,0.0,42.12,0.0,5.99
2026-01-01,Ascot,R5 1200m Hcap,5,252195060,79259134,9,Deel Her In,2,0.0,15.0,0.0,3.0
2026-01-01,Ascot,R5 1200m Hcap,5,252195060,84983473,1,Playinit Sweet,1,0.0,2.04,1.0,1.21
2026-01-01,Ascot,R5 1200m Hcap,5,252195060,93168722,6,Brave Venture,5,0.0,530.0,0.0,74.31
2026-01-01,Ascot,R6 1600m Hcap,6,252195069,56645520,1,Super Romani,3,0.0,133.45,0.0,24.0
2026-01-01,Ascot,R6 1600m Hcap,6,252195069,66993510,4,Belta Of A Song,5,1.0,9.6,1.0,2.71
2026-01-01,Ascot,R6 1600m Hcap,6,252195069,70928686,3,Touretto,4,0.0,11.0,1.0,3.4
2026-01-01,Ascot,R6 1600m Hcap,6,252195069,90209967,7,Bigdayonit,2,0.0,23.0,0.0,5.11
2026-01-01,Ascot,R6 1600m Hcap,6,252195069,93168725,6,Territory Man,1,0.0,2.67,1.0,1.58
2026-01-01,Ascot,R7 1600m Hcap,7,252195078,27330308,8,Battle Commander,2,1.0,11.37,1.0,2.52
2026-01-01,Ascot,R7 1600m Hcap,7,252195078,61524717,1,Arcadia Knight,5,0.0,14.86,0.0,3.38
2026-01-01,Ascot,R7 1600m Hcap,7,252195078,62394582,3,Fly With Caution,4,0.0,24.0,0.0,4.37
2026-01-01,Ascot,R7 1600m Hcap,7,252195078,85779326,2,Arcadia Park,3,0.0,38.0,0.0,5.5
2026-01-01,Ascot,R7 1600m Hcap,7,252195078,93168727,9,Magnas Choice,1,0.0,2.77,1.0,1.37
2026-01-01,Ascot,R8 1800m Grp3,8,252195087,71905375,2,Admiration Express,2,0.0,7.2,1.0,2.34
2026-01-01,Ascot,R8 1800m Grp3,8,252195087,78535951,7,Memory Parade,4,0.0,40.0,0.0,8.74
2026-01-01,Ascot,R8 1800m Grp3,8,252195087,84432649,3,Luvnwar,3,1.0,3.8,1.0,1.53
