Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,74571800,4,Rhinestone Rory,3,1.0,2.68,1.0,1.48
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,78534728,3,Hasta La Dubai,4,0.0,102.78,0.0,42.0
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,94136690,1,Discreetly Blue,1,0.0,3.21,1.0,1.75
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,96965918,5,Rock Shot,5,0.0,34.0,0.0,12.0
2026-05-01,Bordertown,R1 1550m Mdn,1,257527456,97953822,7,Copperflange,2,0.0,4.68,0.0,2.08
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,77082697,13,She Rex,2,1.0,4.2,1.0,1.73
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,96966676,9,Here She Is,1,0.0,11.5,0.0,3.7
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97393521,3,Vamore,4,0.0,13.0,1.0,3.45
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953823,2,Starcho Libre,5,0.0,11.5,0.0,2.78
2026-05-01,Bordertown,R2 1200m Mdn,2,257527465,97953827,12,Rebel Jen,3,0.0,16.39,0.0,3.79
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,70350246,8,Mandara Sun,2,0.0,10.11,1.0,3.4
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,82018159,4,Black Bugatti,5,0.0,14.26,0.0,5.1
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,94921021,6,All Shot,1,1.0,5.5,1.0,2.12
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953832,3,Toes In First,3,0.0,40.0,0.0,10.18
2026-05-01,Bordertown,R3 1200m Hcap,3,257527474,97953833,9,Sacred Chord,4,0.0,7.44,0.0,2.34
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,837219,6,Lysander,5,0.0,24.58,0.0,7.4
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,49039735,9,Archdeacon,2,0.0,36.0,0.0,6.69
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,73443242,4,Gopher Frank,3,0.0,10.5,0.0,3.54
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,91354714,2,Taking Omaha,4,1.0,3.65,1.0,1.73
2026-05-01,Bordertown,R4 1200m Hcap,4,257527483,97953835,1,Prancethrulife,1,0.0,8.0,0.0,3.1
2026-05-01,Bordertown,R5 1100m Hcap,5,257527492,34979137,1,Cool Magnum,2,0.0,10.5,0.0,3.03
2026-05-01,Bordertown,R5 1100m Hcap,5,257527492,52435757,2,Ice Symphony,1,0.0,6.1,1.0,2.24
2026-05-01,Bordertown,R5 1100m Hcap,5,257527492,88693799,5,Power Of Time,5,0.0,16.0,0.0,4.09
2026-05-01,Bordertown,R5 1100m Hcap,5,257527492,90603909,11,Zatanna,4,1.0,9.2,1.0,3.4
2026-05-01,Bordertown,R5 1100m Hcap,5,257527492,91354712,10,Layin Up,3,0.0,5.26,1.0,2.16
2026-05-01,Bordertown,R6 1300m Hcap,6,257527501,39317568,1,Four Outlaws,4,0.0,171.95,0.0,32.0
2026-05-01,Bordertown,R6 1300m Hcap,6,257527501,78688826,9,See Ya Later Baby,5,1.0,4.4,1.0,2.0
