Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Ryan Spice,1/11/2025,Albion Park,EXPERT TIPS,FALSE,Horses,1,8,BACK,PLACE,$1.50,8. Deebo,4,BEST BET,249919298,43694116,8,0,1.61,-4,-4,-4
Ryan Spice,1/11/2025,Albion Park,EXPERT TIPS,FALSE,Horses,2,5,LAY,PLACE,$2.70,5. Birkirkara,1,BEST BET,249919301,79029981,8,1,2.86,-1,0,-1
Ryan Spice,1/11/2025,Albion Park,EXPERT TIPS,FALSE,Horses,5,7,BACK,WIN,$15.00,7. Windy Hill Tara,1,,249919309,52854445,8,0,14,-1,0,0
Ryan Spice,1/11/2025,Albion Park,EXPERT TIPS,FALSE,Horses,6,2,BACK,WIN,$3.40,2. In Excess,2,,249919312,1147019,8,0,3.06,-2,0,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,1,2,BACK,WIN,$2.25,2. Im Nipote,4,BEST BET,249834059,69829959,8,0,3.13,-4,-4,-4
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,10,14,BACK,WIN,$4.60,14. First Beach,2,,249834140,90525921,8,0,13.43,-2,-2,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,10,14,BACK,PLACE,$4.60,14. First Beach,2,,249834141,90525921,8,0,3.51,-2,0,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,3,3,BACK,WIN,$1.95,3. Funchal,4,BEST BET,249834077,89968163,8,0,2.33,-4,-4,-4
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,5,1,BACK,WIN,$4.60,1. Brave Strike,1,,249834095,90525902,8,0,9.26,-1,-1,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,5,6,BACK,WIN,$8.00,6. Thermosphere Lad,1,,249834095,78047519,8,0,6.8,-1,0,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,8,10,BACK,WIN,$3.00,10. Elite Beau,2,,249834122,90525911,8,0,4.2,-2,-2,0
Terry Leighton,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,8,9,BACK,WIN,$4.80,9. Luana Miss,1,,249834122,90525910,8,1,4.6,3.31,0,0
Trent Crebbin,1/11/2025,Ascot,EXPERT TIPS,FALSE,Horses,9,7,BACK,WIN,$1.70,7. Cosmic Crusader,5,,249834131,62634787,8,0,1.47,-5,0,0
Rory Flanagan,1/11/2025,Del Mar,EXPERT TIPS,TRUE,Horses,10,3,BACK,WIN,$3.00,Outfielder,4,BEST BET,249758338,10424161,6,0,17.5,-4,-4,-4
Rory Flanagan,1/11/2025,Del Mar,EXPERT TIPS,TRUE,Horses,3,4,BACK,WIN,$3.50,Miss Kona,2,,249758348,87034679,6,0,4.72,-2,-2,0
