EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,HOME_TEAM,AWAY_TEAM,BEST_BACK_FIRST_BALL,BEST_LAY_FIRST_BALL,MATCHED_VOLUME_FIRST_BALL,BEST_BACK_FIRST_INN_FOUR_OV,BEST_LAY_FIRST_INN_FOUR_OV,MATCHED_VOLUME_FIRST_INN_FOUR_OV,BEST_BACK_FIRST_INN_SIX_OV,BEST_LAY_FIRST_INN_SIX_OV,MATCHED_VOLUME_FIRST_INN_SIX_OV,BEST_BACK_FIRST_INN_TEN_OV,BEST_LAY_FIRST_INN_TEN_OV,MATCHED_VOLUME_FIRST_INN_TEN_OV,BEST_BACK_FIRST_INN_FIFTEEN_OV,BEST_LAY_FIRST_INN_FIFTEEN_OV,MATCHED_VOLUME_FIRST_INN_FIFTEEN_OV,BEST_BACK_FIRST_INN_CONCLUSION,BEST_LAY_FIRST_INN_CONCLUSION,MATCHED_VOLUME_FIRST_INN_CONCLUSION,BEST_BACK_SECOND_INN_FOUR_OV,BEST_LAY_SECOND_INN_FOUR_OV,MATCHED_VOLUME_SECOND_INN_FOUR_OV,BEST_BACK_SECOND_INN_SIX_OV,BEST_LAY_SECOND_INN_SIX_OV,MATCHED_VOLUME_SECOND_INN_SIX_OV,BEST_BACK_SECOND_INN_TEN_OV,BEST_LAY_SECOND_INN_TEN_OV,MATCHED_VOLUME_SECOND_INN_TEN_OV,BEST_BACK_SECOND_INN_FIFTEEN_OV,BEST_LAY_SECOND_INN_FIFTEEN_OV,MATCHED_VOLUME_SECOND_INN_FIFTEEN_OV,TOTAL_MATCHED_VOLUME
2021-12-05 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Sydney Sixers v Melbourne Stars,31095373,,191547544,Match Odds,5728187,Melbourne Stars,LOSER,0,Twenty20 Big Bash/Sydney Sixers,Melbourne Stars,2.5,2.52,114820.19,3,3.05,329574.26,3.4,3.35,350971.62,3.75,3.7,633913.3,9,9.2,1171785.79,9.8,9.4,1544138.17,170,160,1607883.81,1000,1000,1609186.35,1000,,1609223.31,,,1609223.31,1609223.31
2021-12-05 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Sydney Sixers v Melbourne Stars,31095373,,191547544,Match Odds,5728225,Sydney Sixers,WINNER,1,Twenty20 Big Bash/Sydney Sixers,Melbourne Stars,1.66,1.67,638365.38,1.49,1.47,5718831.92,1.43,1.38,6865171.26,1.44,1.35,10375687.74,1.13,1.11,16554774.06,1.12,1.11,22323000.57,1.02,1.01,29436340.13,1.01,1.01,29448340.61,,1.01,29450370.83,,,29450400.67,29450400.67
2021-12-06 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Sydney Thunder v Brisbane Heat,31095382,,191549784,Match Odds,5728194,Brisbane Heat,LOSER,0,Twenty20 Big Bash/Sydney Thunder,Brisbane Heat,2.5,2.48,211927.99,4.3,4.3,457917.38,4.7,4.7,490571.51,3.85,3.85,846817.16,5,5,1708062.1,5.6,5.5,1784618.73,3.9,3.75,2187283.18,6.2,6.2,2461331.13,8.2,8,2655398.83,1000,,2799673.29,2799684.16
2021-12-06 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Sydney Thunder v Brisbane Heat,31095382,,191549784,Match Odds,5728190,Sydney Thunder,WINNER,1,Twenty20 Big Bash/Sydney Thunder,Brisbane Heat,1.67,1.65,943172.93,1.3,1.29,5241198.74,1.27,1.26,6969474.91,1.35,1.33,8936423.7,1.26,1.24,14666123,1.22,1.21,17174067.61,1.37,1.35,22663964.43,1.19,1.18,23712736.67,1.14,1.13,24659876.82,1.01,1.01,27641354.05,27642475.37
2021-12-07 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Melbourne Renegades v Adelaide Strikers,31095388,,191550075,Match Odds,5728253,Adelaide Strikers,LOSER,0,Twenty20 Big Bash/Melbourne Renegades,Adelaide Strikers,1.61,1.62,1696056.19,1.6,1.56,8399611.3,1.73,1.71,11675296.04,1.81,1.77,16192504.78,3.5,2.74,17941870.49,2.18,2.12,18567909.76,1.46,1.33,23707278.53,1.86,1.74,25286993.16,1.29,1.21,28983575.94,2.46,2.32,31291559.71,34522262.98
2021-12-07 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Melbourne Renegades v Adelaide Strikers,31095388,,191550075,Match Odds,5728189,Melbourne Renegades,WINNER,1,Twenty20 Big Bash/Melbourne Renegades,Adelaide Strikers,2.6,2.62,192435.75,2.72,2.68,570647.37,2.4,2.36,824788.18,2.3,2.26,2850519.3,1.68,1.39,6968547.3,1.89,1.83,12085140.64,3.65,3.3,14988675.83,2.08,2.28,15244301.58,4.1,3.85,15581730.45,1.8,1.68,17626514.7,23170396.19
2021-12-08 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Hobart Hurricanes v Sydney Sixers,31095396,,191731285,Match Odds,5728193,Hobart Hurricanes,LOSER,0,Twenty20 Big Bash/Hobart Hurricanes,Sydney Sixers,1.98,1.99,199792.85,1.68,1.4,2840338.3,1.2,1.19,5808373,1.14,1.13,8349029.03,1.38,1.33,12011733.42,1.3,1.29,15586778.16,1.41,1.36,17835434.78,1.64,1.55,18729128.15,1.71,1.64,20763297.78,2.06,1.66,22792172.08,23533229.96
2021-12-08 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Hobart Hurricanes v Sydney Sixers,31095396,,191731285,Match Odds,5728225,Sydney Sixers,WINNER,1,Twenty20 Big Bash/Hobart Hurricanes,Sydney Sixers,2,2.02,483815.99,3.35,3.3,2217171.87,6.2,5.9,2402638.23,8.4,8.2,2524904.55,3.9,3.7,2793880.01,4.5,4.4,3381547.92,3.6,3.5,4280994.05,2.7,2.66,4644839.99,2.64,2.3,7924096.43,2.14,1.98,14173154.8,17148027.27
2021-12-09 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Perth Scorchers v Brisbane Heat,31095399,,191731570,Match Odds,5728194,Brisbane Heat,LOSER,0,Twenty20 Big Bash/Perth Scorchers,Brisbane Heat,2.26,2.28,43732.67,2.62,2.6,1210447.48,3.05,2.8,1322250.76,3.1,3.1,1643899.88,3.15,3,1775650.86,1.84,1.82,3167607.39,3,2.92,4673581.93,3,2.94,4697737.7,2.84,2.8,5688734.96,170,110,7389589.37,7489485.81
2021-12-09 00:00:00.000 +0000,Group C/ Twenty20 Big Bash/Perth Scorchers v Brisbane Heat,31095399,,191731570,Match Odds,5728188,Perth Scorchers,WINNER,1,Twenty20 Big Bash/Perth Scorchers,Brisbane Heat,1.79,1.8,135812.54,1.62,1.54,2718184.58,1.55,1.46,3446468.29,1.47,1.44,8464773.54,1.49,1.3,11117006.14,2.22,2.2,13555944.16,1.52,1.47,15682404.62,1.54,1.46,16245702.14,1.58,1.52,17765472.38,1.01,1.01,24960576.31,30982981.83
