Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Brett & Darren Carroll,1/07/2026,Bendigo,EXPERT TIPS,FALSE,Harness,3,8,BACK,WIN,$2.00,8. Little Miss Morgan,2,,259604330,89709485,8,1,4.21,5.91,5.91,0.00
Brett & Darren Carroll,1/07/2026,Bendigo,EXPERT TIPS,FALSE,Harness,4,2,BACK,WIN,$2.20,2. Cool Story,2,,259604332,100050177,8,1,3.17,3.99,3.99,0.00
Brett & Darren Carroll,1/07/2026,Bendigo,EXPERT TIPS,FALSE,Harness,5,9,BACK,WIN,$1.40,9. My Ultimate Barney,4,BEST BET,259604334,92996505,8,1,1.06,0.22,0.00,0.22
Mitch Lewis,1/07/2026,Randwick,EXPERT TIPS,FALSE,Thoroughbred,3,3,BACK,WIN,$3.00,3. Ballpark,2,,259574130,98240990,10,1,2.5,2.70,0.00,0.00
Mitch Lewis,1/07/2026,Randwick,EXPERT TIPS,FALSE,Thoroughbred,5,8,LAY,WIN,$8.50,8. Perfect Picture,1,BEST BET,259574148,7296602,10,0,21.7,0.04,0.00,0.04
Mitch Lewis,1/07/2026,Randwick,EXPERT TIPS,FALSE,Thoroughbred,7,1,BACK,WIN,$3.00,1. Huon,3,BEST BET,259574166,56807291,10,1,2.98,5.35,0.00,5.35
Jackson Oldham,1/07/2026,Sandown,EXPERT TIPS,FALSE,Thoroughbred,2,2,BACK,WIN,$2.80,2. Off Their Perch,1,BEST BET,259574183,100164890,8,0,2.71,-1.00,0.00,-1.00
Jackson Oldham,1/07/2026,Sandown,EXPERT TIPS,FALSE,Thoroughbred,6,13,LAY,WIN,$5.90,13. Cinturato,2,BEST BET,259574219,100164910,8,0,5.62,0.40,0.40,0.40
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,1,7,BACK,WIN,$2.00,7. Coin Flip ,3,,259600456,98644438,8,0,1.99,-3.00,0.00,0.00
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,10,7,LAY,WIN,$4.00,7. Cheeky Meeki ,2,BEST BET,259600501,97694148,8,0,4.03,0.61,0.00,0.61
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,3,7,BACK,WIN,$6.75,7. Romantic Red ,2,,259600466,74079999,8,0,14.5,-2.00,-2.00,0.00
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,4,4,BACK,WIN,$2.90,4. Blink And Miss ,3,BEST BET,259600471,100165967,8,1,5.64,12.81,12.81,12.81
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,6,1,LAY,WIN,$6.75,1. Ripper Rae ,1,,259600481,98961623,8,0,10,0.10,0.00,0.00
Michael Tye,1/07/2026,The Meadows,EXPERT TIPS,FALSE,Greyhounds,9,5,BACK,WIN,$2.00,5. My Mate Leo ,2,,259600496,92677476,8,1,1.96,1.77,0.00,0.00
Mitch Lewis,2/07/2026,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,5,6,BACK,WIN,$3.00,6. Seven Days,3,BEST BET,259601883,8960158,10,0,4.03,-3.00,-3.00,-3.00
Mitch Lewis,2/07/2026,Hawkesbury,EXPERT TIPS,FALSE,Thoroughbred,6,2,BACK,WIN,$2.50,2. Funshow,2,,259601886,98735000,10,1,4,5.40,5.40,0.00
