LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
1/08/2023,1:07:00 PM,1:08:12 PM,Albion Park,QLD,1,216565366,R1 2138m Trot S,216565367,Harness,2138,Trot,58691319,1,Icantdoit,LOSER,2.25,LOSER,1.46,2865.64,4.8,2.54,2.7,3.24,2334.06,1000,1.96,1000,2.99,1121.64,1731.03,1.82,1.42,1.42,1.52,368.15,2.98,3.1,1.03,0.98
1/08/2023,1:07:00 PM,1:08:12 PM,Albion Park,QLD,1,216565366,R1 2138m Trot S,216565367,Harness,2138,Trot,58691320,2,Saydie,LOSER,95,LOSER,14.82,132.7,140,60,130,88.74,36.32,1000,95,1000,332.6,48.53,221.04,22,10,13.5,15.88,36.62,60,100,1.03,0.98
1/08/2023,1:07:00 PM,1:08:12 PM,Albion Park,QLD,1,216565366,R1 2138m Trot S,216565367,Harness,2138,Trot,58691321,3,Justabitlikesully,LOSER,73.71,LOSER,13.16,125.09,100,29,100,57.41,102.42,1000,60,900,134.8,12.72,199.38,12.5,5,11,10.24,25.55,50,70,1.03,0.98
1/08/2023,1:07:00 PM,1:08:12 PM,Albion Park,QLD,1,216565366,R1 2138m Trot S,216565367,Harness,2138,Trot,58691322,4,Gait With Grace,WINNER,6.8,WINNER,2.23,647.83,7,4.2,7,5.72,874.62,70,1.01,1.01,1.8,2448.38,1132.62,2.46,1.85,2.3,2.13,423.18,6.4,6.8,1.03,0.98
1/08/2023,1:07:00 PM,1:08:12 PM,Albion Park,QLD,1,216565366,R1 2138m Trot S,216565367,Harness,2138,Trot,58691323,5,Northern Heights,LOSER,2.34,WINNER,1.41,1572.91,2.42,1.71,2.24,2.04,6325.03,280,1.22,280,1.78,3851.02,1497.2,1.9,1.3,1.42,1.44,830.6,1.99,2.06,1.03,0.98
1/08/2023,1:42:00 PM,1:42:59 PM,Albion Park,QLD,2,216565368,R2 2138m Trot S,216565369,Harness,2138,Trot,5536743,1,Gus,WINNER,1.97,WINNER,1.34,2709.34,2.02,1.51,1.98,1.7,15101.06,2.18,1.01,1.01,1.54,5662.26,1982.56,1.37,1.14,1.35,1.2,3041.95,1.51,1.53,1.02,0.99
1/08/2023,1:42:00 PM,1:42:59 PM,Albion Park,QLD,2,216565368,R2 2138m Trot S,216565369,Harness,2138,Trot,22916905,2,Bourbonontherocks,LOSER,22.18,LOSER,3.58,290.71,42,22,22,27.51,291.62,900,38,900,124.05,22.9,658.88,4.3,3.55,3.55,3.74,227.62,30,36,1.02,0.99
1/08/2023,1:42:00 PM,1:42:59 PM,Albion Park,QLD,2,216565368,R2 2138m Trot S,216565369,Harness,2138,Trot,24540349,3,Im The Commando,LOSER,119.76,LOSER,11.42,103.03,220,70,85,105.99,189.51,780,12,320,54.78,27.23,229.49,19,11,11.5,13.31,70.2,130,150,1.02,0.99
1/08/2023,1:42:00 PM,1:42:59 PM,Albion Park,QLD,2,216565368,R2 2138m Trot S,216565369,Harness,2138,Trot,4723666,4,Instant Delight,LOSER,10,LOSER,2.11,471.47,13,7.8,10,10.66,1096.74,890,5.4,280,29.43,22.94,1499.3,2.2,1.82,2.08,2.03,1131.78,10.5,11,1.02,0.99
1/08/2023,1:42:00 PM,1:42:59 PM,Albion Park,QLD,2,216565368,R2 2138m Trot S,216565369,Harness,2138,Trot,44562526,5,Nortie Nortie,LOSER,11.62,LOSER,2.44,434.74,21,8,11,14.28,684.07,890,11,780,22.61,64.78,1087.18,3,2.4,2.56,2.73,265.31,18.5,20,1.02,0.99
