EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_GOALS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_KICK_OFF,BEST_LAY_KICK_OFF,MATCHED_VOLUME_KICK_OFF,HALF_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,TOTAL_MATCHED_VOLUME
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Canberra United (W) v Melbourne City (W),31107467,,191831198,Match Odds,8839009,Canberra United (W),LOSER,0,1,Canberra United (W),Melbourne City (W),1,0,1,1.87,1.94,178.37,2021-12-03 10:03:13.000 +0000,,,695.4,695.4
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Canberra United (W) v Melbourne City (W),31107467,,191831198,Match Odds,10475264,Melbourne City (W),WINNER,1,1,Canberra United (W),Melbourne City (W),1,0,1,4.1,4.6,106.56,2021-12-03 10:03:13.000 +0000,,,391.02,391.02
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Canberra United (W) v Melbourne City (W),31107467,,191831198,Match Odds,58805,The Draw,LOSER,0,1,Canberra United (W),Melbourne City (W),1,0,1,4.1,4.4,61.18,2021-12-03 10:03:13.000 +0000,,,69.12,69.12
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Wellington Phoenix (W) v Western Sydney Wanderers,31107484,,191831430,Match Odds,58805,The Draw,WINNER,1,0,Wellington Phoenix (W),Western Sydney Wanderers,0,0,0,10,11,37.31,2021-12-03 07:09:34.000 +0000,3.35,3.55,1004.84,5203.07
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Wellington Phoenix (W) v Western Sydney Wanderers,31107484,,191831430,Match Odds,41934374,Wellington Phoenix (W),LOSER,0,0,Wellington Phoenix (W),Western Sydney Wanderers,0,0,0,12,22,45.93,2021-12-03 07:09:34.000 +0000,10,11.5,463.96,1367.82
2021-12-03 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 3 Dec/Wellington Phoenix (W) v Western Sydney Wanderers,31107484,,191831430,Match Odds,6480414,Western Sydney Wanderers,LOSER,0,0,Wellington Phoenix (W),Western Sydney Wanderers,0,0,0,1.16,1.18,2209.55,2021-12-03 07:09:34.000 +0000,1.61,1.64,14103.34,17342.89
2021-12-04 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 4 Dec / Sydney FC (W) v Newcastle Jets (W),31107148,,191823791,Match Odds,8839000,Newcastle Jets (W),LOSER,0,4,Sydney FC (W),Newcastle Jets (W),-2,3,1,14,15.5,131.64,2021-12-04 06:52:33.000 +0000,8.2,8.2,563.32,913.11
2021-12-04 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 4 Dec / Sydney FC (W) v Newcastle Jets (W),31107148,,191823791,Match Odds,8839012,Sydney FC (W),WINNER,1,4,Sydney FC (W),Newcastle Jets (W),-2,3,1,1.28,1.3,2349.4,2021-12-04 06:52:33.000 +0000,1.79,1.82,7396.45,24974.17
2021-12-04 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 4 Dec / Sydney FC (W) v Newcastle Jets (W),31107148,,191823791,Match Odds,58805,The Draw,LOSER,0,4,Sydney FC (W),Newcastle Jets (W),-2,3,1,6.2,6.6,659.85,2021-12-04 06:52:33.000 +0000,3,3.1,1091.84,4000.97
2021-12-04 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 4 Dec/Perth Glory (W) v Brisbane Roar FC (W),31107474,,191831286,Match Odds,37905964,Brisbane Roar FC (W),LOSER,0,3,Perth Glory (W),Brisbane Roar FC (W),-1,2,1,2.8,2.94,904.61,2021-12-04 11:52:13.000 +0000,1.45,1.47,8470.65,15733.47
