LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,40273241,1,Little Town Blues,WINNER,2.76,WINNER,1.56,3325.94,3.25,2.22,2.66,2.83,18961.61,3.25,1.01,1.01,1.52,5404.65,2533.95,1.73,1.47,1.58,1.62,2865.69,2.92,2.98,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,54404565,2,Toronasaurus Rex,LOSER,12.0,LOSER,5.2,1798.74,12.5,8.0,12.5,10.87,3690.49,390.0,9.4,220.0,34.93,89.28,749.2,5.2,3.9,4.9,4.54,680.37,10.5,11.0,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,41589462,3,Lady Mofeed,LOSER,24.0,LOSER,8.98,1872.28,32.0,19.0,27.0,22.59,1331.52,620.0,10.0,620.0,26.68,237.39,413.52,9.2,7.2,9.2,8.27,185.24,21.0,22.0,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,367430,4,Bush,LOSER,12.12,LOSER,4.84,1564.44,13.5,5.5,13.0,11.7,2714.64,390.0,6.6,300.0,22.74,146.59,592.3,4.9,2.34,4.7,4.22,343.55,12.5,13.0,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,58844447,5,Sequacious,LOSER,3.0,WINNER,1.73,4026.33,4.5,2.58,3.0,3.06,15980.53,390.0,1.92,240.0,3.99,1085.86,2180.51,2.18,1.7,1.73,1.81,1854.37,3.05,3.1,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,51295227,6,Sodbuster,LOSER,11.5,LOSER,3.9,1139.74,14.0,7.8,11.0,9.34,4523.19,390.0,9.6,300.0,26.38,116.04,747.43,4.7,3.5,3.8,3.92,1044.34,8.6,8.8,1.01,0.99
2023-09-01,13:27:00,13:28:37,Birdsville,QLD,1,217737569,R1 800m Hcap,217737570.0,Thoroughbred,800,Hcap,19376386,7,Arcing Hard,LOSER,474.17,LOSER,123.77,165.76,560.0,140.0,560.0,398.86,38.85,980.0,95.0,980.0,509.22,15.28,46.88,80.0,75.0,80.0,79.8,15.12,420.0,550.0,1.01,0.99
2023-09-01,14:04:00,14:04:37,Birdsville,QLD,2,217737574,R2 1200m Mdn,217737575.0,Thoroughbred,1200,Mdn,51502149,1,Ben Stars,LOSER,34.57,LOSER,7.5,483.45,46.0,26.0,34.0,39.39,528.94,790.0,15.5,15.5,75.03,36.24,503.36,8.6,6.4,7.6,7.47,173.4,40.0,42.0,1.02,0.99
2023-09-01,14:04:00,14:04:37,Birdsville,QLD,2,217737574,R2 1200m Mdn,217737575.0,Thoroughbred,1200,Mdn,42878725,2,Dispute,LOSER,7.8,WINNER,2.3,1003.57,9.8,5.8,7.8,7.97,3603.14,480.0,7.4,480.0,25.08,150.72,1301.03,3.05,2.22,2.3,2.39,1259.55,8.0,8.2,1.02,0.99
2023-09-01,14:04:00,14:04:37,Birdsville,QLD,2,217737574,R2 1200m Mdn,217737575.0,Thoroughbred,1200,Mdn,43987507,3,Exgames,LOSER,44.83,LOSER,8.16,303.19,65.0,22.0,46.0,40.93,470.61,790.0,60.0,790.0,127.82,15.26,383.61,9.4,8.0,8.4,8.73,92.68,40.0,42.0,1.02,0.99
