Date,Track,Race Name,Race,Market,Selection_ID,TAB_Number,Runner_Name,RP,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,Value
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,769464,7,KING OF TRUMPS,35.23,0.0,230.0,0.0,41.41,0.0240370731466512
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,5929616,1,LUVBITE,14.36,1.0,25.0,1.0,2.58,0.02963788300835655
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,40385102,8,BETTING ORIGIN,16.2,0.0,94.85,0.0,8.8,0.05118543248924553
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,50142611,2,JAMAICAN ROCK,5.81,0.0,2.07,1.0,1.28,-0.3109747478526944
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,51479161,4,BRONSKI ZULU,10.21,0.0,24.87,0.0,3.7,0.05773410569437076
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,63832052,10,MONTGOMERY BURNS,33.64,0.0,156.93,0.0,11.0,0.023354248162176565
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,64738808,6,MOOPS,41.82,0.0,93.93,0.0,10.5,0.013265777913006739
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,67336643,3,DELE ROW,4.46,0.0,3.3,1.0,1.49,-0.07881505639353173
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,67821464,5,THE MIGHTY SULLY,4.04,0.0,4.29,0.0,1.74,0.014424519375014433
2025-02-01,Albion Park,R1 1660m Pace M,1,238954937,75688499,9,OUR BENSON,22.1,,,,,
2025-02-01,Albion Park,R2 2138m Pace M,2,238954940,13082731,10,OUR MAJOR DAY,10.89,0.0,46.1,1.0,3.75,0.07013539058500604
2025-02-01,Albion Park,R2 2138m Pace M,2,238954940,19308119,2,LITTLE BOLT,25.84,0.0,18.33,0.0,2.27,-0.015855683301833096
2025-02-01,Albion Park,R2 2138m Pace M,2,238954940,23697672,9,COMMODORE JUJON,40.23,1.0,190.0,1.0,44.0,0.01959391394220077
