LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,36781780,1,Whose Me Mum,LOSER,4.43,LOSER,1.77,976.43,7.2,4.2,4.2,5.35,1763.89,1000,2.36,310,5.02,412.78,1399.4,2.42,1.6,1.65,1.94,780.05,5.2,5.3,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,5657118,2,Tetra,LOSER,9.04,LOSER,2.58,423.62,13.5,7.6,8.8,8.73,639.27,990,4.2,990,14.36,57.86,844.11,3,2.26,2.56,2.61,333.31,8.6,9,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,25009522,3,Kyvalley Surfrider,LOSER,3.21,WINNER,1.49,1009.58,4.5,2.98,3.15,3.1,2399.75,120,2.04,120,3.44,294.96,1991.03,1.59,1.48,1.5,1.51,269.87,2.98,3.05,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,61070621,4,Spirited Lass,LOSER,7.62,WINNER,2.47,607.1,12.5,7.4,7.4,9.99,723.85,980,7.4,980,13.14,99,1151.64,3,2.42,2.44,2.77,404.3,7.6,8,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,40359603,5,Cyclone Lebron,LOSER,150.97,LOSER,29.77,96.41,970,7.6,390,59.85,337.29,400,160,250,370.78,13.65,268.24,330,3.25,110,43.92,153.68,29,32,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,41642889,6,Tranquil Bill,LOSER,16.5,LOSER,3.45,301.67,17.5,11,16,13.52,616.4,950,16.5,500,86.21,14.54,638.41,3.5,2.92,3.2,3.2,357.89,14.5,15,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,6604407,7,Blanco Canyon,WINNER,9.34,WINNER,2.3,432.56,9.2,4,9.2,7.04,678.5,9.6,1.01,1.01,1.66,1392.3,1400.39,2.48,1.73,2.26,2.11,812.72,8,8.4,1.02,0.98
1/10/2023,12:30:00 PM,12:30:46 PM,Cranbourne,VIC,1,218979549,R1 2080m Trot M,218979550,Harness,2080,Trot,61070622,8,Karas Dream,LOSER,52.03,LOSER,6.97,129.41,70,19,50,34.86,41.17,300,90,270,165.67,3.05,364.6,7.4,6.8,7.2,7.07,19.11,55,70,1.02,0.98
1/10/2023,1:07:00 PM,1:08:47 PM,Cranbourne,VIC,2,218979551,R2 2080m Trot M,218979552,Harness,2080,Trot,2327924,1,Gaelic Lad,WINNER,2.38,WINNER,1.4,1747.06,2.6,1.57,2.38,2.1,3813.8,2.88,1.01,1.01,1.3,1691.81,1738.25,1.42,1.18,1.42,1.28,552.28,2,2.06,1.02,0.98
1/10/2023,1:07:00 PM,1:08:47 PM,Cranbourne,VIC,2,218979551,R2 2080m Trot M,218979552,Harness,2080,Trot,24229171,2,Andover Sun,LOSER,3.04,LOSER,1.83,1530.07,7.2,2.98,3.15,3.9,2084.63,1000,1.88,1000,6.82,356.75,1458.45,2.28,1.82,1.82,1.97,633.38,3.85,4,1.02,0.98
1/10/2023,1:07:00 PM,1:08:47 PM,Cranbourne,VIC,2,218979551,R2 2080m Trot M,218979552,Harness,2080,Trot,28727652,3,Overandout,LOSER,5.67,WINNER,2.06,778.09,7.4,4.5,5.6,5.38,827.78,1000,2.4,200,10.47,151.58,1207.81,2.24,1.99,2,2.16,372.76,5.2,5.5,1.02,0.98
1/10/2023,1:07:00 PM,1:08:47 PM,Cranbourne,VIC,2,218979551,R2 2080m Trot M,218979552,Harness,2080,Trot,17971531,4,Madena Sky,LOSER,36,LOSER,10.44,440.39,70,34,36,42.38,95.29,1000,12.5,650,68.11,23.81,234.17,11,10,11,10.19,10.72,36,42,1.02,0.98
1/10/2023,1:07:00 PM,1:08:47 PM,Cranbourne,VIC,2,218979551,R2 2080m Trot M,218979552,Harness,2080,Trot,46159956,6,El Resamo,LOSER,21.69,LOSER,6.23,194.92,27,17.5,25,23.55,93.64,1000,10.5,300,116.25,29.31,417.22,6.2,5.4,6.2,6.19,2.14,23,29,1.02,0.98
1/10/2023,1:39:00 PM,1:40:37 PM,Cranbourne,VIC,3,218979553,R3 1609m Pace M,218979554,Harness,1609,Pace,61070623,1,Scoop Linden,LOSER,7.2,WINNER,2.18,691.67,16.5,6.8,7,8.84,780.41,1000,3,1000,11.17,100.98,1180.31,2.9,2.06,2.18,2.4,841.32,7,7.4,1.04,0.98
1/10/2023,1:39:00 PM,1:40:37 PM,Cranbourne,VIC,3,218979553,R3 1609m Pace M,218979554,Harness,1609,Pace,2997859,2,Shevchenko,WINNER,8.8,WINNER,2.24,542.69,9.6,7.2,8.8,8.3,958.19,120,1.01,1.01,1.9,1159.96,1330.59,2.94,2.14,2.26,2.42,392.31,8.4,9,1.04,0.98
1/10/2023,1:39:00 PM,1:40:37 PM,Cranbourne,VIC,3,218979553,R3 1609m Pace M,218979554,Harness,1609,Pace,61070624,3,Roll With Sally,LOSER,75,LOSER,7.2,59.23,80,22,80,46.01,73.67,1000,90,1000,345.36,6.01,312.9,7.8,4.6,7.2,7.45,267.85,55,60,1.04,0.98
