LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,46260280,1,Eastwood Dream,LOSER,,WINNER,,,17,8.6,11.5,11.63,267.34,980,980,980,980,0.12,,2.46,2.44,2.44,2.46,96.39,12,15,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,10728890,2,Howling Wolf,LOSER,,LOSER,,,18,8.8,11.5,13.31,82.01,900,690,690,835.38,0.13,,2.08,1.99,2.08,2.02,0.72,13,21,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,40272000,3,Bondi Lustre,LOSER,,WINNER,,,140,100,140,113.06,4.69,980,980,980,980,0.12,,,,,,,90,150,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,46260281,4,Prettyboycoby,LOSER,,LOSER,,,120,90,120,103.85,5.03,140,140,140,140,0.75,,,,,,,85,130,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,41490007,5,Live On Legend,WINNER,,WINNER,,,1.73,1.3,1.48,1.4,5577.04,1.37,1.01,1.01,1.11,441.93,,1.11,1.1,1.1,1.1,76.24,1.31,1.33,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,43493460,6,Hit The Beach,LOSER,,LOSER,,,36,30,34,33.6,17.7,980,980,980,980,0.12,,5.9,5.9,5.9,5.9,21.34,27,34,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,46260282,7,Vrilo,LOSER,,LOSER,,,160,100,160,144.51,3.66,980,980,980,980,0.12,,,,,,,90,200,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,44365639,8,Chrislynn,LOSER,,LOSER,,,240,100,100,149.32,4.38,980,980,980,980,0.12,,,,,,,100,240,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,46260283,9,Shell Shock,LOSER,,LOSER,,,18.5,8.6,18.5,14.81,51.43,890,890,890,890,0.12,,2.36,2.12,2.24,2.16,28.37,12.5,18,1.1,0.98
1/07/2022,3:20:00 PM,3:20:44 PM,Addington,NZ,1,200615026,R1 1980m Pace M,200615027,Harness,1980,Pace,46081334,10,Trouble Supreme,LOSER,,LOSER,,,280,80,80,122.61,11,990,990,990,990,0.12,,,,,,,95,280,1.1,0.98
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,46260284,1,Majestic Whisper,LOSER,,WINNER,,,,,,,,36,36,36,36,1,,,,,,,19,34,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,41997523,2,Miss Yo,LOSER,,LOSER,,,6.4,5.2,5.3,6.01,16.15,880,12.5,880,150.62,2.19,,,,,,,5.3,6.2,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,27857865,3,Dds Super Stuart,WINNER,,WINNER,,,60,60,60,60,0.01,20,1.01,1.5,1.51,273.82,,,,,,,18.5,60,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,46080717,4,Harry Potter,LOSER,,LOSER,,,9.6,7.8,7.8,7.88,0.35,890,4.8,680,32.84,12.3,,,,,,,7.8,10,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,46260285,5,Majestic Rollon,LOSER,,WINNER,,,9,5.3,6,6.08,82.34,690,3.75,690,9.61,6.96,,,,,,,5.8,7.8,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,5846207,6,King Of Love,LOSER,,LOSER,,,4.2,3.25,3.3,3.58,403.71,690,1.87,690,2.31,110.58,,,,,,,3.65,3.85,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,8968148,7,Take After Me,LOSER,,LOSER,,,13.5,13.5,13.5,13.5,0.27,,,,,,,,,,,,13.5,22,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,39887417,8,Samanthas Moon,LOSER,,LOSER,,,19.5,16,16,17.02,92.46,,,,,,,4.3,4,4.3,4.16,56.75,16,16.5,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,21317247,9,Madeleine Stowe,LOSER,,LOSER,,,11,11,11,11,0.27,,,,,,,,,,,,11,16.5,1.17,0.91
1/07/2022,3:48:00 PM,3:49:11 PM,Addington,NZ,2,200615028,R2 2600m Trot S,200615029,Harness,2600,Trot,25181990,10,Boyz Invasion,LOSER,,LOSER,,,21,14,14.5,14.31,6.41,,,,,,,3.65,3.6,3.65,3.6,20.09,14.5,21,1.17,0.91
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,46260286,1,Meet Me At The Beach,LOSER,,LOSER,,,9.6,7,8.2,7.77,19.6,700,19,700,529.75,0.14,,,,,,,7.4,9.4,1.05,0.96
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,46260287,2,Sucitra,LOSER,,LOSER,,,15,13.5,15,14.51,5.16,700,8.6,700,254.69,0.29,,,,,,,11,13.5,1.05,0.96
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,8542048,4,Lusaka,WINNER,,WINNER,,,5.6,3.75,3.85,4.36,270.53,3.05,1.02,1.02,1.91,133.19,,,,,,,4,4.4,1.05,0.96
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,46260288,5,Rakero Raider,LOSER,,WINNER,,,3.45,2.98,3.05,3.13,790.6,27,1.5,27,2.15,333.65,,,,,,,3.1,3.25,1.05,0.96
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,46260289,6,Maddis Tiger,LOSER,,LOSER,,,42,22,25,22.9,13.66,740,740,740,740,0.1,,7.8,7.8,7.8,7.8,2.13,21,24,1.05,0.96
1/07/2022,4:15:00 PM,4:15:46 PM,Addington,NZ,3,200615030,R3 1980m Pace M,200615031,Harness,1980,Pace,45897631,7,Major Torque,LOSER,,LOSER,,,5.1,4.6,4.9,4.98,78.88,690,7.6,670,37.27,2.05,,,,,,,4.9,5,1.05,0.96
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,21922985,1,Eastwood Ideal,LOSER,,LOSER,,,75,34,36,57.31,10.35,790,14,790,26.25,11.12,,8.8,7.6,7.6,7.68,2.79,55,200,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,40194396,2,Evangalist,WINNER,,WINNER,,,7.8,3.5,3.6,4.52,618.05,2.82,1.01,1.01,1.62,792.55,,1.58,1.58,1.58,1.58,3.49,3.8,4.2,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,2771734,3,Sweet Belle,LOSER,,LOSER,,,12.5,8,12.5,11.73,39.66,700,12.5,700,612.23,0.23,,2.56,2.4,2.56,2.4,53.6,10.5,13,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,28093455,4,Shanika,LOSER,,LOSER,,,42,23,23,35.34,17.23,750,750,750,750,0.13,,,,,,,22,30,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,22734566,5,Superstar Legend,LOSER,,WINNER,,,60,30,30,39.41,16.25,750,750,750,750,0.13,,,,,,,28,48,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,32825117,6,Midfrew Luisianabeau,LOSER,,LOSER,,,24,16,21,23.22,14.4,730,22,730,635.6,0.15,,,,,,,15.5,22,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,25765957,7,Kruizr,LOSER,,LOSER,,,100,40,100,52.71,7.12,980,760,760,865.21,0.6,,,,,,,60,150,1.11,0.83
1/07/2022,4:43:00 PM,4:43:48 PM,Addington,NZ,4,200615032,R4 1980m Pace M,200615033,Harness,1980,Pace,40112118,8,Franco Hoffman,LOSER,,LOSER,,,9.6,5.6,6,6.99,137.85,890,5.3,890,15.43,30.34,,2.14,1.98,1.98,2.13,110,5.5,9.8,1.11,0.83
