Date,Code,State,Venue,Tipster,Market_Id,Selection_Id,Bet_Type,Best_Bet,Bet_Text,Selection_Name,Win_Lose,Bsp,Tipster_Profit,Back_Profit,Lay_Profit
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919962,51295518,lay,TRUE,,Shanghai Girl,0,5.90,0.20,-1.00,0.20
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919942,64318956,lay,FALSE,,7. Angry Raiden,0,10.72,0.10,-1.00,0.10
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919947,65566105,lay,FALSE,,Siska Roy,0,15.50,0.07,-1.00,0.07
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919957,41676344,lay,FALSE,,Cumbria Dave,0,146.54,0.01,-1.00,0.01
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919952,65023537,back,TRUE,,Astro Lee,0,4.30,-1.00,-1.00,0.30
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919967,50062719,back,FALSE,,Winlock Boots,0,3.91,-1.00,-1.00,0.34
1/04/2024,Greyhounds,NSW,Nowra,Joe Lannutti,226919972,62790082,back,FALSE,,Lost The Urge,0,3.52,-1.00,-1.00,0.40
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920093,67742012,back,FALSE,"BACK (WIN) #5 Go Go Evie for 1.5 units (Rated at: $3.90)

Go Go Evie has been competing in some higher quality races in her last two starts at this venue and she may find this easier. This is her third tricky box so far this campaign but should at least mean the price holds up. This is a must lead situation and if she’s does lead I think they will struggle to catch her. ",Go Go Evie,1,2.70,1.70,1.70,-1.00
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920123,53448317,lay,FALSE,"LAY (WIN) #1 Selynya Blue for 1 unit (Rated at: $8.00)

Selynya Blue is a wide runner who covers a lot of extra ground in races so he isn’t suited by the inside draw. He will look to try and hook around these rivals and by the time he gets to the outside it’s likely going to be too late. ",Selynya Blue,0,25.50,0.04,-1.00,0.04
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920073,67741994,back,FALSE,"BACK (WIN) #4 Page One News for 1 unit (Rated at: $2.60)

Page One News looked like she needed the day at the races after beginning in the back half of the field at her debut room. With all these runners being known, I’m willing to give her another chance in what looks a weak Maiden overall and hope she begins more speedily.",Page One News,0,6.40,-1.00,-1.00,0.19
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920078,64163473,lay,TRUE,"LAY (WIN) #6 Magnet Mover for 1.5 units (Rated at: $5.00)

Magnet Mover has plenty of placings and in better races so he should be well backed again here. Punters patience with this dog would be wearing very thin and I believe he may just be chasing the leader and there’s not much will to win there and that’s enough for a Lay bet. ",Magnet Mover,1,5.60,-1.00,4.60,-1.00
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920108,60038263,lay,FALSE,"LAY (WIN) #3 All Talent for 1 unit (Rated at: $3.30)

Purely at the likely Price point, I’m Laying All Talent. He has been costly at his last few starts and has been mixing his venues and distance ranges.if Yankee Girl can drive up under him I can see him finding bother in the early stages. ",All Talent,1,2.36,-1.00,1.36,-1.00
1/04/2024,Greyhounds,VIC,Shepparton,Michael Tye,226920128,63404043,back,TRUE,"BACK (WIN) #8 Vinegar Chips for 1.5 units (Rated at: $6.50)

I like backing Vinegar Chips from wide draws and gets that here with the Pink. He looks great value in early markets so hopefully that can hold up late. He should be able to get that space required early in this race and will keep grinding away.",Vinegar Chips,0,13.35,-1.00,-1.00,0.08
1/04/2024,Harness,VIC,Charlton,Darren and Brett Carroll,226873495,67533333,back,TRUE,"BACK: 9. Better Blue Boys (WIN) for 1.5 unit(s) (Rated at: $1.80)

He didn't handle the pressure when expected to win last time out at short odds &amp; broke early taking no part in the race. Dropping in grade today, this looks ideal.
",Better Blue Boys,1,2.77,1.77,1.77,-1.00
1/04/2024,Harness,VIC,Charlton,Darren and Brett Carroll,226873491,67533327,back,TRUE,"BACK: 2. Tooram Magic (WIN) for 3 unit(s) (Rated at: $1.30)

Shows a lot of promise at the trials and expected to be winning here.
",Tooram Magic,1,1.55,0.55,0.55,-1.00
1/04/2024,Harness,VIC,Charlton,Darren and Brett Carroll,226873499,67533334,back,TRUE,"BACK: 10. Better Kiss Me (WIN) for 3 unit(s) (Rated at: $1.80)

This horse has always had talent but took a while to learn the craft on the track. Last prep he really improved &amp; now faces a winnable race fresh off a solid trial win.
",Better Kiss Me,0,3.03,-1.00,-1.00,0.49
1/04/2024,Harness,WA,Pinjarra,Scott Hill,226875342,67561855,back,FALSE,"BACK: 7. Bettor Have Faith (WIN) for 3 unit(s) (Rated at: $1.40)

Bettor Have Faith put up an extraordinary performance first up, better manners will see her win easily here.
",Bettor Have Faith,0,1.84,-1.00,-1.00,1.19
1/04/2024,Harness,WA,Pinjarra,Scott Hill,226875346,67561862,back,FALSE,"BACK: 5. Yankie Kev (WIN) for 2 unit(s) (Rated at: $2.20)

Yankie Kev was a nice winner two starts back and was probably even better last time when did the work and went down narrowly.  He is the one to beat.
",Yankie Kev,0,2.28,-1.00,-1.00,0.78
1/04/2024,Harness,WA,Pinjarra,Scott Hill,226875350,1407765,back,TRUE,"BACK: 3. Storm The Beach  (WIN) for 3 unit(s) (Rated at: $1.85)

Storm The Beach was enormous here last time and a repeat of that would see him mighty hard to beat.  Expect him to be driven aggressively.
",Storm the Beach,0,2.58,-1.00,-1.00,0.63
1/04/2024,Harness,WA,Pinjarra,Scott Hill,226875354,37425526,back,FALSE,"BACK: 1. Minor Catastrophe (WIN) for 1 unit(s) (Rated at: $6.00)

Minor Catastrophe is low flying at the moment and she loves the stand.  She can be very dangerous from leaders back or 3 pegs.
",Minor Catastrophe,0,16.17,-1.00,-1.00,0.07
1/04/2024,Thoroughbred,NSW,Grafton,Wolfden Pro Picks,226870086,67530703,back,FALSE,,Carry My Money,0,6.80,-1.00,-1.00,0.17
1/04/2024,Thoroughbred,QLD,Ipswich,Shane Ciurleo,226873763,45897004,back,TRUE,"BACK: 2. Xpresso (WIN) for 1.5 unit(s) (Rated at: $2)

Brings some excellent Sydney form to this race and with James Orman going on I expect he is very hard to beat in a race at this level. 
",Xpresso,1,1.64,0.64,0.64,-1.00
1/04/2024,Thoroughbred,QLD,Ipswich,Shane Ciurleo,226873758,55414848,lay,TRUE,"LAY: 7. Quest Of Quests (WIN) for 0.5 unit(s) (Rated at: $9)

Bar plates go on for the first time and after an average performance at Beaudesert last time I am happy to risk at single figures.

",Quest Of Quests,0,5.39,0.23,-1.00,0.23
1/04/2024,Thoroughbred,QLD,Ipswich,Shane Ciurleo,226873743,67477527,back,FALSE,"BACK: 5. Toro Strike (WIN) for 1 unit(s) (Rated at: $2.4)

Jim Byrne sticks after the most recent trial and the stable has been waiting patiently to find the right race to make the debut. The stable is striking at 30% their last 50 runners. 


",Toro Strike,0,3.02,-1.00,-1.00,0.50
1/04/2024,Thoroughbred,SA,Oakbank,Lachlan Mosley,226730269,52204793,back,FALSE,"SAVE: 4. Wolf Prince for 1 unit 

WOLF PRINCE is a tough horse that races very well at Oakbank. Ran a bold race in much tougher company than this last start behind the flying CRIMSON VINE. Track/distance form is great and goes well with Jason Holder aboard.",Wolf Prince,1,3.54,2.54,2.54,-1.00
1/04/2024,Thoroughbred,SA,Oakbank,Lachlan Mosley,226730248,53147786,back,TRUE,"BACK: 6. Solar Mist (WIN) for 3 units 

SOLAR MIST is a big class dropper here returning from a closing 4th at BM72 metro grade. Will find this grade much easier and draws for a suck run with Jacob Opperman in the saddle. Fitter for 2 runs back from a spell and should be ready to win over this further distance.
",Solar Mist,0,3.35,-1.00,-1.00,0.43
