Date,Code,State,Venue,Tipster,Market_Id,Selection_Id,Bet_Type,Best_Bet,Bet_Text,Selection_Name,Win_Lose,Bsp,Tipster_Profit,Back_Profit,Lay_Profit
3/05/2023,Thoroughbred,NSW,Canterbury,Mark Rhoden,213650036,1234694,lay,TRUE,Lay WIN #1 Storm King,Storm King,1,4.48,-1.00,3.48,-1.00
3/05/2023,Thoroughbred,QLD,Eagle Farm,Gareth Phillips,213649182,50581263,lay,TRUE,Lay WIN #6 Parallel,Parallel,1,2.61,-1.00,1.61,-1.00
3/05/2023,Thoroughbred,QLD,Eagle Farm,Shane Ciurleo,213649170,55414844,back,TRUE,Back WIN #3 Lovewillcomelater ,Lovewillcomelater,0,2.76,-1.00,-1.00,0.57
3/05/2023,Thoroughbred,QLD,Eagle Farm,Shane Ciurleo,213649182,50581263,lay,TRUE,Lay WIN #6 Parallel ,Parallel,1,2.61,-1.00,1.61,-1.00
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649207,55414728,back,TRUE,Back WIN #4 The Grey King ,The Grey King,0,2.32,-1.00,-1.00,0.76
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649225,47637139,back,FALSE,Back WIN #1 Declared ,Declared,1,2.68,1.68,1.68,-1.00
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649225,43837572,back,FALSE,Back WIN #2 Zufasta ,Zufasta,0,6.67,-1.00,-1.00,0.18
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649249,1362621,back,FALSE,Back WIN #8 Master At A,Master At Arms,0,14.61,-1.00,-1.00,0.07
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649219,55414744,back,FALSE,Back WIN #8 Wichita Lin,Wichita Lineman,0,17.00,-1.00,-1.00,0.06
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649237,23065923,back,FALSE,Back WIN #10 Neva Doubt,Neva Doubt Us,0,112.49,-1.00,-1.00,0.01
3/05/2023,Thoroughbred,SA,Murray Bridge,Lachlan Mosley,213649213,55414739,lay,TRUE,Lay WIN #6 Kalasec ,Kalasec,0,17.93,0.06,-1.00,0.06
3/05/2023,Thoroughbred,VIC,Warrnambool,Chris Camilleri,213649471,902987,lay,TRUE,Lay WIN #1 Debating,Debating,0,3.90,0.34,-1.00,0.34
3/05/2023,Thoroughbred,VIC,Warrnambool,Glenn Ingram,213649543,28659360,back,TRUE,Back WIN #13 Geraldine',Geraldines Jewel,0,11.19,-1.00,-1.00,0.10
3/05/2023,Thoroughbred,VIC,Warrnambool,Jackson Oldham,213649480,55414964,back,TRUE,Back WIN #7 Sierra De G,Sierra De Gredos,0,2.44,-1.00,-1.00,0.70
3/05/2023,Thoroughbred,VIC,Warrnambool,Jackson Oldham,213649552,55415009,back,FALSE,Back WIN #7 Launch Pad,Launch Pad,0,5.85,-1.00,-1.00,0.21
3/05/2023,Thoroughbred,VIC,Warrnambool,Jackson Oldham,213649534,47441498,lay,TRUE,Lay WIN #6 Chief Altony,Chief Altony,0,5.59,0.22,-1.00,0.22
3/05/2023,Thoroughbred,VIC,Warrnambool,Punters.Com.Au,213649535,37231604,lay,TRUE,Lay PLACE #3 Outlaw's R,Outlaws Revenge,1,2.21,-1.00,1.21,-1.00
3/05/2023,Thoroughbred,VIC,Warrnambool,Trevor Lawson,213649544,55415006,lay,TRUE,Lay PLACE #19 Reservoir,Reservoir Dog,1,2.20,-1.00,1.20,-1.00
4/05/2023,Greyhounds,QLD,Albion Park,Jaycin Campbell,213738203,55494807,back,TRUE,Back WIN #1 Blaze Duck,Blaze Duck,0,2.10,-1.00,-1.00,0.91
4/05/2023,Greyhounds,QLD,Albion Park,Jaycin Campbell,213738218,38384083,back,FALSE,Back WIN #3 Shaye,Shaye,0,3.30,-1.00,-1.00,0.43
4/05/2023,Greyhounds,QLD,Albion Park,Jaycin Campbell,213738233,45897165,back,FALSE,Back WIN #3 Cobblepot,Cobblepot,1,4.70,3.70,3.70,-1.00
4/05/2023,Greyhounds,QLD,Albion Park,Jaycin Campbell,213738243,44144753,lay,TRUE,Lay WIN #1 Hello Mike,Hello Mike,1,1.77,-1.00,0.77,-1.00
4/05/2023,Greyhounds,VIC,Sandown Park,Michael Tye,213738867,53642313,back,TRUE,Back WIN #3 ASTON COSTE,Aston Costello,1,2.87,1.87,1.87,-1.00
4/05/2023,Greyhounds,VIC,Sandown Park,Michael Tye,213738892,43594902,lay,TRUE,Lay WIN #6 Ariarne Bale,Ariarne Bale,0,5.10,0.24,-1.00,0.24
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693567,50323470,back,FALSE,Back WIN #3 Louie Lou I,Louie Lou I,1,1.29,0.29,0.29,-1.00
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693571,478118,back,FALSE,Back WIN #3 Star Celebr,Star Celebrity,1,1.33,0.33,0.33,-1.00
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693561,47693117,back,FALSE,Back WIN #4 Spring Blue,Spring Blue,1,1.64,0.64,0.64,-1.00
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693558,28230795,back,FALSE,Back PLACE #8 Well Well,Well Well,0,2.36,-1.00,-1.00,0.73
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693573,55415106,back,TRUE,Back WIN #10 Sebastians,Sebastians Boy,1,2.48,1.48,1.48,-1.00
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693565,2594408,back,FALSE,Back WIN #2 Rockaway Be,Rockaway Beach,0,28.73,-1.00,-1.00,0.04
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693569,10811952,lay,TRUE,Lay WIN #12 Rich Beauty,Rich Beauty,0,15.70,0.07,-1.00,0.07
4/05/2023,Harness,VIC,Bendigo,Darren And Brett Carroll,213693559,41947707,lay,FALSE,Lay WIN #6 Lavender Dol,Lavender Dolly,0,4.99,0.25,-1.00,0.25
4/05/2023,Thoroughbred,NSW,Newcastle,Linton Chataway,213693529,43308915,back,TRUE,Back WIN #7 Ringarosa,Ringarosa,1,3.80,2.80,2.80,-1.00
4/05/2023,Thoroughbred,NSW,Newcastle,Linton Chataway,213693518,54212533,lay,TRUE,Lay PLACE #7 Youre Game,Youre Game,0,18.00,0.06,-1.00,0.06
4/05/2023,Thoroughbred,VIC,Warrnambool,Betfair,213650930,55415200,lay,FALSE,Lay WIN #9 Whipcracker ,Whipcracker Way,0,4.50,0.29,-1.00,0.29
4/05/2023,Thoroughbred,VIC,Warrnambool,Glenn Ingram,213650944,54084816,back,FALSE,Back WIN #1 Hereforagoo,Hereforagoodtime,0,4.71,-1.00,-1.00,0.27
4/05/2023,Thoroughbred,VIC,Warrnambool,Jackson Oldham,213650930,5015598,back,TRUE,Back WIN #7 Home Rule,Home Rule,1,1.86,0.86,0.86,-1.00
4/05/2023,Thoroughbred,VIC,Warrnambool,Jackson Oldham,213650965,36410163,lay,TRUE,Lay WIN #6 Secret Plan,Secret Plan,1,19.12,-1.00,18.12,-1.00
5/05/2023,Greyhounds,VIC,Geelong,Michael Tye,213774259,55534010,back,FALSE,Back WIN #2 Got Attitud,Got Attitude,0,1.57,-1.00,-1.00,1.75
5/05/2023,Greyhounds,VIC,Geelong,Michael Tye,213774243,55533994,back,FALSE,Back WIN #2 Tess Time,Tess Time,0,2.59,-1.00,-1.00,0.63
5/05/2023,Greyhounds,VIC,Geelong,Michael Tye,213774249,55534007,back,TRUE,Back WIN #4 LANZER BALE,Lanzer Bale,0,3.85,-1.00,-1.00,0.35
5/05/2023,Greyhounds,VIC,Geelong,Michael Tye,213774255,51502806,back,FALSE,Back WIN #1 Carry On Ji,Carry On Jill,0,10.00,-1.00,-1.00,0.11
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738627,23741700,back,FALSE,Back WIN #8 Valenteines,Valentines Brook,1,1.45,0.45,0.45,-1.00
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738651,9481198,back,FALSE,Back WIN #3 Hotfoot It ,Hotfoot It,0,2.67,-1.00,-1.00,0.60
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738639,42863311,back,TRUE,Back WIN #7 Wonderful To Fly ,Wonderful To Fly,0,2.96,-1.00,-1.00,0.51
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738630,15830928,back,FALSE,Back WIN #5 James Butt,James Butt,0,5.10,-1.00,-1.00,0.24
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738636,28178960,back,FALSE,Back WIN #8 Watts Up Su,Watts Up Sunshine,0,5.41,-1.00,-1.00,0.23
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738624,24240173,back,FALSE,Back WIN #1 Cheer The M,Cheer The Major,1,6.65,5.65,5.65,-1.00
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738642,24406718,back,FALSE,Back WIN #7 Acuto ,Acuto,0,6.91,-1.00,-1.00,0.17
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738648,38629841,back,FALSE,Back PLACE #7 Our Star ,Our Star Watch,0,90.00,-1.00,-1.00,0.01
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738645,55469882,back,FALSE,Back WIN #1 Hotly Pursu,Lethal Edition,0,654.19,-1.00,-1.00,0.00
5/05/2023,Harness,WA,Gloucester Park,Scott Hill,213738636,28719624,lay,FALSE,Lay WIN #1 Arma Einstein ,Arma Einstein,1,4.03,-1.00,3.03,-1.00
5/05/2023,Thoroughbred,NSW,Wagga,Linton Chataway,213736853,55457838,back,TRUE,Back WIN #6 Participator,Participator,1,3.20,2.20,2.20,-1.00
5/05/2023,Thoroughbred,NSW,Wagga,Linton Chataway,213736859,55457866,back,FALSE,Back E-W #19 Iowa,Iowa,0,3.90,-1.00,-1.00,0.35
5/05/2023,Thoroughbred,NSW,Wagga,Linton Chataway,213736851,39810872,lay,TRUE,Lay WIN #3 Merc,Merc,0,8.92,0.13,-1.00,0.13
5/05/2023,Thoroughbred,NSW,Wagga,Linton Chataway,213736859,46495410,lay,FALSE,Lay WIN #12 Wicklow,Wicklow,1,6.16,-1.00,5.16,-1.00
6/05/2023,Harness,QLD,Albion Park,Ryan Spice,213774494,42769389,back,FALSE,Back WIN #4 M.U.B,My Ultimate Byron,1,1.53,0.53,0.53,-1.00
6/05/2023,Harness,QLD,Albion Park,Ryan Spice,213774509,55470117,back,TRUE,Back WIN #1 Checkoutthetalent,Checknoutthetalent,0,3.75,-1.00,-1.00,0.36
6/05/2023,Harness,QLD,Albion Park,Ryan Spice,213774500,40598056,back,TRUE,Back TO-LAY #1 O.M.M,Our Modern Minnie,0,4.91,-1.00,-1.00,0.26
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738829,55494741,back,TRUE,Back WIN #9 Sass Machine,Sass Machine,0,2.05,-1.00,-1.00,0.96
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738853,55494748,back,FALSE,Back WIN #10 Nod and Sm,Nod And Smile,0,2.53,-1.00,-1.00,0.65
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738845,42492349,back,FALSE,Back WIN #3 Jadavi,Jadavi,1,4.20,3.20,3.20,-1.00
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738849,38698746,back,FALSE,Back WIN #5 Featherweig,Featherweight,0,4.70,-1.00,-1.00,0.27
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738861,6959233,back,FALSE,Back E\/W #1 No Change,No Change,0,7.32,-1.00,-1.00,0.16
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738853,38986245,back,FALSE,Back WIN #7 Acermetric,Acermetric,0,7.75,-1.00,-1.00,0.15
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738845,27912994,back,FALSE,Back WIN #6 Sluice Box,Sluice Box,0,9.00,-1.00,-1.00,0.13
6/05/2023,Thoroughbred,WA,Ascot,Terry Leighton,213738857,37507201,back,FALSE,Back E\/W #4 Overthought,Overthought,0,40.33,-1.00,-1.00,0.03
6/05/2023,Thoroughbred,NSW,Gosford,Dave Dwyer,213736070,47489386,lay,TRUE,Lay WIN #1 Think About ,Think About It,1,4.33,-1.00,3.33,-1.00
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736046,55494236,back,TRUE,Back WIN #8 Matusalem,Matusalem,0,4.56,-1.00,-1.00,0.28
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736082,55494274,back,FALSE,Back WIN #12 Flag of Ho,Flag Of Honour,1,5.96,4.96,4.96,-1.00
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736082,1259552,back,FALSE,Back WIN #7 The Poacher,The Poacher,0,6.90,-1.00,-1.00,0.17
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736066,3521051,back,FALSE,Back WIN #10 Sports Leg,Sports Legend,0,9.00,-1.00,-1.00,0.13
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736058,55494255,back,FALSE,Back WIN #6 Dream Hour,Dream Hour,0,9.60,-1.00,-1.00,0.12
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736074,45489159,lay,FALSE,Lay WIN #3 Thalassophil,Thalassophile,0,11.00,0.10,-1.00,0.10
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736074,43668887,lay,FALSE,Lay WIN #7 Pretty Amazi,Pretty Amazing,0,10.54,0.10,-1.00,0.10
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736046,2723138,lay,FALSE,Lay WIN #2 Namesake,Namesake,0,6.92,0.17,-1.00,0.17
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736062,1372459,lay,TRUE,Lay WIN #5 Biscayne Bay,Biscayne Bay,0,6.21,0.19,-1.00,0.19
6/05/2023,Thoroughbred,NSW,Gosford,Linton Chataway,213736058,53147837,lay,FALSE,Lay WIN #8 Fall for Cin,Fall For Cindy,0,4.34,0.30,-1.00,0.30
