LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
2024-08-01,12:50:00,12:50:16,Cairns,QLD,1,231236044,R1 950m 3yo,,Thoroughbred,950,3yo,62632561,1,Illtellyougo,WINNER,1.36,,,9229.12,2.0,1.28,1.36,1.36,33035.58,5.6,1.01,1.01,1.3,2197.54,,,,,,,1.34,1.35,1.01,1.0
2024-08-01,12:50:00,12:50:16,Cairns,QLD,1,231236044,R1 950m 3yo,,Thoroughbred,950,3yo,64292701,2,Hand Grenade,LOSER,12.08,,,1020.63,13.5,3.95,12.5,11.19,3902.96,640.0,7.2,640.0,20.22,40.28,,,,,,,11.0,12.0,1.01,1.0
2024-08-01,12:50:00,12:50:16,Cairns,QLD,1,231236044,R1 950m 3yo,,Thoroughbred,950,3yo,72134192,3,Valentino Miss,LOSER,6.74,,,912.18,7.0,4.3,6.8,6.1,3183.32,190.0,1.66,190.0,4.4,314.37,,,,,,,6.0,6.2,1.01,1.0
2024-08-01,12:50:00,12:50:16,Cairns,QLD,1,231236044,R1 950m 3yo,,Thoroughbred,950,3yo,60779533,5,Dontleavemenow,LOSER,114.0,,,274.81,130.0,22.0,120.0,88.02,327.02,920.0,28.0,910.0,87.65,22.43,,,,,,,90.0,100.0,1.01,1.0
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,72134195,2,Secret Boom,LOSER,80.0,LOSER,13.66,473.96,95.0,36.0,80.0,74.29,259.66,1000.0,120.0,1000.0,332.94,2.76,73.86,14.0,7.4,14.0,12.78,64.56,70.0,80.0,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,64960708,3,March Madness,LOSER,3.35,WINNER,1.44,3053.44,4.3,2.5,3.3,3.07,13750.14,1000.0,2.4,1000.0,8.7,529.12,478.52,1.54,1.32,1.46,1.44,2952.09,3.2,3.25,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,72134196,4,Mishani Destiny,WINNER,3.74,WINNER,1.55,2323.97,7.0,3.45,3.7,3.92,8670.86,6.4,1.01,1.01,1.97,914.23,412.53,2.22,1.49,1.5,1.54,5983.54,3.75,3.8,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,69462935,5,Mishani Opal,LOSER,5.4,LOSER,1.8,1679.45,7.2,4.6,5.4,5.26,7454.24,1000.0,5.0,1000.0,18.07,139.14,719.0,2.28,1.64,1.79,1.8,3378.86,5.0,5.2,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,67820242,6,Mr Grumbler,LOSER,12.5,WINNER,2.84,1067.51,16.0,7.0,12.5,12.99,1526.24,1000.0,2.52,1000.0,9.74,277.2,271.81,3.25,2.54,2.9,2.85,2269.96,12.5,13.0,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,72134197,7,Teleki,LOSER,36.26,LOSER,6.2,329.43,42.0,24.0,36.0,34.7,550.93,1000.0,15.0,1000.0,31.35,107.18,120.43,6.8,5.4,6.4,6.25,19.88,36.0,40.0,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,3719279,8,Coachman,LOSER,15.0,LOSER,3.65,1247.78,19.0,7.4,15.0,15.06,3491.5,1000.0,5.2,1000.0,17.69,109.45,308.62,4.5,3.35,3.65,3.71,647.6,15.0,15.5,1.01,0.98
2024-08-01,13:25:00,13:26:06,Cairns,QLD,2,231236049,R2 1250m Mdn,231236050.0,Thoroughbred,1250,Mdn,72134198,9,The General Talks,LOSER,39.26,LOSER,6.76,341.3,46.0,22.0,38.0,38.7,1407.46,1000.0,7.2,1000.0,28.02,104.92,143.1,7.0,3.3,6.8,6.04,1506.83,38.0,42.0,1.01,0.98
