Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2026-08-01,Belmont,R1 1200m Hcap,1,260545589,49514139,3,Capper Thirtynine,2,0.0,10.0,0.0,2.2
2026-08-01,Belmont,R1 1200m Hcap,1,260545589,52936664,1,Ice Pick Nick,3,0.0,35.92,0.0,5.6
2026-08-01,Belmont,R1 1200m Hcap,1,260545589,78689385,4,The Calabrese,4,0.0,3.36,1.0,1.23
2026-08-01,Belmont,R1 1200m Hcap,1,260545589,79525319,5,Want A Winner,1,0.0,2.6,1.0,1.24
2026-08-01,Belmont,R1 1200m Hcap,1,260545589,94886323,8,Hubbles Dragon,5,0.0,13.5,0.0,3.0
2026-08-01,Belmont,R2 1400m Hcap,2,260545598,5352710,5,In Confidence,1,1.0,1.25,1.0,1.03
2026-08-01,Belmont,R2 1400m Hcap,2,260545598,43204003,9,Kelora,5,0.0,170.0,0.0,7.0
2026-08-01,Belmont,R2 1400m Hcap,2,260545598,43352472,3,Birds The Word,3,0.0,16.6,1.0,1.92
2026-08-01,Belmont,R2 1400m Hcap,2,260545598,51958616,2,Odinaka,2,0.0,11.74,0.0,1.58
2026-08-01,Belmont,R2 1400m Hcap,2,260545598,89670913,4,Deel Her In,4,0.0,30.0,0.0,2.28
2026-08-01,Belmont,R3 1000m Hcap,3,260545607,4437924,4,Swingman,2,0.0,9.58,0.0,2.54
2026-08-01,Belmont,R3 1000m Hcap,3,260545607,4547826,7,Girls Day Out,3,0.0,8.65,1.0,2.67
2026-08-01,Belmont,R3 1000m Hcap,3,260545607,64343968,1,Sinful Living,4,0.0,31.88,0.0,5.0
2026-08-01,Belmont,R3 1000m Hcap,3,260545607,79456571,2,Amaroo Star,5,0.0,9.98,0.0,3.2
2026-08-01,Belmont,R3 1000m Hcap,3,260545607,101166143,6,Long Service Leaf,1,0.0,2.92,0.0,1.42
2026-08-01,Belmont,R4 1200m Hcap,4,260545616,46603521,8,Mia Gusto,4,0.0,33.77,1.0,8.01
2026-08-01,Belmont,R4 1200m Hcap,4,260545616,60491791,1,Ruler Rocket,2,0.0,30.0,0.0,5.95
2026-08-01,Belmont,R4 1200m Hcap,4,260545616,84983483,4,Lucky I Am,1,0.0,6.01,0.0,2.48
2026-08-01,Belmont,R4 1200m Hcap,4,260545616,89392681,5,Roaming America,3,0.0,9.8,0.0,3.4
2026-08-01,Belmont,R4 1200m Hcap,4,260545616,101166144,11,Cosmic Treat,5,0.0,6.81,0.0,2.08
2026-08-01,Belmont,R5 1300m 3yo,5,260545625,7274466,3,Godspeed,3,1.0,4.3,1.0,1.81
2026-08-01,Belmont,R5 1300m 3yo,5,260545625,100695129,1,Theyreallsisters,2,0.0,4.54,0.0,1.72
2026-08-01,Belmont,R5 1300m 3yo,5,260545625,101166146,2,Countersunk,5,0.0,16.59,0.0,3.41
2026-08-01,Belmont,R5 1300m 3yo,5,260545625,101166148,5,The Persian God,4,0.0,18.5,0.0,3.74
2026-08-01,Belmont,R5 1300m 3yo,5,260545625,101166151,9,Gods Hammer,1,0.0,3.08,0.0,1.5
2026-08-01,Belmont,R6 1200m Hcap,6,260545634,6314132,5,Yes I Know,4,1.0,12.62,1.0,2.68
2026-08-01,Belmont,R6 1200m Hcap,6,260545634,75436609,2,Ripper Farooq,2,0.0,16.0,0.0,3.45
2026-08-01,Belmont,R6 1200m Hcap,6,260545634,101166155,1,Sherpa Express,1,0.0,1.93,0.0,1.28
2026-08-01,Belmont,R6 1200m Hcap,6,260545634,101166156,10,Rock The Market,3,0.0,7.84,0.0,1.9
2026-08-01,Belmont,R6 1200m Hcap,6,260545634,101166157,12,Optimus Prime,5,0.0,13.0,0.0,2.86
