Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Brett & Darren Carroll,1/03/2026,Boort,EXPERT TIPS,FALSE,Harness,6,4,BACK,WIN,$1.90,4. Really Smartie,3,BEST BET,254587874,62327500,8,1,1.35,0.97,0,0.97
Brett & Darren Carroll,1/03/2026,Boort,EXPERT TIPS,FALSE,Harness,7,3,BACK,WIN,$3.00,3. Hoorah Philtra,1,,254587876,86100393,8,0,9.26,-1,-1,0
Brett & Darren Carroll,1/03/2026,Boort,EXPERT TIPS,FALSE,Harness,8,4,BACK,WIN,$2.50,4. Enable Me,1,,254587878,63297983,8,1,3.81,2.59,2.59,0
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,10,4,BACK,WIN,$1.80,4. Mother Georgia ,4,BEST BET,254642771,95660499,8,0,1.87,-4,-4,-4
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,2,1,BACK,WIN,$1.65,1. Amron Lucy,2,,254642731,95660490,8,1,1.13,0.24,0,0
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,3,7,LAY,WIN,$3.40,7. Relax Mate,2,,254642736,95024125,8,0,6.79,0.32,0,0
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,6,3,LAY,WIN,$3.10,3. Gold Force ,2,,254642751,76962019,8,0,1.77,2.39,2.39,0
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,7,1,BACK,WIN,$1.83,1. Tribeca ,2,,254642756,81016721,8,1,1.58,1.07,0,0
Michael Tye,2/03/2026,Ballarat,EXPERT TIPS,FALSE,Greyhounds,8,4,LAY,WIN,$3.30,4. Sharapova Star ,2,BEST BET,254642761,72380191,8,1,2.47,-2,-2,-2
Scott Hill,2/03/2026,Pinjarra,EXPERT TIPS,FALSE,Harness,2,7,LAY,WIN,$4.00,7. Proposition Joe,3,,254645471,95033135,8,0,4.1,0.89,0,0
