Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Ryan Spice,1/04/2025,Albion Park,EXPERT TIPS,FALSE,Harness,1,1,LAY,PLACE,3,1. Ruby Rules,1,BEST BET,241672666,76389068,8,0,5.88,0.19,0,0.19
Ryan Spice,1/04/2025,Albion Park,EXPERT TIPS,FALSE,Harness,5,6,BACK,WIN,2,6. Powermove,2,,241672673,68603242,8,0,2.96,-2,-2,0
Ryan Spice,1/04/2025,Albion Park,EXPERT TIPS,FALSE,Harness,6,6,BACK,WIN,2.5,6. Udderly Sweet,3,BEST BET,241672675,68603237,8,1,2.22,3.37,0,3.37
Ryan Spice,1/04/2025,Albion Park,EXPERT TIPS,FALSE,Harness,8,6,BACK,WIN,3,6. Royal Speech,2,,241672679,512891,8,1,2.84,3.39,0,0
Jackson Oldham,1/04/2025,Geelong,EXPERT TIPS,FALSE,Thoroughbred,2,3,LAY,WIN,3,3. Global Eclipse,3,BEST BET,241621741,81155960,8,0,3.19,1.26,0,1.26
Jackson Oldham,1/04/2025,Geelong,EXPERT TIPS,FALSE,Thoroughbred,3,4,BACK,WIN,2.4,4. Muirfield,3,BEST BET,241621749,6187105,8,1,2.39,3.84,0,3.84
Scott Hill,1/04/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,2,12,BACK,WIN,3,12. Prince Of Pain,1,,241674339,81888619,8,0,5.3,-1,-1,0
Scott Hill,1/04/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,4,4,BACK,WIN,8,4. Joey James,1,,241674345,31373353,8,0,19.17,-1,-1,0
Scott Hill,1/04/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,2,1. Delulu,2,BEST BET,241674348,79863822,8,1,2.96,3.61,3.61,3.61
Will Norman,1/04/2025,Menangle,EXPERT TIPS,FALSE,Harness,4,1,BACK,WIN,$2.50,1. Caribbean Runa,2,,241666814,49740904,8,1,3.54,4.67,4.67,0
