Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,681482,4,Striking Fella,2,0.0,9.0,0.0,2.62
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,4350585,3,Kings Parade,4,0.0,3.55,0.0,1.51
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,42676996,7,Paigeys Turn,5,0.0,18.23,1.0,4.5
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,64547390,1,Atlantis Beach,1,0.0,3.23,0.0,1.46
2025-02-01,Ascot,R1 1800m Hcap,1,238912363,72169167,5,Boyz Lite Up,3,0.0,23.02,0.0,4.66
2025-02-01,Ascot,R2 1200m CL3,2,238912372,2505613,8,Trespassing,3,0.0,55.0,1.0,8.4
2025-02-01,Ascot,,2,238912372,4073819,9,Never The Twain,5,,,,
2025-02-01,Ascot,R2 1200m CL3,2,238912372,4791875,1,Comic Hero,1,0.0,4.59,0.0,1.79
2025-02-01,Ascot,R2 1200m CL3,2,238912372,50294903,2,Cavallo Red,4,0.0,6.4,1.0,2.12
2025-02-01,Ascot,R2 1200m CL3,2,238912372,77689424,4,Caporetto,2,1.0,9.81,1.0,2.76
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,74745330,4,Hez Got The Safe,3,0.0,8.2,1.0,2.23
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525318,2,Cleanemup,4,0.0,12.0,0.0,2.99
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525319,5,Want A Winner,2,1.0,3.05,1.0,1.45
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525320,6,Mai Aloha,1,0.0,10.74,0.0,2.87
2025-02-01,Ascot,R3 1000m 3yo,3,238912381,79525321,7,Snow God,5,0.0,2.89,0.0,1.32
2025-02-01,Ascot,R4 1100m 2yo,4,238912390,951221,2,Capitola,2,0.0,4.38,0.0,1.68
