EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,HANDICAP,RUNNER_STATUS,IS_WINNER,FIRST_INNINGS_FOUR_OVER_RUNS,FIRST_INNINGS_SIX_OVER_RUNS,FIRST_INNINGS_TEN_OVER_RUNS,FIRST_INNINGS_FIFTEEN_OVER_RUNS,FIRST_INNINGS_TWENTY_OVER_RUNS,SECOND_INNINGS_FOUR_OVER_RUNS,SECOND_INNINGS_SIX_OVER_RUNS,SECOND_INNINGS_TEN_OVER_RUNS,SECOND_INNINGS_FIFTEEN_OVER_RUNS,SECOND_INNINGS_TWENTY_OVER_RUNS,HOME_TEAM,AWAY_TEAM,BEST_BACK_PRICE_60_MIN_PRIOR,BEST_LAY_PRICE_60_MIN_PRIOR,MATCHED_VOLUME_60_MIN_PRIOR,BEST_BACK_PRICE_30_MIN_PRIOR,BEST_LAY_PRICE_30_MIN_PRIOR,MATCHED_VOLUME_30_MIN_PRIOR,BEST_BACK_PRICE_1_MIN_PRIOR,BEST_LAY_PRICE_1_MIN_PRIOR,MATCHED_VOLUME_1_MIN_PRIOR,TOTAL_MATCHED_VOLUME,LAST_PREPLAY_PRICE
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514286,1st Innings 10 Over Line,15316,Total Runs,0,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,41.5,195.5,,41.5,195.5,,41.5,195.5,,15315.47,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514287,1st Innings 15 Over Line,15316,Total Runs,0,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,65.5,220.5,,65.5,211.5,,65.5,211.5,,16436.34,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514284,1st Innings 20 Over Line,15316,Total Runs,0,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,139.5,164.5,,139.5,164.5,,147.5,148.5,2440.19,62974.3,147.5
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514285,1st Innings 6 Over Line,15316,Total Runs,0,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,34.5,47.5,,34.5,47.5,,41.5,42.5,2703.67,20478.58,41.5
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,269473,120 Runs or more,-120,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,3263147,115 Runs or more,-115,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,269472,110 Runs or more,-110,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,269699,105 Runs or more,-105,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,269471,100 Runs or more,-100,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
2020-10-25 00:00:00.000 +0000,Group C/ WBBL/Perth Scorchers WBBL v Brisbane Heat WBBL,30074548,,174514072,1st Innings 6 Over Total,1190982,95 Runs or more,-95,WINNER,1,,42,63,97,,,42,60,115,133,WBBL/Perth Scorchers WBBL,Brisbane Heat WBBL,,,,,,,,,,,
