EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_POINTS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_FIRST_BOUNCE,BEST_LAY_FIRST_BOUNCE,MATCHED_VOLUME_FIRST_BOUNCE,BEST_BACK_PRICE_APPROX_QUARTER_TIME,BEST_LAY_PRICE_APPROX_QUARTER_TIME,MATCHED_VOLUME_QUARTER_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,BEST_BACK_PRICE_APPROX_THREE_QUARTER_TIME,BEST_LAY_PRICE_APPROX_THREE_QUARTER_TIME,MATCHED_VOLUME_APPROX_THREE_QUARTER_TIME,TOTAL_MATCHED_VOLUME
16/03/2022,AFL/Melbourne v Western Bulldogs,31142298,MATCH_ODDS,193084018,Match Odds,298609,Melbourne,WINNER,1,168,Melbourne,Western Bulldogs,26,97,71,1.7,1.74,223509.24,1.31,1.44,263224.27,1.94,2.2,311774.61,1.21,1.19,353880.04,394561.45
16/03/2022,AFL/Melbourne v Western Bulldogs,31142298,MATCH_ODDS,193084018,Match Odds,39986,Western Bulldogs,LOSER,0,168,Melbourne,Western Bulldogs,26,97,71,2.38,2.4,123265.72,3.3,3.65,135131.03,1.84,1.98,179785.96,6,7,192744.13,195045.57
17/03/2022,AFL/Carlton v Richmond,31142299,MATCH_ODDS,193084488,Match Odds,39980,Carlton,WINNER,1,177,Carlton,Richmond,25,101,76,2.56,2.6,84878.65,3.95,5.9,90105.89,1.91,1.93,122955.94,5.2,5.7,159168.67,220586
17/03/2022,AFL/Carlton v Richmond,31142299,MATCH_ODDS,193084488,Match Odds,39981,Richmond,LOSER,0,177,Carlton,Richmond,25,101,76,1.63,1.64,155117.58,1.25,1.26,185564.47,2,2.1,250327.19,1.24,1.24,305613,333085.27
18/03/2022,AFL/St Kilda v Collingwood,31142300,MATCH_ODDS,193084958,Match Odds,217709,Collingwood,WINNER,1,187,St Kilda,Collingwood,-17,85,102,2.34,2.36,43446.58,1.85,1.95,58254.6,1.52,1.56,78304.87,1.76,1.78,116039.38,161264.49
18/03/2022,AFL/St Kilda v Collingwood,31142300,MATCH_ODDS,193084958,Match Odds,39990,St Kilda,LOSER,0,187,St Kilda,Collingwood,-17,85,102,1.73,1.74,169181.18,2.04,2.2,182059.89,2.74,2.84,191843.22,2.02,2.28,201644.05,222566.08
19/03/2022,AFL/Geelong v Essendon,31142303,MATCH_ODDS,193085428,Match Odds,39977,Essendon,LOSER,0,210,Geelong,Essendon,66,138,72,2.34,2.38,47109.58,6.2,25,50091.21,36,100,50381.17,1000,,50479.97,50484.97
19/03/2022,AFL/Geelong v Essendon,31142303,MATCH_ODDS,193085428,Match Odds,39988,Geelong,WINNER,1,210,Geelong,Essendon,66,138,72,1.72,1.85,120278.86,1.09,1.16,141660.86,1.01,1.02,156675.38,,1.01,182769.7,182769.7
19/03/2022,AFL/GWS v Sydney,31142306,MATCH_ODDS,193085898,Match Odds,5304641,GWS,LOSER,0,204,GWS,Sydney,-20,92,112,2.08,2.1,46373.85,2.06,2.12,4328.63,2.06,2.08,2098.75,2.08,2.1,5724.34,71626.3
19/03/2022,AFL/GWS v Sydney,31142306,MATCH_ODDS,193085898,Match Odds,39985,Sydney,WINNER,1,204,GWS,Sydney,-20,92,112,1.9,1.92,62326.37,1.9,1.94,5106.34,1.92,1.93,3251.23,1.91,1.93,5168.34,128214.38
