EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_POINTS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_FIRST_BOUNCE,BEST_LAY_FIRST_BOUNCE,MATCHED_VOLUME_FIRST_BOUNCE,BEST_BACK_PRICE_APPROX_QUARTER_TIME,BEST_LAY_PRICE_APPROX_QUARTER_TIME,MATCHED_VOLUME_QUARTER_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,BEST_BACK_PRICE_APPROX_THREE_QUARTER_TIME,BEST_LAY_PRICE_APPROX_THREE_QUARTER_TIME,MATCHED_VOLUME_APPROX_THREE_QUARTER_TIME,TOTAL_MATCHED_VOLUME
16/03/2023,AFL/Richmond v Carlton,31950188,MATCH_ODDS,207237489,Match Odds,39980,Carlton,WINNER,1,116,Richmond,Carlton,0,58,58,2.3,2.38,105531.83,2.04,2.1,110573.48,1.65,1.99,126337.63,2.9,3.3,148156.42,170755.93
16/03/2023,AFL/Richmond v Carlton,31950188,MATCH_ODDS,207237489,Match Odds,39981,Richmond,WINNER,1,116,Richmond,Carlton,0,58,58,1.73,1.74,184257.04,1.95,1.94,202224.94,2.54,3,220798.56,1.49,1.52,250960.61,263564.02
17/03/2023,AFL/Geelong v Collingwood,31950189,MATCH_ODDS,207237611,Match Odds,217709,Collingwood,WINNER,1,228,Geelong,Collingwood,-22,103,125,2.56,2.58,65662.18,2.5,2.6,77611.01,3.45,3.55,83538.45,2.1,2.92,94582.33,145947.07
17/03/2023,AFL/Geelong v Collingwood,31950189,MATCH_ODDS,207237611,Match Odds,39988,Geelong,LOSER,0,228,Geelong,Collingwood,-22,103,125,1.63,1.64,210645.52,1.54,1.64,257361.25,1.35,1.4,281474.53,1.64,1.64,316823.74,344288.75
18/03/2023,AFL/Gold Coast v Sydney,31950193,MATCH_ODDS,207237628,Match Odds,4513766,Gold Coast,LOSER,0,171,Gold Coast,Sydney,-49,61,110,2.44,2.5,39420.05,4.9,34,40482.76,9.6,34,40935.07,9.6,990,41033.07,41063.16
18/03/2023,AFL/Gold Coast v Sydney,31950193,MATCH_ODDS,207237628,Match Odds,39985,Sydney,WINNER,1,171,Gold Coast,Sydney,-49,61,110,1.66,1.67,47205.84,1.12,1.14,52376.14,1.06,1.29,55105.1,,1.02,71877.29,71877.29
18/03/2023,AFL/Melbourne v Western Bulldogs,31950194,MATCH_ODDS,207237629,Match Odds,298609,Melbourne,WINNER,1,180,Melbourne,Western Bulldogs,50,115,65,1.78,1.8,98974.3,1.64,1.7,135029.66,1.26,1.3,183358.91,1.05,1.06,203462.07,224568.46
18/03/2023,AFL/Melbourne v Western Bulldogs,31950194,MATCH_ODDS,207237629,Match Odds,39986,Western Bulldogs,LOSER,0,180,Melbourne,Western Bulldogs,50,115,65,2.24,2.26,83295.43,2.4,3,101854.06,4.8,5,134642.73,6.8,11,136259.73,136549.83
18/03/2023,AFL/North Melbourne v West Coast,31950192,MATCH_ODDS,207237627,Match Odds,3459613,North Melbourne,WINNER,1,169,North Melbourne,West Coast,5,87,82,2.04,2.06,41444.33,1.88,3.4,61743.54,1.17,1.23,79359.75,1.1,1.25,98429.73,123141.4
18/03/2023,AFL/North Melbourne v West Coast,31950192,MATCH_ODDS,207237627,Match Odds,39991,West Coast,LOSER,0,169,North Melbourne,West Coast,5,87,82,1.95,1.96,101322.07,1.89,2,131075.99,5.1,7.2,136409.33,3.95,34,137229.5,139219.76
