EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_GOALS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_KICK_OFF,BEST_LAY_KICK_OFF,MATCHED_VOLUME_KICK_OFF,HALF_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,TOTAL_MATCHED_VOLUME
2020-12-28 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 28 Dec / Western United v Adelaide United,30177999,,176667304,Match Odds,571273,Adelaide United,LOSER,0,0,Western United,Adelaide United,-0,0,0,3.6,3.7,13798.4,2020-12-28 08:52:25.000 +0000,3.9,3.95,27607.62,38717.5
2020-12-28 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 28 Dec / Western United v Adelaide United,30177999,,176667304,Match Odds,58805,The Draw,WINNER,1,0,Western United,Adelaide United,-0,0,0,3.9,4,4365.14,2020-12-28 08:52:25.000 +0000,3.15,3.15,9434.76,60577.42
2020-12-28 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 28 Dec / Western United v Adelaide United,30177999,,176667304,Match Odds,24301731,Western United,LOSER,0,0,Western United,Adelaide United,-0,0,0,2.1,2.12,30376.47,2020-12-28 08:52:25.000 +0000,2.36,2.38,62480.31,88721.19
2020-12-29 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 29 Dec / Brisbane Roar v Melbourne City,30200711,,177238549,Match Odds,3862627,Brisbane Roar,LOSER,0,1,Brisbane Roar,Melbourne City,-1,0,1,3.35,3.5,7613.92,2020-12-29 08:58:58.000 +0000,3.7,3.8,18590.42,21937.33
2020-12-29 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 29 Dec / Brisbane Roar v Melbourne City,30200711,,177238549,Match Odds,8586946,Melbourne City,WINNER,1,1,Brisbane Roar,Melbourne City,-1,0,1,2.26,2.28,16505.8,2020-12-29 08:58:58.000 +0000,2.62,2.62,32123.08,104951.34
2020-12-29 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 29 Dec / Brisbane Roar v Melbourne City,30200711,,177238549,Match Odds,58805,The Draw,LOSER,0,1,Brisbane Roar,Melbourne City,-1,0,1,3.75,3.8,5638.87,2020-12-29 08:58:58.000 +0000,2.84,2.86,14450.41,24419.14
2020-12-30 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 30 Dec / Western Sydney Wanderers v Macarthur FC,30177980,,176667193,Match Odds,36700739,Macarthur FC,WINNER,1,1,Western Sydney Wanderers,Macarthur FC,-1,0,1,2.92,3.05,7644.88,2020-12-30 08:59:44.000 +0000,3.2,3.1,14062.4,64728.62
2020-12-30 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 30 Dec / Western Sydney Wanderers v Macarthur FC,30177980,,176667193,Match Odds,58805,The Draw,LOSER,0,1,Western Sydney Wanderers,Macarthur FC,-1,0,1,3.5,3.55,4710.95,2020-12-30 08:59:44.000 +0000,2.64,2.66,9455.81,28346.88
2020-12-30 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 30 Dec / Western Sydney Wanderers v Macarthur FC,30177980,,176667193,Match Odds,6480414,Western Sydney Wanderers,LOSER,0,1,Western Sydney Wanderers,Macarthur FC,-1,0,1,2.64,2.66,11975.97,2020-12-30 08:59:44.000 +0000,3.4,3.35,17707.3,22430.7
2020-12-31 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 31 Dec / Central Coast Mariners v Newcastle Jets,30178006,,176667705,Match Odds,1205126,Central Coast Mariners,WINNER,1,1,Central Coast Mariners,Newcastle Jets,1,1,0,4,4.1,5977.11,2020-12-31 08:53:17.000 +0000,1.75,1.74,24538.44,152389.74
2020-12-31 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 31 Dec / Central Coast Mariners v Newcastle Jets,30178006,,176667705,Match Odds,1205125,Newcastle Jets,LOSER,0,1,Central Coast Mariners,Newcastle Jets,1,1,0,2.04,2.08,27738.03,2020-12-31 08:53:17.000 +0000,6.4,6.4,47775.31,55172.9
2020-12-31 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 31 Dec / Central Coast Mariners v Newcastle Jets,30178006,,176667705,Match Odds,58805,The Draw,LOSER,0,1,Central Coast Mariners,Newcastle Jets,1,1,0,3.75,3.85,5302.78,2020-12-31 08:53:17.000 +0000,3.6,3.6,12442.19,22558.42
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Wellington Phoenix v Sydney FC,30206982,,177380629,Match Odds,1205121,Sydney FC,WINNER,1,3,Wellington Phoenix,Sydney FC,-1,1,2,2.02,2.06,24218.1,2021-01-02 06:52:29.000 +0000,2.38,2.4,40551.2,108539.37
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Wellington Phoenix v Sydney FC,30206982,,177380629,Match Odds,58805,The Draw,LOSER,0,3,Wellington Phoenix,Sydney FC,-1,1,2,3.65,3.75,6903.64,2021-01-02 06:52:29.000 +0000,2.82,2.82,8652.21,15845.38
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Wellington Phoenix v Sydney FC,30206982,,177380629,Match Odds,2469649,Wellington Phoenix,LOSER,0,3,Wellington Phoenix,Sydney FC,-1,1,2,4.1,4.3,10302.16,2021-01-02 06:52:29.000 +0000,4.4,4.5,12955.82,16470.73
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Melbourne Victory v Brisbane Roar,30206983,,177380735,Match Odds,3862627,Brisbane Roar,WINNER,1,4,Melbourne Victory,Brisbane Roar,-2,1,3,3.1,3.2,39764.21,2021-01-02 08:58:48.000 +0000,4.3,4.3,61668.42,184942.37
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Melbourne Victory v Brisbane Roar,30206983,,177380735,Match Odds,1205124,Melbourne Victory,LOSER,0,4,Melbourne Victory,Brisbane Roar,-2,1,3,2.5,2.54,21720.49,2021-01-02 08:58:48.000 +0000,2.46,2.46,48387.5,64655.59
2021-01-02 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 2 Jan / Melbourne Victory v Brisbane Roar,30206983,,177380735,Match Odds,58805,The Draw,LOSER,0,4,Melbourne Victory,Brisbane Roar,-2,1,3,3.45,3.55,9246.16,2021-01-02 08:58:48.000 +0000,2.82,2.84,19460.09,33187.34
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Macarthur FC v Central Coast Mariners,30206985,,177380841,Match Odds,1205126,Central Coast Mariners,WINNER,1,2,Macarthur FC,Central Coast Mariners,-2,0,2,5.1,5.2,3050.17,2021-01-03 05:53:06.000 +0000,1.87,1.87,9878.4,37193.07
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Macarthur FC v Central Coast Mariners,30206985,,177380841,Match Odds,36700739,Macarthur FC,LOSER,0,2,Macarthur FC,Central Coast Mariners,-2,0,2,1.8,1.81,15917.73,2021-01-03 05:53:06.000 +0000,6,6.4,29879.21,32046.11
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Macarthur FC v Central Coast Mariners,30206985,,177380841,Match Odds,58805,The Draw,LOSER,0,2,Macarthur FC,Central Coast Mariners,-2,0,2,3.95,4.1,4196.13,2021-01-03 05:53:06.000 +0000,3.25,3.3,9349.41,12139.89
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Adelaide United v Melbourne City,30206986,,177380947,Match Odds,571273,Adelaide United,WINNER,1,2,Adelaide United,Melbourne City,2,2,0,2.96,3.05,5993.74,2021-01-03 07:51:46.000 +0000,3.55,3.6,14074.43,121400.97
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Adelaide United v Melbourne City,30206986,,177380947,Match Odds,8586946,Melbourne City,LOSER,0,2,Adelaide United,Melbourne City,2,2,0,2.54,2.6,7617.4,2021-01-03 07:51:46.000 +0000,2.6,2.62,24847.47,33613.22
2021-01-03 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 3 Jan / Adelaide United v Melbourne City,30206986,,177380947,Match Odds,58805,The Draw,LOSER,0,2,Adelaide United,Melbourne City,2,2,0,3.6,3.65,4220.3,2021-01-03 07:51:46.000 +0000,2.94,2.94,9081.75,16992.87
2021-01-08 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 8 Jan / Newcastle Jets v Western Sydney Wanderers,30214567,,177575510,Match Odds,1205125,Newcastle Jets,LOSER,0,3,Newcastle Jets,Western Sydney Wanderers,-1,1,2,2.36,2.44,9552.71,2021-01-08 08:57:07.000 +0000,7.2,7.4,17456.26,20105.79
2021-01-08 00:00:00.000 +0000,Australian Soccer/Australian A-League/Fixtures 8 Jan / Newcastle Jets v Western Sydney Wanderers,30214567,,177575510,Match Odds,58805,The Draw,LOSER,0,3,Newcastle Jets,Western Sydney Wanderers,-1,1,2,3.6,3.7,5822.42,2021-01-08 08:57:07.000 +0000,4.1,4.2,9302.05,12262.37
