LOCAL_RACE_DATE,RACETIME,COUNTRY_ID,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-04-30,2025-05-01 00:47:00,1.0,Southwell,33907443,237781449,237781451.0,Weekly Free Bets With BetMGM Extra Restricted Novice Stakes (GBB Race) (Class E),1m3f Nov Stks,1,72422000,Jiffs Army,2.69,,-1.0,,-1.0
2025-04-30,2025-05-01 00:47:00,1.0,Southwell,33907443,237781449,237781451.0,Weekly Free Bets With BetMGM Extra Restricted Novice Stakes (GBB Race) (Class E),1m3f Nov Stks,1,75366243,Mdawi,3.32,2.1,1.0,1.04,1.0
2025-04-30,2025-05-01 00:47:00,1.0,Southwell,33907443,237781449,237781451.0,Weekly Free Bets With BetMGM Extra Restricted Novice Stakes (GBB Race) (Class E),1m3f Nov Stks,1,300387,Nobleman,5.27,1.99,0.0,1.03,1.0
2025-04-30,2025-05-01 00:47:00,1.0,Southwell,33907443,237781449,237781451.0,Weekly Free Bets With BetMGM Extra Restricted Novice Stakes (GBB Race) (Class E),1m3f Nov Stks,1,78546913,Manny Oh,7.26,55.0,0.0,10.0,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,35323716,Inexplicable,22.18,22.0,-1.0,5.55,-1.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,39081325,Twistaline,16.2,12.29,0.0,3.43,1.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,39257924,Alyara,5.05,5.55,0.0,2.28,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,39320061,Van Zant,13.3,5.23,0.0,2.08,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,44249466,Bishops Glory,8.33,10.87,0.0,3.18,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,45256104,Coconut Bay,16.97,29.45,0.0,7.11,1.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,8882354,Falcon,215.95,64.72,0.0,15.54,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,28102246,Tenyatta,5.86,6.41,0.0,2.31,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,58186537,Baulac,19.1,10.63,0.0,3.62,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,1140711,Upper Hand,33.17,37.77,0.0,7.88,0.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,424553,Shaka,9.03,9.25,1.0,2.9,1.0
2025-04-30,2025-05-01 01:22:00,1.0,Southwell,33907443,237781454,237781455.0,Boost Your Acca At BetMGM Classified Stakes (Div 1) (Class F),7f Stks,2,61761982,Tilsworth Turf,13.74,23.21,0.0,6.47,0.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,13123197,Tathmeen,21.67,29.68,0.0,5.6,0.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,21741805,Fact Or Fable,7.39,10.78,0.0,3.01,0.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,39389770,Monsieur Fantaisie,4.08,3.75,0.0,1.56,1.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,11916087,The Muffin Man,72.44,369.87,0.0,55.0,0.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,54148340,Dandy Lichious,12.17,8.62,0.0,3.03,0.0
2025-04-30,2025-05-01 02:03:00,1.0,Southwell,33907443,237781466,237781467.0,Boost Your Acca At BetMGM Classified Stakes (Div 2) (Class F),7f Stks,3,48572545,Platinum Jubilee,12.15,12.51,0.0,3.52,0.0
