DATE,VENUE,tipster,market_id,selection_id,bet_type,bet_text,SELECTION_NAME,WIN_LOSE,BSP,Tipster_Profit,Back_Profit,Lay_Profit,
24/10/2023,Bendigo,Darren And Brett Carroll,220066806,23741733,Lay,Lay 4. Belittled,Belittled,1,15.88,-1.00,14.88,-1.00,
24/10/2023,Bendigo,Darren And Brett Carroll,220066814,39519150,Lay,Lay 6. Final Bow,Final Bow,0,8.00,0.14,-1.00,0.14,
24/10/2023,Gloucester Park,Scott Hill,220064840,190851,Back,Back 3. Peligroso,Peligroso,1,2.35,1.35,1.35,-1.00,
24/10/2023,Gloucester Park,Scott Hill,220064843,19282770,Back,Back 10. Walsh,Walsh,0,11.69,-1.00,-1.00,0.09,
24/10/2023,Gloucester Park,Scott Hill,220064852,17344776,Back,Back 9. Torpedo Rock,Torpedo Rock,1,3.45,2.45,2.45,-1.00,
24/10/2023,Gloucester Park,Scott Hill,220064858,38553671,Back,Back 9. Miss Laurel Lea,Miss Laurel Lea,0,5.00,-1.00,-1.00,0.25,
24/10/2023,Gloucester Park,Scott Hill,220064861,57688732,Back,Back 5. Artful Major,Artful Major,1,1.71,0.71,0.71,-1.00,
24/10/2023,Kyneton,Jackson Oldham,220065811,55746562,Back,Back 9. Miraval Rose,Miraval Rose,1,1.92,0.92,0.92,-1.00,
24/10/2023,Kyneton,Jackson Oldham,220065818,61932161,Lay,Lay 3. Staroshka,Staroshka,1,6.20,-1.00,5.20,-1.00,
25/10/2023,Ascot,Pros Vs Bookies,220114958,62033198,Lay,Lay 2. Protege,Protege,0,3.86,0.35,-1.00,0.35,
25/10/2023,Eagle Farm,Shane Ciurleo,220115056,62033010,Back,Back 11. Margots Bullsey,Margots Bullseye,0,2.59,-1.00,-1.00,0.63,
25/10/2023,Eagle Farm,Shane Ciurleo,220115063,51032640,Lay,Lay 1. Booming Lad,Booming Lad,0,6.27,0.19,-1.00,0.19,
25/10/2023,Eagle Farm,Shane Ciurleo,220115077,51476801,Lay,Lay 1. A Lot Of Booty,A Lot Of Booty,0,6.50,0.18,-1.00,0.18,
25/10/2023,Eagle Farm,Shane Ciurleo,220115091,42201363,Back,Back 5. Mighty Willie,Mighty Willie,0,2.77,-1.00,-1.00,0.57,
25/10/2023,Geelong,Jackson Oldham,220114864,623655,Lay,Lay 6. Kings Crossing,Kings Crossing,1,4.75,-1.00,3.75,-1.00,
25/10/2023,Geelong,Glenn Ingram,220114873,62032840,Back,Back 14. Grinzinger Ange,Grinzinger Angel,0,3.54,-1.00,-1.00,0.39,
25/10/2023,Geelong,Pros Vs Bookies,220114909,52696747,Lay,Lay 3. Falcon Of Malta,Falcon Of Malta,0,6.48,0.18,-1.00,0.18,
25/10/2023,Geelong,Jackson Oldham,220114909,62032858,Lay,Lay 2. Romantic Charm,Romantic Charm,0,9.83,0.11,-1.00,0.11,
25/10/2023,Geelong,Jackson Oldham,220114918,62032866,Lay,Lay 13. First Immortal,First Immortal,0,3.30,0.43,-1.00,0.43,
25/10/2023,Geelong,Pros Vs Bookies,220114918,62032866,Lay,Lay 13. First Immortal,First Immortal,0,3.30,0.43,-1.00,0.43,
25/10/2023,Geelong,Jackson Oldham,220114927,45541874,Back,Back 4. Sandpaper,Sandpaper,0,5.20,-1.00,-1.00,0.24,
25/10/2023,Port Lincoln,Lachlan Mosley,220115304,28276364,Back,Back 2. Trygve,Trygve,0,2.50,-1.00,-1.00,0.67,
25/10/2023,Port Lincoln,Lachlan Mosley,220115314,61104962,Back,Back 6. Doorbel,Doorbel,0,30.80,-1.00,-1.00,0.03,
25/10/2023,Port Lincoln,Lachlan Mosley,220115324,62032528,Back,Back 6. Highland Angel,Highland Angel,1,2.76,1.76,1.76,-1.00,
25/10/2023,Port Lincoln,Lachlan Mosley,220115334,43837589,Lay,Lay 9. Oriedos,Oriedos,0,4.04,0.33,-1.00,0.33,
25/10/2023,Port Lincoln,Lachlan Mosley,220115343,39905527,Back,Back 6. House Spouse,House Spouse,0,6.90,-1.00,-1.00,0.17,
25/10/2023,Port Lincoln,Lachlan Mosley,220115352,36010522,Back,Back 2. Jonquest,Jonquest,0,9.45,-1.00,-1.00,0.12,
25/10/2023,Port Lincoln,Lachlan Mosley,220115371,39456962,Back,Back 1. Jaazeb,Jaazeb,0,4.52,-1.00,-1.00,0.28,
25/10/2023,Randwick,Pros Vs Bookies,220114994,62032741,Lay,Lay 3. Gais Artist,Gais Artist,1,2.22,-1.00,1.22,-1.00,
25/10/2023,Randwick,Linton Chataway,220115001,10856228,Back,Back 6. Vanquished,Vanquished,0,2.46,-1.00,-1.00,0.68,
25/10/2023,Randwick,Pros Vs Bookies,220115008,61371357,Lay,Lay 3. Speycaster,Speycaster,0,2.86,0.54,-1.00,0.54,
25/10/2023,Randwick,Pros Vs Bookies,220115008,28364624,Lay,Lay 2. Chateaux Park,Chateaux Park,0,6.25,0.19,-1.00,0.19,
25/10/2023,Randwick,Linton Chataway,220115015,62032752,Lay,Lay 1. Sweet Baby Boom,Sweet Baby Boom,0,4.00,0.33,-1.00,0.33,
25/10/2023,Randwick,Pros Vs Bookies,220115015,62032752,Lay,Lay 1. Sweet Baby Boom,Sweet Baby Boom,0,4.00,0.33,-1.00,0.33,
25/10/2023,Randwick,Linton Chataway,220115029,6795145,Lay,Lay 4. Waikiki,Waikiki,0,7.43,0.16,-1.00,0.16,
25/10/2023,Randwick,Linton Chataway,220115036,48234672,Back,Back 10. Shadows Of Love,Shadows Of Love,0,3.10,-1.00,-1.00,0.48,
25/10/2023,Rockhampton,Jaycin Campbell,220170690,62064735,Back,Back 1. Sweet Valentine,Sweet Valentine,0,3.67,-1.00,-1.00,0.37,
25/10/2023,Rockhampton,Jaycin Campbell,220170695,61631956,Lay,Lay 1. Federal Duke,Federal Duke,0,3.55,0.39,-1.00,0.39,
25/10/2023,Rockhampton,Jaycin Campbell,220170710,62064743,Back,Back 8. Grand Riku,Grand Riku,1,3.35,2.35,2.35,-1.00,
25/10/2023,Rockhampton,Jaycin Campbell,220170730,59650299,Back,Back 6. Cyndies Hope,Cyndies Hope,0,4.87,-1.00,-1.00,0.26,
25/10/2023,The Meadows,Michael Tye,220170935,58534377,Back,Back 5. Little Peg,Little Peg,0,5.00,-1.00,-1.00,0.25,
25/10/2023,The Meadows,Michael Tye,220170940,61288763,Back,Back 4. Aston Luciano,Aston Luciano,1,1.24,0.24,0.24,-1.00,
25/10/2023,The Meadows,Michael Tye,220170945,62064765,Back,Back 5. Here Comes Blue,Here Comes Blue,1,2.31,1.31,1.31,-1.00,
25/10/2023,The Meadows,Michael Tye,220170955,60452161,Back,Back 1. Bernardo Beast,Bernardo Beast,0,1.53,-1.00,-1.00,1.89,
25/10/2023,The Meadows,Michael Tye,220170960,41832522,Lay,Lay 1. Cashton Bale,Cashton Bale,0,4.16,0.32,-1.00,0.32,
26/10/2023,Ballarat,Jackson Oldham,220171048,62063989,Back,Back 2. Glowlight,Glowlight,0,2.68,-1.00,-1.00,0.60,
26/10/2023,Ballarat,Jackson Oldham,220171090,62064031,Back,Back 12. Sunset Dreaming,Sunset Dreaming,1,2.43,1.43,1.43,-1.00,
26/10/2023,Ballarat,Darren And Brett Carroll,220171449,9590728,Back,Back 5. Sounds Like Fun,Sounds Like Fun,1,2.33,1.33,1.33,-1.00,
26/10/2023,Ballarat,Darren And Brett Carroll,220171451,62033140,Lay,Lay 11. Orphan Andy,Orphan Andy,0,26.60,0.04,-1.00,0.04,
26/10/2023,Ballarat,Darren And Brett Carroll,220171465,54705530,Lay,Lay 1. Kwick Sand,Kwick Sand,0,2.08,0.93,-1.00,0.93,
26/10/2023,Gosford,Linton Chataway,220169396,62064465,Back,Back 11. Kirikan,Kirikan,0,2.74,-1.00,-1.00,0.58,
26/10/2023,Gosford,Linton Chataway,220169406,59383378,Lay,Lay 3. There There,There There,1,20.49,-1.00,19.49,-1.00,
26/10/2023,Gosford,Linton Chataway,220169411,374655,Back,Back 2. Brokerage,Brokerage,0,3.05,-1.00,-1.00,0.49,
26/10/2023,Gosford,Linton Chataway,220169416,62064494,Back,Back 13. Waterski,Waterski,0,3.78,-1.00,-1.00,0.36,
26/10/2023,Ipswich,Chris Camilleri,220170763,8749774,Lay,Lay 7. Pianist,Pianist,0,9.00,0.13,-1.00,0.13,
26/10/2023,Ipswich,Jaycin Campbell,220220066,50931988,Lay,Lay 1. Gin Shelf,Gin Shelf,0,17.00,0.06,-1.00,0.06,
26/10/2023,Ipswich,Jaycin Campbell,220220076,48552942,Back,Back 2. Oh Minnie,Oh Minnie,0,3.35,-1.00,-1.00,0.43,
26/10/2023,Ipswich,Jaycin Campbell,220220091,56272346,Back,Back 3. Bears Bullet,Bears Bullet,1,1.54,0.54,0.54,-1.00,
26/10/2023,Ipswich,Jaycin Campbell,220220096,52503985,Back,Back 8. All Natural,All Natural,1,1.88,0.88,0.88,-1.00,
26/10/2023,Sandown Park,Michael Tye,220221546,62098759,Back,Back 1. Amron Tiger,Amron Tiger,1,1.47,0.47,0.47,-1.00,
26/10/2023,Sandown Park,Michael Tye,220221556,59496040,Back,Back 3. Cawbourne Domino,Cawbourne Domino,1,2.68,1.68,1.68,-1.00,
26/10/2023,Sandown Park,Michael Tye,220221566,55746348,Back,Back 4. Manila Coghlan,Manila Coghlan,0,2.76,-1.00,-1.00,0.57,
26/10/2023,Sandown Park,Michael Tye,220221571,52937415,Lay,Lay 1. Raven Parrot,Raven Parrot,0,2.68,0.60,-1.00,0.60,
26/10/2023,Sandown Park,Michael Tye,220221576,54404199,Lay,Lay 2. Transponder,Transponder,0,4.30,0.30,-1.00,0.30,
26/10/2023,Sandown Park,Michael Tye,220221586,60607723,Back,Back 2. Pearly Tears,Pearly Tears,1,1.41,0.41,0.41,-1.00,
27/10/2023,Launceston,Steve Christie,220213596,62097586,Back,Back 1. Johnnie Pinch,Johnnie Pinch,0,8.00,-1.00,-1.00,0.14,
27/10/2023,Launceston,Steve Christie,220213602,62097600,Back,Back 4. Stone Cold Stunn,Stone Cold Stunner,1,4.10,3.10,3.10,-1.00,
27/10/2023,Launceston,Steve Christie,220213608,61336434,Back,Back 4. Geegees Down Sou,Geegees Down South,0,6.49,-1.00,-1.00,0.18,
27/10/2023,Launceston,Steve Christie,220213614,55493823,Back,Back 3. Geegees City Boy,Geegees City Boy,1,1.80,0.80,0.80,-1.00,
27/10/2023,Launceston,Steve Christie,220213620,56872916,Back,Back 1. Lordosis,Lordosis,0,6.65,-1.00,-1.00,0.18,
27/10/2023,Launceston,Steve Christie,220213626,61336436,Back,Back 10. Popilita,Popilita,0,3.05,-1.00,-1.00,0.49,
27/10/2023,Launceston,Steve Christie,220213638,51177807,Back,Back 1. Coup De Spry,Coup De Spry,0,3.85,-1.00,-1.00,0.35,
27/10/2023,Launceston,Steve Christie,220213644,23706282,Back,Back 1. Chicane,Chicane,0,1.57,-1.00,-1.00,1.76,
27/10/2023,Moonee Valley,Daniel O'Sullivan,220221382,49513178,Back,Back 5. Rubicon Crossing,Rubicon Crossing,0,5.06,-1.00,-1.00,0.25,
27/10/2023,Moonee Valley,Lay Back with Betfair,220221436,60230033,Back,Back 14. Lunar Flare,Lunar Flare,0,4.13,-1.00,-1.00,0.32,
27/10/2023,Moonee Valley,Lay Back with Betfair,220221436,62064927,Back,Back 7. Future History,Future History,0,7.40,-1.00,-1.00,0.16,
28/10/2023,Cannington,Jaycin Campbell,220303884,53487392,Back,Back 2. Chloe Ant,Chloe Ant,0,18.36,-1.00,-1.00,0.06,
28/10/2023,Cannington,Jaycin Campbell,220303894,57593706,Lay,Lay 4. West On Nugget,West On Nugget,0,3.50,0.40,-1.00,0.40,
28/10/2023,Cannington,Jaycin Campbell,220303899,50195480,Back,Back 6. Couch Surfer,Couch Surfer,1,1.63,0.63,0.63,-1.00,
28/10/2023,Cannington,Jaycin Campbell,220303909,62177987,Back,Back 8. Rare Speed,Rare Speed,0,7.09,-1.00,-1.00,0.16,
28/10/2023,Doomben,Shane Ciurleo,220219818,41308102,Back,Back 3. Blackcomb,Blackcomb,0,2.99,-1.00,-1.00,0.50,
28/10/2023,Doomben,Shane Ciurleo,220219839,813938,Lay,Lay 1. Devastating,Devastating,0,6.31,0.19,-1.00,0.19,
28/10/2023,Doomben,Shane Ciurleo,220219846,33957064,Lay,Lay 8. The Face,The Face,1,8.68,-1.00,7.68,-1.00,
28/10/2023,Doomben,Shane Ciurleo,220219853,62098306,Back,Back 7. Addriel,Addriel,0,3.45,-1.00,-1.00,0.41,
28/10/2023,Doomben,Pros Vs Bookies,220219853,6007033,Lay,Lay 3. Abounding,Abounding,1,4.35,-1.00,3.35,-1.00,
28/10/2023,Doomben,Shane Ciurleo,220219860,44620001,Lay,Lay 5. Our Magnus,Our Magnus,0,9.09,0.12,-1.00,0.12,
28/10/2023,Doomben,Shane Ciurleo,220219867,3013186,Back,Back 11. Eagles Crag,Eagles Crag,1,1.67,0.67,0.67,-1.00,
28/10/2023,Doomben,Pros Vs Bookies,220219867,3013186,Lay,Lay 11. Eagles Crag,Eagles Crag,1,1.67,-1.00,0.67,-1.00,
28/10/2023,Moonee Valley,Bella Anderson,220171903,4121051,Back,Back 6. Imperatriz,Imperatriz,1,1.40,0.40,0.40,-1.00,
28/10/2023,Moonee Valley,Jackson Oldham,220171903,4121051,Back,Back 6. Imperatriz,Imperatriz,1,1.40,0.40,0.40,-1.00,
28/10/2023,Moonee Valley,Dean Evans,220171903,61069722,Back,Back 3. Uncommon James,Uncommon James,0,11.82,-1.00,-1.00,0.09,
28/10/2023,Moonee Valley,Jackson Oldham,220171919,41819997,Back,Back 1. Romantic Warrior,Romantic Warrior,1,4.30,3.30,3.30,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220171919,41819997,Back,Back 1. Romantic Warrior,Romantic Warrior,1,4.30,3.30,3.30,-1.00,
28/10/2023,Moonee Valley,Pros Vs Bookies,220171919,41819997,Lay,Lay 1. Romantic Warrio,Romantic Warrior,1,4.30,-1.00,3.30,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220171919,48261055,Back,Back 4. Alligator Blood,Alligator Blood,0,7.01,-1.00,-1.00,0.17,
28/10/2023,Moonee Valley,Lay Back with Betfair,220171919,12971597,Back,Back 5. Gold Trip,Gold Trip,0,7.52,-1.00,-1.00,0.15,
28/10/2023,Moonee Valley,Bella Anderson,220171919,62065042,Back,Back 11. Militarize,Militarize,0,9.13,-1.00,-1.00,0.12,
28/10/2023,Moonee Valley,Dean Evans,220171919,62065041,Back,Back 10. Victoria Road,Victoria Road,0,19.51,-1.00,-1.00,0.05,
28/10/2023,Moonee Valley,Bella Anderson,220214072,6612802,Back,Back 2. Unflinching,Unflinching,0,3.71,-1.00,-1.00,0.37,
28/10/2023,Moonee Valley,Bella Anderson,220214081,62098108,Back,Back 13. Immortal Star,Immortal Star,0,12.19,-1.00,-1.00,0.09,
28/10/2023,Moonee Valley,Bella Anderson,220214090,61070021,Back,Back 2. Wishlor Lass,Wishlor Lass,1,2.50,1.50,1.50,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214090,61070021,Back,Back 2. Wishlor Lass,Wishlor Lass,1,2.50,1.50,1.50,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214099,62098118,Back,Back 14. Gumdrops,Gumdrops,1,6.26,5.26,5.26,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214099,62098114,Back,Back 5. Sheva,Sheva,0,5.22,-1.00,-1.00,0.24,
28/10/2023,Moonee Valley,Bella Anderson,220214099,62098117,Back,Back 12. Floozie,Floozie,0,6.82,-1.00,-1.00,0.17,
28/10/2023,Moonee Valley,Jackson Oldham,220214099,51407578,Back,Back 1. Saltaire,Saltaire,0,6.95,-1.00,-1.00,0.17,
28/10/2023,Moonee Valley,Bella Anderson,220214108,50478466,Back,Back 4. Antino,Antino,0,2.75,-1.00,-1.00,0.57,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214108,50478466,Back,Back 4. Antino,Antino,0,2.75,-1.00,-1.00,0.57,
28/10/2023,Moonee Valley,Jackson Oldham,220214108,62098119,Lay,Lay 6. Prowess,Prowess,1,5.95,-1.00,4.95,-1.00,
28/10/2023,Moonee Valley,Pros Vs Bookies,220214109,62098119,Lay,Lay 6. Prowess,Prowess,1,3.00,-1.00,2.00,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214117,8801637,Back,Back 8. Skybird,Skybird,1,3.55,2.55,2.55,-1.00,
28/10/2023,Moonee Valley,Bella Anderson,220214117,62098121,Back,Back 3. Carina Queen,Carina Queen,0,8.69,-1.00,-1.00,0.13,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214117,1444028,Back,Back 2. Aprilia,Aprilia,0,9.21,-1.00,-1.00,0.12,
28/10/2023,Moonee Valley,Pros Vs Bookies,220214126,19038648,Lay,Lay 3. Verdad,Verdad,0,2.66,0.60,-1.00,0.60,
28/10/2023,Moonee Valley,Jackson Oldham,220214126,54138969,Lay,Lay 2. Air Assault,Air Assault,0,5.59,0.22,-1.00,0.22,
28/10/2023,Moonee Valley,Bella Anderson,220214126,19038648,Back,Back 3. Verdad,Verdad,0,2.66,-1.00,-1.00,0.60,
28/10/2023,Moonee Valley,Bella Anderson,220214153,58635633,Back,Back 3. Archo Nacho,Archo Nacho,1,2.82,1.82,1.82,-1.00,
28/10/2023,Moonee Valley,Lay Back with Betfair,220214153,58635633,Back,Back 3. Archo Nacho,Archo Nacho,1,2.82,1.82,1.82,-1.00,
28/10/2023,Morphettville,Lachlan Mosley,220213500,62097620,Back,Back 6. Give Some Lip,Give Some Lip,1,2.50,1.50,1.50,-1.00,
28/10/2023,Morphettville,Lachlan Mosley,220213506,60415314,Lay,Lay 2. Katims Club,Katims Club,0,4.14,0.32,-1.00,0.32,
28/10/2023,Morphettville,Pros Vs Bookies,220213506,62097623,Lay,Lay 5. Free Vino,Free Vino,1,3.05,-1.00,2.05,-1.00,
28/10/2023,Morphettville,Lachlan Mosley,220213524,56905275,Back,Back 9. Second To Nun,Second To Nun,0,2.40,-1.00,-1.00,0.72,
28/10/2023,Morphettville,Lachlan Mosley,220213536,3863747,Back,Back 7. Wheels,Wheels,0,3.25,-1.00,-1.00,0.44,
28/10/2023,Morphettville,Lachlan Mosley,220213542,42751968,Back,Back 6. Daring Move,Daring Move,0,5.84,-1.00,-1.00,0.21,
28/10/2023,Randwick,Linton Chataway,220216352,42561030,Back,Back 5. Sebonack,Sebonack,0,9.00,-1.00,-1.00,0.12,
28/10/2023,Randwick,Linton Chataway,220216366,9179168,Back,Back 8. Sequestered,Sequestered,0,2.78,-1.00,-1.00,0.56,
28/10/2023,Randwick,Lay Back with Betfair,220216380,36604583,Back,Back 1. Huetor,Huetor,0,6.00,-1.00,-1.00,0.20,
28/10/2023,Randwick,Linton Chataway,220216387,4670263,Back,Back 2. Tom Kitten,Tom Kitten,1,2.74,1.74,1.74,-1.00,
28/10/2023,Randwick,Pros Vs Bookies,220216387,4670263,Lay,Lay 2. Tom Kitten,Tom Kitten,1,2.74,-1.00,1.74,-1.00,
28/10/2023,Randwick,Dean Evans,220216387,62098702,Back,Back 12. Tutta La Vita,Tutta La Vita,0,8.00,-1.00,-1.00,0.14,
28/10/2023,Randwick,Dean Evans,220216387,62098700,Back,Back 10. Medatsu,Medatsu,0,17.61,-1.00,-1.00,0.06,
28/10/2023,Randwick,Lay Back with Betfair,220216394,44185954,Back,Back 2. Espiona,Espiona,1,4.58,3.58,3.58,-1.00,
28/10/2023,Randwick,Pros Vs Bookies,220216394,49063390,Lay,Lay 7. Magic Time,Magic Time,0,2.64,0.61,-1.00,0.61,
28/10/2023,Randwick,Linton Chataway,220216394,62098716,Lay,Lay 8. Parisal,Parisal,0,14.17,0.08,-1.00,0.08,
28/10/2023,Randwick,Lay Back with Betfair,220216394,41243440,Back,Back 6. Roots,Roots,0,13.73,-1.00,-1.00,0.08,
28/10/2023,Randwick,Lay Back with Betfair,220216401,62098734,Back,Back 11. Arctic Glamour,Arctic Glamour,0,1.87,-1.00,-1.00,1.15,
28/10/2023,Randwick,Linton Chataway,220216401,62098734,Back,Back 11. Arctic Glamour,Arctic Glamour,0,1.87,-1.00,-1.00,1.15,
29/10/2023,Hobart,Jamie Cockshutt,220304937,62065544,Back,Back 1. Hy On A Hill,Hy On A Hill,1,1.41,0.41,0.41,-1.00,
29/10/2023,Hobart,Jamie Cockshutt,220304939,41409031,Back,Back 4. Petrea Bromac,Petrea Bromac,1,1.64,0.64,0.64,-1.00,
29/10/2023,Hobart,Jamie Cockshutt,220304941,62065548,Back,Back 3. Camelot Jedimast,Camelot Jedimaster,1,3.10,2.10,2.10,-1.00,
29/10/2023,Hobart,Jamie Cockshutt,220304943,30287540,Back,Back 7. Lancelot,Lancelot,0,4.79,-1.00,-1.00,0.26,
29/10/2023,Hobart,Jamie Cockshutt,220304945,36748901,Back,Back 5. Villacci,Villacci,0,4.22,-1.00,-1.00,0.31,
29/10/2023,Hobart,Jamie Cockshutt,220304949,49766907,Back,Back 2. Modern Jive,Modern Jive,0,5.41,-1.00,-1.00,0.23,
29/10/2023,Hobart,Jamie Cockshutt,220304951,12033926,Back,Back 1. Royal Appointmen,Royal Appointment,0,1.30,-1.00,-1.00,3.32,
29/10/2023,Hobart,Jamie Cockshutt,220304953,49488124,Back,Back 6. Last Of The Mohi,Last Of The Mohicans,0,3.95,-1.00,-1.00,0.34,
29/10/2023,Sale,Chris Camilleri,220272163,8165393,Back,Back 4. Modown,Modown,1,1.99,0.99,0.99,-1.00,
29/10/2023,Sale,Chris Camilleri,220272170,43858364,Lay,Lay 4. Mr Trafficanti,Mr Trafficanti,0,1.76,1.32,-1.00,1.32,
29/10/2023,Sale,Chris Camilleri,220272184,49364434,Back,Back 6. Morpheus Bragi,Morpheus Bragi,0,4.93,-1.00,-1.00,0.25,
29/10/2023,Sale,Chris Camilleri,220272205,62136097,Back,Back 5. Maktoob,Maktoob,1,1.99,0.99,0.99,-1.00,
30/10/2023,Globe Derby,Mark Lawrence,220368371,54084816,Lay,Lay 1. Hereforagoodtim,Hereforagoodtime,0,3.47,0.40,-1.00,0.40,
30/10/2023,Globe Derby,Mark Lawrence,220368379,28389199,Back,Back 2. Keilah,Keilah,1,2.80,1.80,1.80,-1.00,
30/10/2023,Globe Derby,Mark Lawrence,220368381,62099496,Back,Back 4. Hezrockinroyalty,Hezrockinroyalty,1,2.10,1.10,1.10,-1.00,
31/10/2023,Albion Park,Ryan Spice,220425453,3017893,Lay,Lay 6. Call To Order,Call To Order,0,7.08,0.16,-1.00,0.16,
31/10/2023,Albion Park,Ryan Spice,220425463,62145123,Back,Back 6. Darcys Fireball,Darcys Fireball,0,1.69,-1.00,-1.00,1.44,
31/10/2023,Bendigo,Darren And Brett Carroll,220425419,50295132,Back,Back 9. Major Fire,Major Fire,0,7.40,-1.00,-1.00,0.16,
31/10/2023,Bendigo,Darren And Brett Carroll,220425423,4722951,Back,Back 8. Bandit Eyes,Bandit Eyes,1,3.54,2.54,2.54,-1.00,
31/10/2023,Bendigo,Darren And Brett Carroll,220425427,38706982,Back,Back 1. Ce Pe Three,Ce Pe Three,1,2.09,1.09,1.09,-1.00,
31/10/2023,Gloucester Park,Scott Hill,220426344,62145152,Back,Back 6. My Captain My Ca,My Captain My Captain,1,2.92,1.92,1.92,-1.00,
31/10/2023,Gloucester Park,Scott Hill,220426347,41774634,Back,Back 3. Alta Queen,Alta Queen,1,2.23,1.23,1.23,-1.00,
31/10/2023,Gloucester Park,Scott Hill,220426353,41243735,Back,Back 1. Tux And Tails,Tux And Tails,0,3.94,-1.00,-1.00,0.34,
31/10/2023,Gloucester Park,Scott Hill,220426359,20981491,Back,Back 6. Robshaw,Robshaw,0,2.90,-1.00,-1.00,0.53,
31/10/2023,Gloucester Park,Scott Hill,220426362,1269370,Back,Back 5. Barbados,Barbados,1,1.33,0.33,0.33,-1.00,
31/10/2023,Grafton,Linton Chataway,220421773,62176982,Back,Back 5. Prophets Devine,Prophets Devine,0,1.59,-1.00,-1.00,1.70,
31/10/2023,Grafton,Linton Chataway,220421788,38607928,Back,Back 3. Gobbled,Gobbled,0,4.60,-1.00,-1.00,0.28,
31/10/2023,Grafton,Linton Chataway,220421798,4057816,Lay,Lay 3. Kings Gold,Kings Gold,0,5.69,0.21,-1.00,0.21,
31/10/2023,Swan Hill,Jackson Oldham,220422038,62177490,Lay,Lay 11. Deciduous,Deciduous,1,7.60,-1.00,6.60,-1.00,
31/10/2023,Swan Hill,Jackson Oldham,220422059,62177509,Back,Back 1. Campaspe Run,Campaspe Run,0,1.95,-1.00,-1.00,1.05,
31/10/2023,Swan Hill,Linton Chataway,220422066,44185137,Lay,Lay 4. Makbeel,Makbeel,0,6.20,0.19,-1.00,0.19,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
