EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_GOALS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_KICK_OFF,BEST_LAY_KICK_OFF,MATCHED_VOLUME_KICK_OFF,HALF_TIME,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,TOTAL_MATCHED_VOLUME
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Brisbane Roar FC (W) v Newcastle Jets (W),31918083,MATCH_ODDS,206608065,Match Odds,37905964,Brisbane Roar FC (W),WINNER,1,3,Brisbane Roar FC (W),Newcastle Jets (W),,2,1,1.44,1.49,2492.89,2022-11-19 04:49:44.000 +0000,1.04,1.05,8682.65,35924.2
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Brisbane Roar FC (W) v Newcastle Jets (W),31918083,MATCH_ODDS,206608065,Match Odds,8839000,Newcastle Jets (W),LOSER,0,3,Brisbane Roar FC (W),Newcastle Jets (W),,2,1,5.9,7.2,169.14,2022-11-19 04:49:44.000 +0000,95,130,696.62,935.88
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Brisbane Roar FC (W) v Newcastle Jets (W),31918083,MATCH_ODDS,206608065,Match Odds,58805,The Draw,LOSER,0,3,Brisbane Roar FC (W),Newcastle Jets (W),,2,1,6,6.2,110.17,2022-11-19 04:49:44.000 +0000,25,25,317.75,2165.51
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Canberra United (W) v Perth Glory (W),31918108,MATCH_ODDS,206608153,Match Odds,8839009,Canberra United (W),LOSER,0,4,Canberra United (W),Perth Glory (W),,2,2,2.24,2.38,773.74,2022-11-19 04:46:48.000 +0000,1.44,1.45,5249.62,7651.39
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Canberra United (W) v Perth Glory (W),31918108,MATCH_ODDS,206608153,Match Odds,8839004,Perth Glory (W),LOSER,0,4,Canberra United (W),Perth Glory (W),,2,2,2.88,3.05,163.97,2022-11-19 04:46:48.000 +0000,9.6,10.5,539.89,1466.01
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Canberra United (W) v Perth Glory (W),31918108,MATCH_ODDS,206608153,Match Odds,58805,The Draw,WINNER,1,4,Canberra United (W),Perth Glory (W),,2,2,4.2,4.6,51.32,2022-11-19 04:46:48.000 +0000,4.8,5.1,518.17,4408.16
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Western United (W) v Melbourne Victory (W),31920864,MATCH_ODDS,206675231,Match Odds,8839001,Melbourne Victory (W),LOSER,0,1,Western United (W),Melbourne Victory (W),,1,0,1.8,1.92,312.5,2022-11-19 04:47:58.000 +0000,1.94,2.26,1392.13,1614.94
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Western United (W) v Melbourne Victory (W),31920864,MATCH_ODDS,206675231,Match Odds,58805,The Draw,LOSER,0,1,Western United (W),Melbourne Victory (W),,1,0,4.8,5.3,58.69,2022-11-19 04:47:58.000 +0000,3.15,3.55,195.65,458.42
2022-11-19 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 19 Nov/Western United (W) v Melbourne Victory (W),31920864,MATCH_ODDS,206675231,Match Odds,50440795,Western United (W),WINNER,1,1,Western United (W),Melbourne Victory (W),,1,0,3.7,3.95,41.27,2022-11-19 04:47:58.000 +0000,4.2,5,547.46,3376.03
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Wellington Phoenix (W) v Melbourne City (W),31918107,MATCH_ODDS,206608241,Match Odds,10475264,Melbourne City (W),WINNER,1,5,Wellington Phoenix (W),Melbourne City (W),,,,1.26,1.31,3328,2022-11-20 02:49:57.000 +0000,1.72,1.74,11209.68,24840.76
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Wellington Phoenix (W) v Melbourne City (W),31918107,MATCH_ODDS,206608241,Match Odds,58805,The Draw,LOSER,0,5,Wellington Phoenix (W),Melbourne City (W),,,,7,8,215.56,2022-11-20 02:49:57.000 +0000,3.65,3.65,763.24,931.92
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Wellington Phoenix (W) v Melbourne City (W),31918107,MATCH_ODDS,206608241,Match Odds,41934374,Wellington Phoenix (W),LOSER,0,5,Wellington Phoenix (W),Melbourne City (W),,,,11.5,14,116.21,2022-11-20 02:49:57.000 +0000,6.8,7.4,722.43,794.05
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Adelaide United (W) v Sydney FC (W),31918121,MATCH_ODDS,206608329,Match Odds,8839013,Adelaide United (W),WINNER,1,1,Adelaide United (W),Sydney FC (W),,1,0,2.82,2.94,320.87,2022-11-20 05:47:30.000 +0000,3.65,3.7,1379.2,6095.71
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Adelaide United (W) v Sydney FC (W),31918121,MATCH_ODDS,206608329,Match Odds,8839012,Sydney FC (W),LOSER,0,1,Adelaide United (W),Sydney FC (W),,1,0,2.4,2.5,248.99,2022-11-20 05:47:30.000 +0000,2.84,2.76,2973.65,5362.55
2022-11-20 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 20 Nov/Adelaide United (W) v Sydney FC (W),31918121,MATCH_ODDS,206608329,Match Odds,58805,The Draw,LOSER,0,1,Adelaide United (W),Sydney FC (W),,1,0,3.95,4.2,96.84,2022-11-20 05:47:30.000 +0000,2.68,2.72,888.43,3625.94
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Brisbane Roar FC (W) v Canberra United (W),31928981,MATCH_ODDS,206842603,Match Odds,37905964,Brisbane Roar FC (W),LOSER,0,2,Brisbane Roar FC (W),Canberra United (W),,1,1,2.06,2.12,253.62,2022-11-26 04:52:27.000 +0000,6,6.2,1823.43,3198.39
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Brisbane Roar FC (W) v Canberra United (W),31928981,MATCH_ODDS,206842603,Match Odds,8839009,Canberra United (W),LOSER,0,2,Brisbane Roar FC (W),Canberra United (W),,1,1,3.25,3.3,422.45,2022-11-26 04:52:27.000 +0000,1.7,1.71,5373.57,8085.25
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Brisbane Roar FC (W) v Canberra United (W),31928981,MATCH_ODDS,206842603,Match Odds,58805,The Draw,WINNER,1,2,Brisbane Roar FC (W),Canberra United (W),,1,1,4.5,5,103.24,2022-11-26 04:52:27.000 +0000,3.8,4,547.83,6574.35
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Sydney FC (W) v Melbourne Victory (W),31928982,MATCH_ODDS,206842691,Match Odds,8839001,Melbourne Victory (W),LOSER,0,2,Sydney FC (W),Melbourne Victory (W),,2,0,5.6,7.4,227.64,2022-11-26 04:51:02.000 +0000,140,190,391.09,408.29
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Sydney FC (W) v Melbourne Victory (W),31928982,MATCH_ODDS,206842691,Match Odds,8839012,Sydney FC (W),WINNER,1,2,Sydney FC (W),Melbourne Victory (W),,2,0,1.5,1.57,2711.76,2022-11-26 04:51:02.000 +0000,1.05,1.06,4488.46,13361.3
2022-11-26 00:00:00.000 +0000,Australian Soccer/Australian A-League Women/Fixtures 26 Nov/Sydney FC (W) v Melbourne Victory (W),31928982,MATCH_ODDS,206842691,Match Odds,58805,The Draw,LOSER,0,2,Sydney FC (W),Melbourne Victory (W),,2,0,5,5.8,120.9,2022-11-26 04:51:02.000 +0000,27,36,204.94,282.03
