Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Ryan Spice,1/07/2025,Albion Park,EXPERT TIPS,FALSE,Harness,1,4,BACK,WIN,$2.00,4. My Ultimate Zander,2,,245231537,84116769,8,1,1.66,1.21,0,0
Ryan Spice,1/07/2025,Albion Park,EXPERT TIPS,FALSE,Harness,2,7,LAY,PLACE,$2.50,7. Ignite,1,BEST BET,245231540,6104240,8,0,3.44,0.38,0,0.38
Ryan Spice,1/07/2025,Albion Park,EXPERT TIPS,FALSE,Harness,4,10,BACK,WIN,$1.90,10. Jilliby Giddey,3,BEST BET,245231543,84738770,8,1,1.71,1.96,0,1.96
Scott Hill,1/07/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,3,10,BACK,WIN,$4.00,10. Artful Major,1,,245231562,68613013,8,0,4,-1,-1,0
Scott Hill,1/07/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,4,5,BACK,WIN,$3.30,5. Henrik Larsson,1,,245231565,37258168,8,0,9.28,-1,-1,0
Scott Hill,1/07/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,$1.65,1. Soho Vesper Lind,3,BEST BET,245231568,63403434,8,0,2.65,-3,-3,-3
Scott Hill,1/07/2025,Gloucester Park,EXPERT TIPS,FALSE,Harness,6,2,LAY,WIN,$2.00,2. Cara Diana,3,,245231571,85293797,8,0,1.71,3.89,3.89,0
Will Norman,1/07/2025,Penrith,EXPERT TIPS,FALSE,Harness,1,10,BACK,WIN,$2.20,10. Lasting Memory,3,BEST BET,245231286,1513276,8,1,2.6,4.42,4.42,4.42
Will Norman,1/07/2025,Penrith,EXPERT TIPS,FALSE,Harness,2,8,BACK,PLACE,$2.50,8. Rocketon,2,,245231290,50999344,8,0,2.23,-2,0,0
Will Norman,1/07/2025,Penrith,EXPERT TIPS,FALSE,Harness,4,5,BACK,WIN,$2.25,5. Vespa Stride,2,,245231295,66993175,8,1,2.96,3.61,3.61,0
