LOCAL_RACE_DATE,RACETIME_AEDT,COUNTRY,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,2152999,Wizard Of Odds,4.62,8.05,0.0,2.26,1.0
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,70430557,Sopelana,5.43,32.0,0.0,6.4,0.0
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,73963313,Antoine De Paris,38.17,191.84,0.0,50.0,0.0
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,75121116,Bibe Mus,2.76,4.4,0.0,1.77,0.0
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,89760616,Brother Hollie,110.47,,-1.0,,-1.0
2025-11-01,2025-11-01 21:50:00,IE,Down Royal,34906078,249886043,249886044.0,Lisburn And Castlereagh City Council 3-Y-O Hurdle (Class E),2m1f Hrd,1,1337291,Mange Tout,4.96,1.62,1.0,1.24,1.0
2025-11-01,2025-11-01 22:25:00,IE,Down Royal,34906078,249886048,249886049.0,Tayto Group Maiden Hurdle (Div 1) (Class E),2m1f Mdn Hrd,2,45692923,Stepdance,8.56,29.25,0.0,2.61,0.0
2025-11-01,2025-11-01 22:25:00,IE,Down Royal,34906078,249886048,249886049.0,Tayto Group Maiden Hurdle (Div 1) (Class E),2m1f Mdn Hrd,2,28702761,Ledger,262.44,1000.0,0.0,129.84,0.0
2025-11-01,2025-11-01 22:25:00,IE,Down Royal,34906078,249886048,249886049.0,Tayto Group Maiden Hurdle (Div 1) (Class E),2m1f Mdn Hrd,2,61600792,Maxwell Smart,26.26,200.0,0.0,12.5,1.0
2025-11-01,2025-11-01 22:25:00,IE,Down Royal,34906078,249886048,249886049.0,Tayto Group Maiden Hurdle (Div 1) (Class E),2m1f Mdn Hrd,2,68425526,Jony R,15.66,72.41,1.0,4.73,1.0
