Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,1,4,BACK,WIN,$2.10,4. Shmoov Moova,4,,237704736,78433881,7,1,1.48,1.79,0,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,3,5,BACK,WIN,$3.45,5. Kraken Time,2,,237704754,73721047,7,0,4.71,-2,-2,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,3,9,BACK,WIN,$4.80,9. Treasured Queen,2,,237704754,68891162,7,0,4.4,-2,0,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,$2.60,4. Bopping Blue,3,,237704763,41833007,7,0,1.99,-3,0,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,4,6,BACK,WIN,$3.50,6. Norich,1,,237704763,38849727,7,0,5.2,-1,-1,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,5,15,BACK,PLACE,$2.40,15. Sentimental Hero,5,BEST BET,237704773,76008437,7,0,1.7,-5,0,-5
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,6,1,BACK,WIN,$2.50,1. Own The Queen,3,,237704781,67041013,7,0,3.14,-3,-3,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,6,5,BACK,WIN,$6.50,5. Antique Miss,1,,237704781,56253703,7,1,4.31,3.08,0,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,7,7,BACK,WIN,$2.50,7. All Play,3,,237704790,1541076,7,1,3.82,7.87,7.87,0
Terry Leighton,1/01/2025,Ascot,EXPERT TIPS,FALSE,Thoroughbred,7,9,BACK,WIN,$4.80,9. Celestial Storm,1,,237704790,78433889,7,0,3.45,-1,0,0
Mitch Lewis,1/01/2025,Canterbury,EXPERT TIPS,FALSE,Thoroughbred,2,11,LAY,WIN,5,11. The Enchanter,1,,237700478,78432358,10,0,4.46,0.26,0.26,0
Mitch Lewis,1/01/2025,Canterbury,EXPERT TIPS,FALSE,Thoroughbred,4,4,BACK,WIN,1.8,4. Lady Extreme,3,BEST BET,237700496,71373474,10,0,2.26,-3,-3,-3
Mitch Lewis,1/01/2025,Canterbury,EXPERT TIPS,FALSE,Thoroughbred,5,6,BACK,WIN,,6. Oh Diamond Lil,2,,237700505,70456370,10,1,2.38,2.48,0,0
Brett & Darren Carroll,1/01/2025,Echuca,EXPERT TIPS,FALSE,Harness,3,1,BACK,WIN,$1.90,1. Hand Writer,3,BEST BET,237725832,27789845,7,0,1.71,-3,0,-3
Brett & Darren Carroll,1/01/2025,Echuca,EXPERT TIPS,FALSE,Harness,7,1,LAY,WIN,$8.00,1. Lorimermajor,2,BEST BET,237725840,38123603,7,0,2.4,1.33,1.33,1.33
Brett Carroll,1/01/2025,Echuca,EXPERT TIPS,FALSE,Harness,3,1,BACK,WIN,1.9,1. Hand Writer,3,BEST BET,237725832,27789845,7,0,1.71,-3,0,-3
Brett Carroll,1/01/2025,Echuca,EXPERT TIPS,FALSE,Harness,7,1,LAY,WIN,8,1. Lorimermajor,2,BEST BET,237725840,38123603,7,0,2.4,1.33,1.33,1.33
Jackson Oldham,1/01/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,1,1,LAY,WIN,4.4,1. Dom,4,BEST BET,237700560,5696746,7,0,3.39,1.56,1.56,1.56
Jackson Oldham,1/01/2025,Flemington,EXPERT TIPS,FALSE,Thoroughbred,3,5,BACK,WIN,3.66,5. Redoutes Night,2,BEST BET,237700578,59187488,7,1,4.33,6.19,6.19,6.19
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,1,3,BACK,WIN,1.5,3. Piping Willow,2,,237703533,67289265,7,1,2.95,3.63,3.63,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,2,4,BACK,WIN,1.5,4. Dynamic Warrior,4,,237703539,78290184,7,1,1.54,2.01,2.01,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,3,8,BACK,WIN,4.2,8. Araya Sunshine,1,,237703545,64546173,7,0,6.41,-1,-1,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,4,6,BACK,WIN,2.6,6. Gingerson,1,,237703551,27386027,7,0,2.54,-1,0,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,4,2,BACK,WIN,3.5,2. Gee Gee Can Win ,1,,237703551,27385960,7,1,5.43,4.12,4.12,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,5,8,LAY,WIN,8.5,8. Pinandi ,2,,237703557,56686516,7,0,3.81,0.66,0.66,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,6,4,LAY,WIN,6.9,4. Fear The Sting,1,,237703563,56686532,7,0,5.58,0.2,0.2,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,7,1,LAY,WIN,7.5,1. Sir Simon,1,,237703569,22821613,7,0,6.05,0.18,0.18,0
Stephen Christie,1/01/2025,Longford,EXPERT TIPS,FALSE,Thoroughbred,8,3,LAY,WIN,4.5,3. Carneros,1,,237703575,60229044,7,0,3.15,0.43,0.43,0
Glenn Ingram,1/01/2025,Mornington,LATE MAIL,FALSE,Thoroughbred,5,2,BACK,WIN,2,2. Corrupted,3,BEST BET,237704587,1199174,7,1,1.93,2.59,0,2.59
Lachlan Mosley,1/01/2025,Murray Bridge,EXPERT TIPS,FALSE,Thoroughbred,3,9,BACK,WIN,,9. Suit Of Wands ,2,,237700424,78432320,7,0,3.6,-2,0,0
Jaycin Campbell,1/01/2025,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,4,2,LAY,WIN,5,2. Tails Bale,2,,237725857,54139930,7,0,3.37,0.78,0.78,0
The Leg Up,1/01/2025,Sunshine Coast,LAY OF THE DAY,FALSE,Thoroughbred,6,2,LAY,WIN,4.5,2. Fairway Choice,1,,237700805,59684509,7,0,3.4,0.39,0.39,0
Michael Tye,1/01/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,3,4,BACK,WIN,1.8,4. Raining Fire,1,,237723234,78433706,7,1,1.96,0.89,0.89,0
Michael Tye,1/01/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,5,2,BACK,WIN,3,2. Gunai Daisy ,1,,237723244,73992216,7,0,3.04,-1,-1,0
Michael Tye,1/01/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,6,8,BACK,WIN,1.4,8. Lakeview Emily ,4,BEST BET,237723249,65121908,7,1,1.35,1.3,0,1.3
Michael Tye,1/01/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,7,8,BACK,WIN,1.95,8. My Hummingbird ,2,,237723254,69712657,7,0,2.29,-2,-2,0
Michael Tye,1/01/2025,The Meadows,EXPERT TIPS,FALSE,Greyhounds,7,2,LAY,WIN,4.6,2. Russian Raccoon ,2,BEST BET,237723254,67897903,7,1,2.4,-2,-2,-2
Jaycin Campbell,2/01/2025,Albion Park,EXPERT TIPS,FALSE,Greyhounds,1,3,LAY,WIN,10,3. Hey Jack,2,BEST BET,237748629,76338811,7,0,18.49,0.11,0,0.11
Jaycin Campbell,2/01/2025,Albion Park,EXPERT TIPS,FALSE,Greyhounds,2,1,BACK,WIN,2,1. Kia Kaha,3,BEST BET,237748634,60385999,7,1,2.04,2.9,2.9,2.9
Jaycin Campbell,2/01/2025,Albion Park,EXPERT TIPS,FALSE,Greyhounds,4,1,BACK,WIN,5,1. Pass Mark,1,,237748644,64763887,7,0,6.16,-1,-1,0
Jaycin Campbell,2/01/2025,Albion Park,EXPERT TIPS,FALSE,Greyhounds,7,5,BACK,WIN,5,5. Gold Scotch,1,,237748659,61826843,7,1,3.55,2.37,0,0
Jaycin Campbell,2/01/2025,Albion Park,EXPERT TIPS,FALSE,Greyhounds,10,3,BACK,WIN,5,3. Claretown Sadie,1,,237748674,71374634,7,0,8.8,-1,-1,0
The Leg Up,2/01/2025,Kilcoy,LAY OF THE DAY,FALSE,Thoroughbred,5,6,LAY,WIN,5.5,6. Yeah Copy,1,,237722543,62789010,7,0,2.79,0.52,0.52,0
Brett & Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,4,9,BACK,WIN,$3.00,9. Kalkadoon Dreaming,2,,237748701,73954817,7,0,2.84,-2,0,0
Brett & Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,$1.50,1. Thinkfast Runfast,3,BEST BET,237748704,65328120,7,1,1.5,1.4,1.4,1.4
Brett & Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,6,7,BACK,WIN,$1.70,7. Tango Tara,2,,237748707,22119997,7,1,2.38,2.57,2.57,0
Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,4,9,BACK,WIN,3,9. Kalkadoon Dreaming,2,,237748701,73954817,7,0,2.84,-2,0,0
Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,5,1,BACK,WIN,1.5,1. Thinkfast Runfast,3,BEST BET,237748704,65328120,7,1,1.5,1.4,1.4,1.4
Darren Carroll,2/01/2025,Melton,EXPERT TIPS,FALSE,Harness,6,7,BACK,WIN,1.7,7. Tango Tara,2,,237748707,22119997,7,1,2.38,2.57,2.57,0
Mitch Lewis,2/01/2025,Muswellbrook,EXPERT TIPS,FALSE,Thoroughbred,1,2,BACK,WIN,2.8,2. Magic Pharoah,2,BEST BET,237725543,78463635,10,1,3.25,4.05,4.05,4.05
Mitch Lewis,2/01/2025,Muswellbrook,EXPERT TIPS,FALSE,Thoroughbred,5,11,LAY,WIN,2.8,11. Bella Corazon,1,BEST BET,237725563,78463656,10,1,1.98,-1,-1,-1
Will Norman,2/01/2025,Penrith,EXPERT TIPS,FALSE,Harness,1,7,BACK,PLACE,2.5,7. Rocknroll Gig,1,,237745542,49245424,7,1,2.3,1.21,0,0
Will Norman,2/01/2025,Penrith,EXPERT TIPS,FALSE,Harness,4,2,BACK,WIN,3,2. Moneys On Matilda,1,,237745550,54712532,7,0,5.9,-1,-1,0
Will Norman,2/01/2025,Penrith,EXPERT TIPS,FALSE,Harness,6,5,BACK,WIN,3,5. Merrywood Tony,1,,237745556,58352195,7,0,2.09,-1,0,0
Will Norman,2/01/2025,Penrith,EXPERT TIPS,FALSE,Harness,7,4,BACK,WIN,2.5,4. Enable Me,2,BEST BET,237745559,63297983,7,1,3.05,3.81,3.81,3.81
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,1,3,BACK,WIN,2,3. Shima Stan ,2,,237748881,78434235,7,0,2.05,-2,-2,0
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,2,1,BACK,WIN,1.75,1. Urana Xavier ,3,BEST BET,237748886,77303471,7,1,1.43,1.2,0,1.2
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,6,2,BACK,PLACE,4,2. Utrillo Bale ,2,,237748907,68638630,7,1,1.54,1,0,0
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,7,5,LAY,WIN,1.65,5. Cashing Out ,2,BEST BET,237748911,68091775,7,1,2,-2,0,-2
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,8,3,BACK,WIN,2.75,3. White Crest ,2,,237748916,58569696,7,0,4.9,-2,-2,0
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,9,2,BACK,WIN,2.75,2. Zygon Bale ,2,,237748921,64318849,7,0,2.87,-2,-2,0
Michael Tye,2/01/2025,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,12,8,LAY,WIN,8,8. Paw Alexis ,1,,237748936,72443801,7,0,6.6,0.17,0.17,0
Joe Lannutti,2/01/2025,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,2,6,LAY,WIN,4.5,6. Laura Keeping,2,BEST BET,237745666,77964548,7,1,4.8,-2,0,-2
Joe Lannutti,2/01/2025,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,4,5,LAY,WIN,8,5. Zipping Hasler,2,BEST BET,237745676,78432791,7,1,6.44,-2,-2,-2
Joe Lannutti,2/01/2025,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,5,6,LAY,WIN,5,6. Blue Linkin,2,BEST BET,237745681,72478740,7,0,6.11,0.36,0,0.36
Joe Lannutti,2/01/2025,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,7,5,LAY,WIN,2.6,5. Santino Kade,1,,237745691,66450368,7,0,2.1,0.85,0.85,0
