LOCAL_MEETING_DATE,SCHEDULED_RACE_TIME,ACTUAL_OFF_TIME,TRACK,STATE_CODE,RACE_NO,WIN_MARKET_ID,WIN_MARKET_NAME,PLACE_MARKET_ID,RACING_TYPE,DISTANCE,RACE_TYPE,SELECTION_ID,TAB_NUMBER,SELECTION_NAME,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP,WIN_BSP_VOLUME,WIN_PREPLAY_MAX_PRICE_TAKEN,WIN_PREPLAY_MIN_PRICE_TAKEN,WIN_PREPLAY_LAST_PRICE_TAKEN,WIN_PREPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_PREPLAY_VOLUME,WIN_INPLAY_MAX_PRICE_TAKEN,WIN_INPLAY_MIN_PRICE_TAKEN,WIN_LAST_PRICE_TAKEN,WIN_INPLAY_WEIGHTED_AVERAGE_PRICE_TAKEN,WIN_INPLAY_VOLUME,PLACE_BSP_VOLUME,PLACE_MAX_PRICE_TAKEN,PLACE_MIN_PRICE_TAKEN,PLACE_LAST_PRICE_TAKEN,PLACE_WEIGHTED_AVERAGE_PRICE_TAKEN,PLACE_PREPLAY_VOLUME,BEST_AVAIL_BACK_AT_SCHEDULED_OFF,BEST_AVAIL_LAY_AT_SCHEDULED_OFF,BACK_MARKET_PERCENTAGE_AT_SCHEDULED_OFF,LAY_MARKET_PERCENTAGE_AT_SCHEDULED_OFF
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,85319938,1,Impending Fortune,LOSER,12,LOSER,3.05,1280.41,12.5,4.5,10.5,8.65,3440.15,790,10.5,790,35.79,44.8,179.5,3.4,2.52,3.35,3.06,1611.91,9.8,10.5,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,87805066,2,Kemal,WINNER,7,WINNER,2.1,1279.95,24,6.4,7,7.61,3017.14,7.4,1.01,1.01,1.36,1428.14,376.71,4.2,2.04,2.12,2.47,470.76,7,7.4,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,86620073,3,Whatsthetimemrwolf,LOSER,4.4,LOSER,1.6,1434.38,8.4,4.1,4.4,4.69,5788.29,900,3.5,780,18.69,118.28,414.28,2.24,1.53,1.62,1.68,687.4,4.3,4.4,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,95620734,4,De La Salle,LOSER,3.45,LOSER,1.73,2871.53,6.2,3.15,3.45,3.81,7383.14,900,3.45,900,22.43,92.29,399.75,2.12,1.57,1.73,1.67,801.82,3.45,3.55,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,95620735,5,Monsieur Wolf,LOSER,16.8,WINNER,4.9,622.88,21,11,16,13.68,1557.24,280,6.2,280,27.16,30.03,54.81,5.4,3.85,4.8,4.37,290.31,14.5,15,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,95620736,6,Who Loves A Harley,LOSER,200.43,LOSER,26.97,225.44,870,24,110,272.47,222.39,220,85,220,93.05,1.59,211.88,42,8.8,32,31.48,64.56,600,610,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,88420024,7,Egyptian Lass,LOSER,31.48,LOSER,4.9,479.83,32,11.5,30,22.07,857.99,380,12,300,51.37,14,205.46,5.4,2.8,4.8,4.58,124.05,28,29,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,95620737,8,Magic Socks,LOSER,96.72,WINNER,12.91,133.51,180,50,100,81.12,483.11,580,32,480,93.67,10.24,57.91,19,12,12,14.6,101.75,75,85,1.02,0.98
2026-03-01,13:35:00.000,13:38:10.000,Coffs Harbour,NSW,1,254557839,R1 1010m Mdn,254557840,Thoroughbred,1010,Mdn,95620738,9,Unite The Stars,LOSER,8,LOSER,2.26,1073.87,10.5,5.1,7.8,6.83,3793.76,900,5.8,480,21.08,92.69,237.96,2.36,2.22,2.36,2.29,91.28,7.4,7.8,1.02,0.98
2026-03-01,14:10:00.000,14:10:53.000,Coffs Harbour,NSW,2,254557842,R2 1412m CL3,254557843,Thoroughbred,1412,CL3,95620739,1,Satono Invader,WINNER,1.95,WINNER,1.26,4203.55,1.95,1.66,1.88,1.81,13305.8,13,1.01,1.01,1.73,3610.77,558.72,1.31,1.13,1.27,1.25,1037.32,1.87,1.88,1.02,0.99
