Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,2,4,BACK,WIN,,4. Tenterk ,1,,253368840,57305567,8,1,7.11,5.62,5.62,0
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,2,4,BACK,PLACE,,4. Tenterk ,1,,253368841,57305567,8,1,2.47,1.35,1.35,0
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,3,6,BACK,WIN,,6. Nadege ,2,BEST BET,253368846,2941279,8,0,6.6,-2,-2,-2
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,3,6,BACK,PLACE,,6. Nadege ,2,BEST BET,253368847,2941279,8,0,2.41,-2,-2,-2
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,6,6,BACK,WIN,,6. There Goes My Hero,2,,253368864,94448196,8,0,11.5,-2,-2,0
Lachlan Mosley,1/02/2026,Strathalbyn,EXPERT TIPS,FALSE,Thoroughbred,6,6,BACK,PLACE,,6. There Goes My Hero,2,,253368865,94448196,8,0,3.05,-2,-2,0
Brett & Darren Carroll,2/02/2026,Charlton,EXPERT TIPS,FALSE,Harness,3,2,BACK,WIN,$1.50,2. Tryx Vixen,4,BEST BET,253464568,91693048,8,0,2.23,-4,-4,-4
Brett & Darren Carroll,2/02/2026,Charlton,EXPERT TIPS,FALSE,Harness,6,9,BACK,WIN,$2.20,9. Lester,1,,253464574,28273748,8,1,2.49,1.37,1.37,0
Scott Hill,2/02/2026,Pinjarra,EXPERT TIPS,FALSE,Harness,3,5,BACK,WIN,$3.30,5. Deltariffic,1,,253466382,94457859,8,0,3.45,-1,-1,0
Scott Hill,2/02/2026,Pinjarra,EXPERT TIPS,FALSE,Harness,5,6,BACK,WIN,$2.00,6. Como El Viento,2,,253466386,71447773,8,0,1.56,-2,0,0
