Tipster_Name,MeetingDate,TrackName,Content,International_Meeting,Racing_Code,Race,Selection,BettingStrategy,MarketType,RP,SelectionName,Stake,BestBet,Market_ID,Selection_ID,MBR,RESULT,BSP,PROFIT_BSP,PROFIT_BSP_RP,PROFIT_BESTBET
Ryan Spice,1/10/2024,Albion Park,EXPERT TIPS,FALSE,Harness,3,9,BACK,WIN,1.8,9. Sun Wukong,2,BEST BET,233779512,74308437,7,0,2.36,-2,-2,-2
Ryan Spice,1/10/2024,Albion Park,EXPERT TIPS,FALSE,Harness,4,7,BACK,WIN,2,7. Aroda,2,BEST BET,233779514,67083333,7,0,1.77,-2,0,-2
Ryan Spice,1/10/2024,Albion Park,EXPERT TIPS,FALSE,Harness,5,7,LAY,PLACE,3,7. Jet Force,2,BEST BET,233779517,384232,7,0,3.9,0.64,0,0.64
Ryan Spice,1/10/2024,Albion Park,EXPERT TIPS,FALSE,Harness,8,7,BACK,WIN,2.5,7. Tairlaw Toll,2,BEST BET,233779522,28658211,7,0,2.18,-2,0,-2
Scott Hill,1/10/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,1,2,BACK,WIN,2.2,2. Seven No Trumps,2,,233788706,42403661,7,0,2.72,-2,-2,0
Scott Hill,1/10/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,2,9,BACK,WIN,2.5,9. Jaxon Morgan,3,,233788709,43701142,7,1,9.57,23.91,23.91,0
Scott Hill,1/10/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,3,3,LAY,WIN,3,3. Hengheng,2,,233788712,28467512,7,0,2.22,1.52,1.52,0
Scott Hill,1/10/2024,Gloucester Park,EXPERT TIPS,FALSE,Harness,3,5,BACK,WIN,2.8,5. Benji,2,,233788712,860095,7,1,2.4,2.6,0,0
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,2,7,BACK,WIN,3,7. Lydia Wave,1,,233780680,61219235,7,1,2.83,1.7,0,0
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,5,7,LAY,WIN,6,7. Ebby Justice,1,,233780695,51685843,7,0,9.36,0.11,0,0
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,6,8,LAY,WIN,5.5,8. Scarlet Oak,2,BEST BET,233780700,56272350,7,0,17.56,0.11,0,0.11
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,7,4,LAY,WIN,6.5,4. Zeus Keeping,2,,233780705,62908809,7,0,12.31,0.16,0,0
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,9,2,BACK,WIN,2.2,2. My Monroe ,2,BEST BET,233780715,72851424,7,0,1.34,-2,0,-2
Joe Lannutti,1/10/2024,Gosford,EXPERT TIPS,FALSE,Greyhounds,10,7,LAY,WIN,4,7. Dior Wick,1,,233780720,73793204,7,0,8,0.13,0,0
Will Norman,1/10/2024,Menangle,EXPERT TIPS,FALSE,Harness,2,7,BACK,WIN,2.3,7. Last Clansman,1,,233781671,73498832,7,0,2.58,-1,-1,0
Will Norman,1/10/2024,Menangle,EXPERT TIPS,FALSE,Harness,4,6,BACK,WIN,2.5,6. Peace Out,2,BEST BET,233781677,74308400,7,0,2.57,-2,-2,-2
Mitch Lewis,1/10/2024,Newcastle,EXPERT TIPS,FALSE,Thoroughbred,1,8,BACK,WIN,2.5,8. Lady Ichikawa,2,,233718835,71373456,10,1,2.32,2.38,0,0
Linton Chataway,1/10/2024,Newcastle,LAY OF THE DAY,FALSE,Thoroughbred,4,14,LAY,WIN,4.8,14. Ti Amo Tanto,1,BEST BET,233718850,74226923,10,0,6.2,0.17,0,0.17
Mitch Lewis,1/10/2024,Newcastle,EXPERT TIPS,FALSE,Thoroughbred,6,4,BACK,WIN,2.7,4. Be Real,2,BEST BET,233718860,926641,10,0,3.41,-2,-2,-2
Mark Lawrence,1/10/2024,Port Pirie,EXPERT TIPS,FALSE,Harness,2,6,BACK,WIN,1.8,6. Always Torque Tome,2,BEST BET,233775773,57926070,7,1,2.62,3.01,3.01,3.01
Mark Lawrence,1/10/2024,Port Pirie,EXPERT TIPS,FALSE,Harness,3,3,LAY,WIN,6.5,3. Brie,2,BEST BET,233775775,20944037,7,0,9.17,0.23,0,0.23
Darren Carroll,1/10/2024,Swan Hill,EXPERT TIPS,FALSE,Harness,1,11,LAY,WIN,7,11. Chirripo,1,BEST BET,233780264,2943657,7,0,4.27,0.28,0.28,0.28
Darren Carroll,1/10/2024,Swan Hill,EXPERT TIPS,FALSE,Harness,3,7,BACK,WIN,2,7. Blake Bolac,2,BEST BET,233780268,73953102,7,1,2.36,2.53,2.53,2.53
Darren Carroll,1/10/2024,Swan Hill,EXPERT TIPS,FALSE,Harness,6,3,BACK,WIN,2.5,3. Mynameisruby,1,,233780275,38262853,7,0,2.42,-1,0,0
Darren Carroll,1/10/2024,Swan Hill,EXPERT TIPS,FALSE,Harness,8,7,BACK,WIN,2.5,7. La Frank,1,,233780279,74301158,7,0,5.64,-1,-1,0
Jackson Oldham,1/10/2024,Tatura,EXPERT TIPS,FALSE,Thoroughbred,3,7,BACK,WIN,1.65,7. Finale ,2,BEST BET,233720147,3996901,7,1,1.47,0.87,0,0.87
Jackson Oldham,1/10/2024,Tatura,EXPERT TIPS,FALSE,Thoroughbred,5,6,LAY,WIN,4.4,6. Sea Mist,1,BEST BET,233720163,84508,7,0,3.9,0.32,0.32,0.32
Glenn Ingram,1/10/2024,Tatura,LATE MAIL,FALSE,Thoroughbred,5,5,BACK,WIN,5,5. Shamrock Bay,2,BEST BET,233720163,74338773,7,0,14.44,-2,-2,-2
Glenn Ingram,1/10/2024,Tatura,LATE MAIL,FALSE,Thoroughbred,5,5,BACK,PLACE,5,5. Shamrock Bay,2,BEST BET,233720164,74338773,7,1,3.95,5.49,0,5.49
Lachlan Mosley,2/10/2024,Balaklava,LATE MAIL,FALSE,Thoroughbred,1,11,BACK,WIN,,11. Justa Star ,2,,233780210,74459603,7,0,2.68,-2,0,0
Lachlan Mosley,2/10/2024,Balaklava,LATE MAIL,FALSE,Thoroughbred,1,11,BACK,PLACE,,11. Justa Star ,2,,233780211,74459603,7,1,1.42,0.78,0,0
Lachlan Mosley,2/10/2024,Balaklava,LATE MAIL,FALSE,Thoroughbred,4,2,BACK,WIN,,2. Riche Damore,3,BEST BET,233780228,70633037,7,0,3.36,-3,0,-3
Michael Tye,2/10/2024,Ballarat,EXPERT TIPS,FALSE,Greyhounds,4,7,BACK,WIN,3,7. Paw Barton,1,,233830221,73919574,7,0,2.44,-1,0,0
Michael Tye,2/10/2024,Ballarat,EXPERT TIPS,FALSE,Greyhounds,6,4,BACK,WIN,3.5,4. Lethal Avenger,2,BEST BET,233830231,71868559,7,0,4.8,-2,-2,-2
Michael Tye,2/10/2024,Ballarat,EXPERT TIPS,FALSE,Greyhounds,10,3,BACK,WIN,2.65,3. Little Darl ,1,,233830251,74461750,7,0,4.1,-1,-1,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,1,6,BACK,WIN,2.5,6. Rebounder,2,,233830183,45490507,7,0,3.07,-2,-2,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,3,1,BACK,WIN,2.7,1. Valentini,2,BEST BET,233830189,273172,7,1,4.68,6.84,6.84,6.84
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,4,9,BACK,WIN,6,9. Magic Matteo,1,,233830192,40112072,7,0,10.19,-1,-1,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,7,5,BACK,WIN,3.5,5. The Ringmaster,2,,233830201,5248450,7,0,11.62,-2,-2,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,7,3,BACK,WIN,9,3. Dottie Feels Good,1,,233830201,23626513,7,0,11.55,-1,-1,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,8,6,BACK,WIN,5,6. Sonny Writer,1,,233830204,72585610,7,0,9.93,-1,-1,0
Will Norman,2/10/2024,Bathurst,EXPERT TIPS,FALSE,Harness,8,7,BACK,WIN,7,7. Uncle Tony,1,,233830204,722333,7,0,7.67,-1,-1,0
Jackson Oldham,2/10/2024,Cranbourne,EXPERT TIPS,FALSE,Thoroughbred,1,2,BACK,WIN,2.4,2. Champagne Tonight,2,BEST BET,233780379,74459884,7,0,3.87,-2,-2,-2
Glenn Ingram,2/10/2024,Cranbourne,LATE MAIL,FALSE,Thoroughbred,1,2,BACK,WIN,3,2. Champagne Tonight,2,BEST BET,233780379,74459884,7,0,3.87,-2,-2,-2
Jackson Oldham,2/10/2024,Cranbourne,EXPERT TIPS,FALSE,Thoroughbred,5,3,LAY,WIN,4.2,3. Platinum Destroyer ,1,BEST BET,233780415,74459924,7,1,3.44,-1,-1,-1
Jackson Oldham,2/10/2024,Cranbourne,EXPERT TIPS,FALSE,Thoroughbred,8,3,BACK,WIN,3.7,3. Gangitano,2,,233780442,4156073,7,0,5.26,-2,-2,0
Linton Chataway,2/10/2024,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,2,2,BACK,WIN,3,2. Flying Aurelius,2,BEST BET,233780343,74459390,7,1,2.78,3.31,0,3.31
The Leg Up,2/10/2024,Eagle Farm,LAY OF THE DAY,FALSE,Thoroughbred,3,15,LAY,WIN,4.8,15. Starsonus,1,,233780350,74459402,7,0,3.1,0.44,0.44,0
Linton Chataway,2/10/2024,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,4,5,LAY,WIN,5,5. Tiz Enuff,1,BEST BET,233780357,74459405,7,0,5.55,0.2,0,0.2
Linton Chataway,2/10/2024,Eagle Farm,EXPERT TIPS,FALSE,Thoroughbred,6,12,BACK,WIN,3,12. Sunlord,1,,233780371,67039940,7,0,2.66,-1,0,0
Jaycin Campbell,2/10/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,5,4,BACK,WIN,3,4. Such A Life,2,,233835936,67504189,7,0,5.4,-2,-2,0
Jaycin Campbell,2/10/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,6,3,LAY,WIN,6,3. Goof Ball,2,BEST BET,233835941,70822340,7,0,8.11,0.26,0,0.26
Jaycin Campbell,2/10/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,6,2,BACK,WIN,3,2. Infamous,2,BEST BET,233835941,66654117,7,1,2.43,2.66,0,2.66
Jaycin Campbell,2/10/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,8,3,BACK,WIN,5,3. Sergeant Green,1,,233835953,67504296,7,0,2.66,-1,0,0
Jaycin Campbell,2/10/2024,Rockhampton,EXPERT TIPS,FALSE,Greyhounds,10,1,BACK,WIN,4,1. Swift Mike,1,,233835964,65487671,7,0,3.38,-1,0,0
Mitch Lewis,2/10/2024,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,1,5,BACK,WIN,5,5. Monte Veebee,1,,233780452,68891001,10,0,3.34,-1,0,0
Mitch Lewis,2/10/2024,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,5,1,BACK,WIN,2.4,1. Need Some Luck,4,BEST BET,233780484,69390012,10,0,2.45,-4,-4,-4
Mitch Lewis,2/10/2024,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,6,11,LAY,WIN,6,11. Wembanyama,1,BEST BET,233780492,74459787,10,0,5.49,0.2,0.2,0.2
Mitch Lewis,2/10/2024,Rosehill,EXPERT TIPS,FALSE,Thoroughbred,7,10,BACK,WIN,2.2,10. Mergeila,3,,233780500,74459792,10,0,2.22,-3,-3,0
Jaycin Campbell,3/10/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,5,1,BACK,WIN,3,1. Orson Appatite,2,BEST BET,233868798,52842206,7,0,2.68,-2,0,-2
Jaycin Campbell,3/10/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,6,8,BACK,WIN,3,8. Autumn Storm,2,,233868803,68020169,7,1,3.87,5.34,5.34,0
Jaycin Campbell,3/10/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,7,4,LAY,WIN,6,4. Waikarie Molly,2,BEST BET,233868808,54310943,7,1,5.56,-2,-2,-2
Jaycin Campbell,3/10/2024,Albion Park,EXPERT TIPS,FALSE,Greyhounds,8,8,BACK,WIN,5,8. Hilltop Prince,1,,233868813,72414557,7,0,3.66,-1,0,0
Darren Carroll,3/10/2024,Ballarat,EXPERT TIPS,FALSE,Harness,4,4,BACK,WIN,2.5,4. Nai Harn Bay,1,,233870043,40685919,7,0,1.99,-1,0,0
Darren Carroll,3/10/2024,Ballarat,EXPERT TIPS,FALSE,Harness,5,3,BACK,WIN,1.9,3. Artist,3,BEST BET,233870045,74461833,7,0,2.82,-3,-3,-3
Darren Carroll,3/10/2024,Ballarat,EXPERT TIPS,FALSE,Harness,6,5,LAY,WIN,8,5. Kimchi,1,BEST BET,233870047,51503083,7,0,10.5,0.1,0,0.1
Darren Carroll,3/10/2024,Ballarat,EXPERT TIPS,FALSE,Harness,7,5,BACK,WIN,2.5,5. Freight Shaker,2,,233870049,72610125,7,0,15.01,-2,-2,0
Glenn Ingram,3/10/2024,Ballarat,LATE MAIL,FALSE,Thoroughbred,9,5,BACK,WIN,3,5. Fields Of Courage,2,BEST BET,233833263,74493804,7,0,3.52,-2,-2,-2
Darren Carroll,3/10/2024,Ballarat,EXPERT TIPS,FALSE,Harness,10,1,BACK,WIN,2.5,1. Micton Mouse,2,,233870055,28170282,7,1,1.8,1.49,0,0
The Leg Up,3/10/2024,Ipswich,LAY OF THE DAY,FALSE,Thoroughbred,2,6,LAY,WIN,2.4,6. Autora,1,,233830148,74493515,7,0,1.47,1.98,1.98,0
Will Norman,3/10/2024,Penrith,EXPERT TIPS,FALSE,Harness,1,1,LAY,WIN,3,1. Golly Gee Fellas,2,,233868699,71085491,7,1,1.72,-2,-2,0
Will Norman,3/10/2024,Penrith,EXPERT TIPS,FALSE,Harness,2,1,LAY,WIN,9,1. Accelere,1,,233868702,22929207,7,0,6,0.19,0.19,0
Will Norman,3/10/2024,Penrith,EXPERT TIPS,FALSE,Harness,3,8,BACK,WIN,2.6,8. Maurlen Boy,3,BEST BET,233868705,74190754,7,0,4,-3,-3,-3
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,1,8,LAY,WIN,5.5,8. Paw Vortex ,2,,233879890,73643839,7,0,3.25,0.83,0.83,0
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,1,3,BACK,WIN,3.85,3. Paw Qwan,2,BEST BET,233879890,73222014,7,0,3.33,-2,0,-2
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,2,8,LAY,WIN,6,8. Spritely Sian,2,,233879895,74469849,7,0,6.4,0.34,0,0
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,5,5,LAY,WIN,3.6,5. Ethanol Water,2,BEST BET,233879910,61288688,7,1,4.44,-2,0,-2
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,8,6,LAY,WIN,4.4,6. Bagman ,2,,233879925,61826998,7,1,3.11,-2,-2,0
Michael Tye,3/10/2024,Sandown Park,EXPERT TIPS,FALSE,Greyhounds,10,1,BACK,PLACE,1.7,1. Rock Me Rocco ,2,,233879936,48934357,7,0,1.62,-2,0,0
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,3,5,BACK,WIN,3,5. Agland Luai,1,,233868315,43328394,7,1,2.72,1.6,0,0
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,4,6,LAY,WIN,5,6. Siska Lucy,2,BEST BET,233868320,66331899,7,0,5.67,0.4,0,0.4
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,7,2,BACK,WIN,4.5,2. King Tide,2,BEST BET,233868335,68712766,7,0,3.27,-2,0,-2
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,7,2,BACK,PLACE,4.5,2. King Tide,2,BEST BET,233868336,68712766,7,1,1.4,0.74,0,0.74
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,9,8,BACK,WIN,2.6,8. Aydens Warrior,2,BEST BET,233868345,72852823,7,1,2.4,2.6,0,2.6
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,11,4,BACK,WIN,7,4. Promises Three,1,,233868355,71110020,7,0,10.51,-1,-1,0
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,11,4,BACK,PLACE,7,4. Promises Three,1,,233868356,71110020,7,1,2.6,1.49,0,0
Joe Lannutti,3/10/2024,Wentworth Park,EXPERT TIPS,FALSE,Greyhounds,12,6,LAY,WIN,3,6. Law Book,1,BEST BET,233868360,7080272,7,0,3.05,0.45,0,0.45
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,2,8,BACK,WIN,6.5,8. Fleetwood Odin ,1,,233889860,74537935,7,0,8.98,-1,-1,0
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,4,8,BACK,WIN,2.75,8. Mac And Cheese ,2,,233889870,74537944,7,0,2.19,-2,0,0
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,5,3,LAY,WIN,4,3. My Mum Rocks ,2,BEST BET,233889875,74079997,7,1,3.51,-2,-2,-2
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,5,2,BACK,WIN,4.2,2. Canya Vivi ,3,BEST BET,233889875,73918888,7,0,4.08,-3,0,-3
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,9,1,LAY,WIN,3.8,1. Verdi ,2,,233889895,67009493,7,1,2.06,-2,-2,0
Michael Tye,4/10/2024,Geelong,EXPERT TIPS,FALSE,Greyhounds,10,1,BACK,WIN,2.4,1. Paw Mantra ,2,,233889900,73645015,7,0,2.71,-2,-2,0
Brett Carroll,4/10/2024,Geelong,EXPERT TIPS,FALSE,Harness,2,2,BACK,PLACE,1.5,2. El Resamo,2,,233888765,58603940,7,0,4.7,-2,-2,0
Brett Carroll,4/10/2024,Geelong,EXPERT TIPS,FALSE,Harness,3,6,BACK,WIN,1.5,6. Mister Blindside,3,BEST BET,233888767,66760318,7,0,1.72,-3,-3,-3
Brett Carroll,4/10/2024,Geelong,EXPERT TIPS,FALSE,Harness,7,3,BACK,WIN,1.6,3. Golden Tribe,2,,233888779,68065045,7,1,1.58,1.08,0,0
Brett Carroll,4/10/2024,Geelong,EXPERT TIPS,FALSE,Harness,8,4,LAY,WIN,16,4. Valiente,2,BEST BET,233888782,3320488,7,0,11.61,0.18,0.18,0.18
