EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_GOALS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_KICK_OFF,BEST_LAY_KICK_OFF,MATCHED_VOLUME_KICK_OFF,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,TOTAL_MATCHED_VOLUME
12/05/2023,Australian Soccer/Australian A-League Men/Fixtures 12 May/Sydney FC v Melbourne City,32331119,MATCH_ODDS,213910597,Match Odds,8586946,Melbourne City,LOSER,0,2,Sydney FC,Melbourne City,0,1,1,2.54,2.56,43481.61,1.54,1.54,174071.56,237761.86
12/05/2023,Australian Soccer/Australian A-League Men/Fixtures 12 May/Sydney FC v Melbourne City,32331119,MATCH_ODDS,213910597,Match Odds,1205121,Sydney FC,LOSER,0,2,Sydney FC,Melbourne City,0,1,1,2.98,3.05,17054.92,11.5,11,337482.44,373391.43
12/05/2023,Australian Soccer/Australian A-League Men/Fixtures 12 May/Sydney FC v Melbourne City,32331119,MATCH_ODDS,213910597,Match Odds,58805,The Draw,WINNER,1,2,Sydney FC,Melbourne City,0,1,1,3.65,3.7,11405.82,3.75,3.75,60315.53,130655.19
13/05/2023,Australian Soccer/Australian A-League Men/Adelaide United v Central Coast Mariners/Fixtures 13 May,32330669,MATCH_ODDS,213910491,Match Odds,571273,Adelaide United,LOSER,0,3,Adelaide United,Central Coast Mariners,-1,1,2,2.56,2.58,14340.03,8.8,8.4,33253.15,42469.83
13/05/2023,Australian Soccer/Australian A-League Men/Adelaide United v Central Coast Mariners/Fixtures 13 May,32330669,MATCH_ODDS,213910491,Match Odds,1205126,Central Coast Mariners,WINNER,1,3,Adelaide United,Central Coast Mariners,-1,1,2,2.76,2.78,12328,1.49,1.49,50349.68,155590.67
13/05/2023,Australian Soccer/Australian A-League Men/Adelaide United v Central Coast Mariners/Fixtures 13 May,32330669,MATCH_ODDS,213910491,Match Odds,58805,The Draw,LOSER,0,3,Adelaide United,Central Coast Mariners,-1,1,2,4,4.1,9091.59,4.7,4.6,17228.38,21976.33
19/05/2023,Australian Soccer/Australian A-League Men/Melbourne City v Sydney FC/Fixtures 19 May,32346975,MATCH_ODDS,214152791,Match Odds,8586946,Melbourne City,WINNER,1,4,Melbourne City,Sydney FC,4,4,0,1.76,1.77,52550.1,1.1,1.1,258906.15,355959.52
19/05/2023,Australian Soccer/Australian A-League Men/Melbourne City v Sydney FC/Fixtures 19 May,32346975,MATCH_ODDS,214152791,Match Odds,1205121,Sydney FC,LOSER,0,4,Melbourne City,Sydney FC,4,4,0,5,5.1,15028.4,65,65,26015.38,27118.87
19/05/2023,Australian Soccer/Australian A-League Men/Melbourne City v Sydney FC/Fixtures 19 May,32346975,MATCH_ODDS,214152791,Match Odds,58805,The Draw,LOSER,0,4,Melbourne City,Sydney FC,4,4,0,4.1,4.2,10101.41,13.5,13.5,19999.35,22201.14
20/05/2023,Australian Soccer/Australian A-League Men/Fixtures 20 May/Central Coast Mariners v Adelaide United,32349654,MATCH_ODDS,214257008,Match Odds,571273,Adelaide United,LOSER,0,2,Central Coast Mariners,Adelaide United,2,2,0,3.7,3.75,10336.06,4.3,4.4,32351.17,35641.92
20/05/2023,Australian Soccer/Australian A-League Men/Fixtures 20 May/Central Coast Mariners v Adelaide United,32349654,MATCH_ODDS,214257008,Match Odds,1205126,Central Coast Mariners,WINNER,1,2,Central Coast Mariners,Adelaide United,2,2,0,1.96,1.97,20412.66,2.08,2.06,90467.72,220003.19
20/05/2023,Australian Soccer/Australian A-League Men/Fixtures 20 May/Central Coast Mariners v Adelaide United,32349654,MATCH_ODDS,214257008,Match Odds,58805,The Draw,LOSER,0,2,Central Coast Mariners,Adelaide United,2,2,0,4.4,4.5,5935.64,3.45,3.45,14571.47,19690.68
3/06/2023,Australian Soccer/Australian A-League Men/Fixtures 3 Jun/Melbourne City v Central Coast Mariners,32367772,MATCH_ODDS,214485944,Match Odds,1205126,Central Coast Mariners,WINNER,1,7,Melbourne City,Central Coast Mariners,-5,1,6,3.5,3.55,11248.82,1.87,1.87,115703.19,256055.16
3/06/2023,Australian Soccer/Australian A-League Men/Fixtures 3 Jun/Melbourne City v Central Coast Mariners,32367772,MATCH_ODDS,214485944,Match Odds,8586946,Melbourne City,LOSER,0,7,Melbourne City,Central Coast Mariners,-5,1,6,2.14,2.16,83064.19,5.2,5.2,127485.55,147610.58
3/06/2023,Australian Soccer/Australian A-League Men/Fixtures 3 Jun/Melbourne City v Central Coast Mariners,32367772,MATCH_ODDS,214485944,Match Odds,58805,The Draw,LOSER,0,7,Melbourne City,Central Coast Mariners,-5,1,6,4,4.1,8425.32,3.7,3.75,34749.27,40137.65
