EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,TOTAL_GOALS,HOME_TEAM,AWAY_TEAM,HOME_MARGIN,HOME_SCORE,AWAY_SCORE,BEST_BACK_KICK_OFF,BEST_LAY_KICK_OFF,MATCHED_VOLUME_KICK_OFF,BEST_BACK_PRICE_HALF_TIME,BEST_LAY_PRICE_HALF_TIME,MATCHED_VOLUME_HALF_TIME,TOTAL_MATCHED_VOLUME
7/10/2022,Australian Soccer/Australian A-League Men/Fixtures 7 Oct/Melbourne City v Western United,31766313,MATCH_ODDS,203755890,Match Odds,8586946,Melbourne City,WINNER,1,3,Melbourne City,Western United,1,2,1,2.08,2.1,17485.66,1.31,1.31,86866.06,167790.84
7/10/2022,Australian Soccer/Australian A-League Men/Fixtures 7 Oct/Melbourne City v Western United,31766313,MATCH_ODDS,203755890,Match Odds,58805,The Draw,LOSER,0,3,Melbourne City,Western United,1,2,1,3.7,3.75,4830.31,5.5,5.5,20326.72,23475.23
7/10/2022,Australian Soccer/Australian A-League Men/Fixtures 7 Oct/Melbourne City v Western United,31766313,MATCH_ODDS,203755890,Match Odds,24301731,Western United,LOSER,0,3,Melbourne City,Western United,1,2,1,3.9,3.95,8542.04,18.5,18.5,21103.87,26141.69
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Brisbane Roar v Macarthur FC,31766315,MATCH_ODDS,203755996,Match Odds,3862627,Brisbane Roar,LOSER,0,0,Brisbane Roar,Macarthur FC,0,0,0,2,2.04,34034.6,2.26,2.3,72150.91,83136.79
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Brisbane Roar v Macarthur FC,31766315,MATCH_ODDS,203755996,Match Odds,36700739,Macarthur FC,LOSER,0,0,Brisbane Roar,Macarthur FC,0,0,0,3.9,3.95,6207.47,5.1,5.1,19758.51,26248.8
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Brisbane Roar v Macarthur FC,31766315,MATCH_ODDS,203755996,Match Odds,58805,The Draw,WINNER,1,0,Brisbane Roar,Macarthur FC,0,0,0,3.95,4,2857.36,2.74,2.72,12622.29,57881.17
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Sydney FC v Melbourne Victory,31766323,MATCH_ODDS,203756208,Match Odds,1205124,Melbourne Victory,WINNER,1,5,Sydney FC,Melbourne Victory,-1,2,3,3.3,3.35,16760.67,3.8,3.9,26580.97,122643.71
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Sydney FC v Melbourne Victory,31766323,MATCH_ODDS,203756208,Match Odds,1205121,Sydney FC,LOSER,0,5,Sydney FC,Melbourne Victory,-1,2,3,2.32,2.34,16805.16,2.84,2.8,49592.9,60846.15
8/10/2022,Australian Soccer/Australian A-League Men/Fixtures 8 Oct/Sydney FC v Melbourne Victory,31766323,MATCH_ODDS,203756208,Match Odds,58805,The Draw,LOSER,0,5,Sydney FC,Melbourne Victory,-1,2,3,3.6,3.65,10020.49,2.58,2.6,17905.46,66833.2
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Wellington Phoenix v Adelaide United,31766325,MATCH_ODDS,203756314,Match Odds,571273,Adelaide United,LOSER,0,2,Wellington Phoenix,Adelaide United,0,1,1,3,3.1,5139.63,2,1.99,28019.88,51283.42
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Wellington Phoenix v Adelaide United,31766325,MATCH_ODDS,203756314,Match Odds,58805,The Draw,WINNER,1,2,Wellington Phoenix,Adelaide United,0,1,1,3.55,3.8,2550.65,2.78,2.8,5300.08,33344.73
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Wellington Phoenix v Adelaide United,31766325,MATCH_ODDS,203756314,Match Odds,2469649,Wellington Phoenix,LOSER,0,2,Wellington Phoenix,Adelaide United,0,1,1,2.46,2.52,17972.83,7,7.2,29329.84,69678.15
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Western Sydney Wanderers v Perth Glory,31766326,MATCH_ODDS,203756420,Match Odds,370132,Perth Glory,LOSER,0,1,Western Sydney Wanderers,Perth Glory,1,1,0,5.8,6,2745.55,5.6,5.5,9803.64,15406.46
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Western Sydney Wanderers v Perth Glory,31766326,MATCH_ODDS,203756420,Match Odds,58805,The Draw,LOSER,0,1,Western Sydney Wanderers,Perth Glory,1,1,0,4.1,4.2,1691.16,2.52,2.5,4809.09,14781.85
9/10/2022,Australian Soccer/Australian A-League Men/Fixtures 9 Oct/Western Sydney Wanderers v Perth Glory,31766326,MATCH_ODDS,203756420,Match Odds,6480414,Western Sydney Wanderers,WINNER,1,1,Western Sydney Wanderers,Perth Glory,1,1,0,1.69,1.7,42974,2.36,2.36,68461.91,106187.74
14/10/2022,Australian Soccer/Australian A-League Men/Fixtures 14 Oct/Brisbane Roar v Melbourne City,31791715,MATCH_ODDS,204515348,Match Odds,3862627,Brisbane Roar,LOSER,0,2,Brisbane Roar,Melbourne City,-2,0,2,3.15,3.2,22861.87,70,75,36468.07,37001.44
14/10/2022,Australian Soccer/Australian A-League Men/Fixtures 14 Oct/Brisbane Roar v Melbourne City,31791715,MATCH_ODDS,204515348,Match Odds,8586946,Melbourne City,WINNER,1,2,Brisbane Roar,Melbourne City,-2,0,2,2.42,2.44,38482.58,1.09,1.08,117931.84,238982.73
14/10/2022,Australian Soccer/Australian A-League Men/Fixtures 14 Oct/Brisbane Roar v Melbourne City,31791715,MATCH_ODDS,204515348,Match Odds,58805,The Draw,LOSER,0,2,Brisbane Roar,Melbourne City,-2,0,2,3.55,3.65,12168.72,16,16.5,20798.41,24638.87
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Newcastle Jets v Perth Glory,31794290,MATCH_ODDS,204515454,Match Odds,1205125,Newcastle Jets,WINNER,1,3,Newcastle Jets,Perth Glory,1,2,1,2.04,2.06,26809.88,2.82,2.84,93575.09,192856.76
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Newcastle Jets v Perth Glory,31794290,MATCH_ODDS,204515454,Match Odds,370132,Perth Glory,LOSER,0,3,Newcastle Jets,Perth Glory,1,2,1,4.1,4.3,12600.02,4.2,4.2,20051.91,29920
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Newcastle Jets v Perth Glory,31794290,MATCH_ODDS,204515454,Match Odds,58805,The Draw,LOSER,0,3,Newcastle Jets,Perth Glory,1,2,1,3.65,3.7,4541.54,2.44,2.44,20095.41,62093.02
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Melbourne Victory v Western Sydney Wanderers,31794291,MATCH_ODDS,204515560,Match Odds,1205124,Melbourne Victory,LOSER,0,1,Melbourne Victory,Western Sydney Wanderers,-1,0,1,2.1,2.12,59890.95,6.8,6.8,126377.37,143585.79
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Melbourne Victory v Western Sydney Wanderers,31794291,MATCH_ODDS,204515560,Match Odds,58805,The Draw,LOSER,0,1,Melbourne Victory,Western Sydney Wanderers,-1,0,1,3.7,3.75,7779.37,3.7,3.6,26376.2,39477.25
15/10/2022,Australian Soccer/Australian A-League Men/Fixtures 15 Oct/Melbourne Victory v Western Sydney Wanderers,31794291,MATCH_ODDS,204515560,Match Odds,6480414,Western Sydney Wanderers,WINNER,1,1,Melbourne Victory,Western Sydney Wanderers,-1,0,1,3.9,3.95,12243.55,1.74,1.72,32184.29,133481.36
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Wellington Phoenix v Central Coast Mariners,31797142,MATCH_ODDS,204515666,Match Odds,1205126,Central Coast Mariners,LOSER,0,4,Wellington Phoenix,Central Coast Mariners,0,2,2,3.4,3.45,26063.06,3.7,3.65,31918.06,60017.67
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Wellington Phoenix v Central Coast Mariners,31797142,MATCH_ODDS,204515666,Match Odds,58805,The Draw,WINNER,1,4,Wellington Phoenix,Central Coast Mariners,0,2,2,3.95,4.1,3305.75,2.58,2.58,6555.27,27068.57
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Wellington Phoenix v Central Coast Mariners,31797142,MATCH_ODDS,204515666,Match Odds,2469649,Wellington Phoenix,LOSER,0,4,Wellington Phoenix,Central Coast Mariners,0,2,2,2.18,2.2,9329.2,2.9,2.96,21818.58,27514.37
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Macarthur FC v Adelaide United,31797143,MATCH_ODDS,204515772,Match Odds,571273,Adelaide United,LOSER,0,2,Macarthur FC,Adelaide United,2,2,0,2.96,3.1,27353.88,6.2,5.8,36117.98,43172.43
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Macarthur FC v Adelaide United,31797143,MATCH_ODDS,204515772,Match Odds,36700739,Macarthur FC,WINNER,1,2,Macarthur FC,Adelaide United,2,2,0,2.54,2.6,5334.23,1.75,1.76,19671.78,58308.6
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Macarthur FC v Adelaide United,31797143,MATCH_ODDS,204515772,Match Odds,58805,The Draw,LOSER,0,2,Macarthur FC,Adelaide United,2,2,0,3.45,3.65,2693.69,3.65,3.75,8882.43,11378.19
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Western United v Sydney FC,31799223,MATCH_ODDS,204515878,Match Odds,1205121,Sydney FC,WINNER,1,4,Western United,Sydney FC,-2,1,3,2.32,2.36,20940.99,1.56,1.56,32700.91,98830.8
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Western United v Sydney FC,31799223,MATCH_ODDS,204515878,Match Odds,58805,The Draw,LOSER,0,4,Western United,Sydney FC,-2,1,3,3.6,3.65,1537.74,4.2,4.3,4644.71,6224.42
16/10/2022,Australian Soccer/Australian A-League Men/Fixtures 16 Oct/Western United v Sydney FC,31799223,MATCH_ODDS,204515878,Match Odds,24301731,Western United,LOSER,0,4,Western United,Sydney FC,-2,1,3,3.3,3.4,3402.47,8,8,17960.39,25501.04
21/10/2022,Australian Soccer/Australian A-League Men/Fixtures 21 Oct/Western United v Macarthur FC,31817952,MATCH_ODDS,204747601,Match Odds,36700739,Macarthur FC,LOSER,0,2,Western United,Macarthur FC,0,1,1,3.45,3.5,11930.53,2.1,2.06,44096.97,95235.44
21/10/2022,Australian Soccer/Australian A-League Men/Fixtures 21 Oct/Western United v Macarthur FC,31817952,MATCH_ODDS,204747601,Match Odds,58805,The Draw,WINNER,1,2,Western United,Macarthur FC,0,1,1,3.8,3.85,9612.23,3.35,3.35,17226.1,77561.45
21/10/2022,Australian Soccer/Australian A-League Men/Fixtures 21 Oct/Western United v Macarthur FC,31817952,MATCH_ODDS,204747601,Match Odds,24301731,Western United,LOSER,0,2,Western United,Macarthur FC,0,1,1,2.22,2.24,16203.83,4.4,4.4,36524.42,61881.94
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Western Sydney Wanderers v Brisbane Roar,31817959,MATCH_ODDS,204747919,Match Odds,3862627,Brisbane Roar,LOSER,0,2,Western Sydney Wanderers,Brisbane Roar,0,1,1,4,4.1,2340.11,16,16,7407.01,19107.23
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Western Sydney Wanderers v Brisbane Roar,31817959,MATCH_ODDS,204747919,Match Odds,58805,The Draw,WINNER,1,2,Western Sydney Wanderers,Brisbane Roar,0,1,1,3.5,3.55,2328.24,4.7,4.7,6061.77,26412.52
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Western Sydney Wanderers v Brisbane Roar,31817959,MATCH_ODDS,204747919,Match Odds,6480414,Western Sydney Wanderers,LOSER,0,2,Western Sydney Wanderers,Brisbane Roar,0,1,1,2.12,2.14,7489.13,1.38,1.37,35892.77,49682.55
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Newcastle Jets v Wellington Phoenix,31817960,MATCH_ODDS,204748025,Match Odds,1205125,Newcastle Jets,WINNER,1,4,Newcastle Jets,Wellington Phoenix,2,3,1,2.34,2.38,5416.47,1.11,1.11,34208.23,60066.09
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Newcastle Jets v Wellington Phoenix,31817960,MATCH_ODDS,204748025,Match Odds,58805,The Draw,LOSER,0,4,Newcastle Jets,Wellington Phoenix,2,3,1,3.75,3.8,3074.95,13,14,4924.13,5363.59
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Newcastle Jets v Wellington Phoenix,31817960,MATCH_ODDS,204748025,Match Odds,2469649,Wellington Phoenix,LOSER,0,4,Newcastle Jets,Wellington Phoenix,2,3,1,3.15,3.3,9189.74,55,65,11623.33,11901.14
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Melbourne Victory v Melbourne City,31817961,MATCH_ODDS,204748131,Match Odds,8586946,Melbourne City,WINNER,1,2,Melbourne Victory,Melbourne City,-2,0,2,2.42,2.44,13062.93,1.04,1.04,92717.81,141231.72
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Melbourne Victory v Melbourne City,31817961,MATCH_ODDS,204748131,Match Odds,1205124,Melbourne Victory,LOSER,0,2,Melbourne Victory,Melbourne City,-2,0,2,3.15,3.25,11787.18,360,440,26255.11,26356.52
22/10/2022,Australian Soccer/Australian A-League Men/Fixtures 22 Oct/Melbourne Victory v Melbourne City,31817961,MATCH_ODDS,204748131,Match Odds,58805,The Draw,LOSER,0,2,Melbourne Victory,Melbourne City,-2,0,2,3.55,3.6,12529.5,36,38,20721.9,21355.82
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Sydney FC v Adelaide United,31817957,MATCH_ODDS,204747707,Match Odds,571273,Adelaide United,LOSER,0,4,Sydney FC,Adelaide United,0,2,2,3.4,3.5,6542.05,1.04,4,23027.82,30324.99
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Sydney FC v Adelaide United,31817957,MATCH_ODDS,204747707,Match Odds,1205121,Sydney FC,LOSER,0,4,Sydney FC,Adelaide United,0,2,2,2.24,2.28,17515.7,1.53,4,58118.87,94244.31
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Sydney FC v Adelaide United,31817957,MATCH_ODDS,204747707,Match Odds,58805,The Draw,WINNER,1,4,Sydney FC,Adelaide United,0,2,2,3.7,3.75,5705.5,3.15,3.55,13337.84,49844.72
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Central Coast Mariners v Perth Glory,31817966,MATCH_ODDS,204747813,Match Odds,1205126,Central Coast Mariners,LOSER,0,3,Central Coast Mariners,Perth Glory,-1,1,2,1.89,1.9,22966.51,2.74,2.72,44207.87,50252.43
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Central Coast Mariners v Perth Glory,31817966,MATCH_ODDS,204747813,Match Odds,370132,Perth Glory,WINNER,1,3,Central Coast Mariners,Perth Glory,-1,1,2,4.6,4.7,7865.23,3.85,3.8,11721.59,93500.27
23/10/2022,Australian Soccer/Australian A-League Men/Fixtures 23 Oct/Central Coast Mariners v Perth Glory,31817966,MATCH_ODDS,204747813,Match Odds,58805,The Draw,LOSER,0,3,Central Coast Mariners,Perth Glory,-1,1,2,3.85,3.9,5609.28,2.68,2.66,8967.08,24843.44
28/10/2022,Australian Soccer/Australian A-League Men/Fixtures 28 Oct/Western Sydney Wanderers v Newcastle Jets,31837408,MATCH_ODDS,205292065,Match Odds,1205125,Newcastle Jets,LOSER,0,2,Western Sydney Wanderers,Newcastle Jets,2,2,0,4.3,4.4,8332.68,17.5,17,18422.16,20719.56
28/10/2022,Australian Soccer/Australian A-League Men/Fixtures 28 Oct/Western Sydney Wanderers v Newcastle Jets,31837408,MATCH_ODDS,205292065,Match Odds,58805,The Draw,LOSER,0,2,Western Sydney Wanderers,Newcastle Jets,2,2,0,3.8,3.85,6770.04,5.1,5,44401.99,49034.99
28/10/2022,Australian Soccer/Australian A-League Men/Fixtures 28 Oct/Western Sydney Wanderers v Newcastle Jets,31837408,MATCH_ODDS,205292065,Match Odds,6480414,Western Sydney Wanderers,WINNER,1,2,Western Sydney Wanderers,Newcastle Jets,2,2,0,1.94,1.95,33648.88,1.34,1.33,84395.91,197149.77
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Brisbane Roar v Melbourne Victory,31837410,MATCH_ODDS,205292171,Match Odds,3862627,Brisbane Roar,LOSER,0,0,Brisbane Roar,Melbourne Victory,0,0,0,2.88,2.96,2659.29,3.7,3.75,14956.08,21683.83
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Brisbane Roar v Melbourne Victory,31837410,MATCH_ODDS,205292171,Match Odds,1205124,Melbourne Victory,LOSER,0,0,Brisbane Roar,Melbourne Victory,0,0,0,2.6,2.62,3862.95,2.94,2.98,23881.37,45984.5
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Brisbane Roar v Melbourne Victory,31837410,MATCH_ODDS,205292171,Match Odds,58805,The Draw,WINNER,1,0,Brisbane Roar,Melbourne Victory,0,0,0,3.6,3.65,1779.43,2.56,2.56,11362.29,50205.64
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Central Coast Mariners v Western United,31837413,MATCH_ODDS,205292277,Match Odds,1205126,Central Coast Mariners,WINNER,1,6,Central Coast Mariners,Western United,2,4,2,2.66,2.68,20825.46,18.5,19.5,28918.34,108753.81
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Central Coast Mariners v Western United,31837413,MATCH_ODDS,205292277,Match Odds,58805,The Draw,LOSER,0,6,Central Coast Mariners,Western United,2,4,2,3.75,3.85,6387.24,7.2,7.4,9222.14,36813.4
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Central Coast Mariners v Western United,31837413,MATCH_ODDS,205292277,Match Odds,24301731,Western United,LOSER,0,6,Central Coast Mariners,Western United,2,4,2,2.74,2.76,20078.17,1.24,1.24,61457.24,109307.56
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Macarthur FC v Sydney FC,31837414,MATCH_ODDS,205292383,Match Odds,36700739,Macarthur FC,LOSER,0,5,Macarthur FC,Sydney FC,-1,2,3,4.1,4.2,13390.7,65,75,22713.37,23504.59
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Macarthur FC v Sydney FC,31837414,MATCH_ODDS,205292383,Match Odds,1205121,Sydney FC,WINNER,1,5,Macarthur FC,Sydney FC,-1,2,3,1.96,1.97,71167.14,1.1,1.1,143523.3,203384.05
29/10/2022,Australian Soccer/Australian A-League Men/Fixtures 29 Oct/Macarthur FC v Sydney FC,31837414,MATCH_ODDS,205292383,Match Odds,58805,The Draw,LOSER,0,5,Macarthur FC,Sydney FC,-1,2,3,3.9,4,8950.83,13.5,13,25352.41,31500.11
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Adelaide United v Perth Glory,31837412,MATCH_ODDS,205292489,Match Odds,571273,Adelaide United,WINNER,1,3,Adelaide United,Perth Glory,1,2,1,1.88,1.93,7980.98,1.29,1.29,52810.41,77919.65
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Adelaide United v Perth Glory,31837412,MATCH_ODDS,205292489,Match Odds,370132,Perth Glory,LOSER,0,3,Adelaide United,Perth Glory,1,2,1,4.4,4.6,2016.86,17.5,18,6705.13,7272.75
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Adelaide United v Perth Glory,31837412,MATCH_ODDS,205292489,Match Odds,58805,The Draw,LOSER,0,3,Adelaide United,Perth Glory,1,2,1,3.85,3.9,2293.63,5.8,5.8,7727.25,9327.26
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Melbourne City v Wellington Phoenix,31837415,MATCH_ODDS,205292595,Match Odds,8586946,Melbourne City,LOSER,0,4,Melbourne City,Wellington Phoenix,0,2,2,1.5,1.51,47937.92,1.05,1.05,83289.01,168237.14
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Melbourne City v Wellington Phoenix,31837415,MATCH_ODDS,205292595,Match Odds,58805,The Draw,WINNER,1,4,Melbourne City,Wellington Phoenix,0,2,2,4.9,5.1,5153.79,27,26,6091.06,77222.59
30/10/2022,Australian Soccer/Australian A-League Men/Fixtures 30 Oct/Melbourne City v Wellington Phoenix,31837415,MATCH_ODDS,205292595,Match Odds,2469649,Wellington Phoenix,LOSER,0,4,Melbourne City,Wellington Phoenix,0,2,2,7,7.6,6930.84,130,150,8349.74,9400.85
4/11/2022,Australian Soccer/Australian A-League Men/Fixtures 4 Nov/Melbourne Victory v Newcastle Jets,31852933,MATCH_ODDS,205557339,Match Odds,1205124,Melbourne Victory,WINNER,1,4,Melbourne Victory,Newcastle Jets,4,4,0,1.73,1.74,25175.91,1.28,1.28,93002.35,161299.45
4/11/2022,Australian Soccer/Australian A-League Men/Fixtures 4 Nov/Melbourne Victory v Newcastle Jets,31852933,MATCH_ODDS,205557339,Match Odds,1205125,Newcastle Jets,LOSER,0,4,Melbourne Victory,Newcastle Jets,4,4,0,5.3,5.4,9356.23,18.5,18.5,15317.88,16311.1
4/11/2022,Australian Soccer/Australian A-League Men/Fixtures 4 Nov/Melbourne Victory v Newcastle Jets,31852933,MATCH_ODDS,205557339,Match Odds,58805,The Draw,LOSER,0,4,Melbourne Victory,Newcastle Jets,4,4,0,4.2,4.3,5534.59,6,6.2,17112.96,22034.48
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Melbourne City v Perth Glory,31852931,MATCH_ODDS,205557097,Match Odds,8586946,Melbourne City,WINNER,1,4,Melbourne City,Perth Glory,4,4,0,1.47,1.45,22168.25,1.59,1.55,63892.71,155236.04
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Melbourne City v Perth Glory,31852931,MATCH_ODDS,205557097,Match Odds,370132,Perth Glory,LOSER,0,4,Melbourne City,Perth Glory,4,4,0,9,9.2,4583.78,12,12,7670.56,8707.07
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Melbourne City v Perth Glory,31852931,MATCH_ODDS,205557097,Match Odds,58805,The Draw,LOSER,0,4,Melbourne City,Perth Glory,4,4,0,5,5.1,5252.5,3.55,3.55,6855.01,10478.36
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Western Sydney Wanderers v Central Coast Mariners,31854504,MATCH_ODDS,205557203,Match Odds,1205126,Central Coast Mariners,WINNER,1,3,Western Sydney Wanderers,Central Coast Mariners,-3,0,3,4,4.1,12443.36,3.1,2.84,49288.8,139577.14
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Western Sydney Wanderers v Central Coast Mariners,31854504,MATCH_ODDS,205557203,Match Odds,58805,The Draw,LOSER,0,3,Western Sydney Wanderers,Central Coast Mariners,-3,0,3,3.65,3.7,5683.03,2.58,2.56,25607.32,49555.59
5/11/2022,Australian Soccer/Australian A-League Men/Fixtures 5 Nov/Western Sydney Wanderers v Central Coast Mariners,31854504,MATCH_ODDS,205557203,Match Odds,6480414,Western Sydney Wanderers,LOSER,0,3,Western Sydney Wanderers,Central Coast Mariners,-3,0,3,2.08,2.1,40320.81,3.45,3.4,80377.37,92658.32
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Wellington Phoenix v Macarthur FC,31855368,MATCH_ODDS,205557445,Match Odds,36700739,Macarthur FC,LOSER,0,5,Wellington Phoenix,Macarthur FC,3,4,1,4.8,4.9,2877.2,15.5,14.5,7077.7,8636.05
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Wellington Phoenix v Macarthur FC,31855368,MATCH_ODDS,205557445,Match Odds,58805,The Draw,LOSER,0,5,Wellington Phoenix,Macarthur FC,3,4,1,4.1,4.2,2450.69,5.4,5.6,5151.22,8786.16
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Wellington Phoenix v Macarthur FC,31855368,MATCH_ODDS,205557445,Match Odds,2469649,Wellington Phoenix,WINNER,1,5,Wellington Phoenix,Macarthur FC,3,4,1,1.8,1.81,23189.88,1.34,1.33,45939.88,82690.02
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Brisbane Roar v Sydney FC,31855789,MATCH_ODDS,205557551,Match Odds,3862627,Brisbane Roar,WINNER,1,4,Brisbane Roar,Sydney FC,2,3,1,3.6,3.65,2730.14,1.67,1.66,38180.91,106832.3
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Brisbane Roar v Sydney FC,31855789,MATCH_ODDS,205557551,Match Odds,1205121,Sydney FC,LOSER,0,4,Brisbane Roar,Sydney FC,2,3,1,2.12,2.14,10434.21,6.8,6.4,16343.95,19178.49
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Brisbane Roar v Sydney FC,31855789,MATCH_ODDS,205557551,Match Odds,58805,The Draw,LOSER,0,4,Brisbane Roar,Sydney FC,2,3,1,3.9,4,4303.24,3.95,4.1,7342.65,8437.52
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Western United v Adelaide United,31855790,MATCH_ODDS,205557657,Match Odds,571273,Adelaide United,WINNER,1,6,Western United,Adelaide United,-2,2,4,2.4,2.46,18527.65,1.05,1.04,69081.1,138664.01
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Western United v Adelaide United,31855790,MATCH_ODDS,205557657,Match Odds,58805,The Draw,LOSER,0,6,Western United,Adelaide United,-2,2,4,3.75,3.8,3320.8,30,32,6866.97,7652.91
6/11/2022,Australian Soccer/Australian A-League Men/Fixtures 6 Nov/Western United v Adelaide United,31855790,MATCH_ODDS,205557657,Match Odds,24301731,Western United,LOSER,0,6,Western United,Adelaide United,-2,2,4,3.05,3.15,8989.13,110,130,13495.55,14015.29
11/11/2022,Australian Soccer/Australian A-League Men/Adelaide United v Melbourne Victory/Fixtures 11 Nov,31872505,MATCH_ODDS,205889955,Match Odds,571273,Adelaide United,WINNER,1,3,Adelaide United,Melbourne Victory,3,3,0,3.1,3.25,104893.27,1.58,1.56,142556.55,242580.17
11/11/2022,Australian Soccer/Australian A-League Men/Adelaide United v Melbourne Victory/Fixtures 11 Nov,31872505,MATCH_ODDS,205889955,Match Odds,1205124,Melbourne Victory,LOSER,0,3,Adelaide United,Melbourne Victory,3,3,0,2.42,2.5,38355.17,8.8,9,57876.24,63208.87
11/11/2022,Australian Soccer/Australian A-League Men/Adelaide United v Melbourne Victory/Fixtures 11 Nov,31872505,MATCH_ODDS,205889955,Match Odds,58805,The Draw,LOSER,0,3,Adelaide United,Melbourne Victory,3,3,0,3.6,3.65,15489.75,4,3.95,25211.22,30412.43
12/11/2022,Australian Soccer/Australian A-League Men/Newcastle Jets v Melbourne City/Fixtures 12 Nov,31872507,MATCH_ODDS,205890061,Match Odds,8586946,Melbourne City,WINNER,1,3,Melbourne City,Newcastle Jets,-1,1,2,1.61,1.66,31970.93,2.26,2.26,81816.2,171065.41
12/11/2022,Australian Soccer/Australian A-League Men/Newcastle Jets v Melbourne City/Fixtures 12 Nov,31872507,MATCH_ODDS,205890061,Match Odds,1205125,Newcastle Jets,LOSER,0,3,Melbourne City,Newcastle Jets,-1,1,2,5.8,5.9,9905.02,4.9,5,20224.46,24655.28
