LOCAL_RACE_DATE,RACETIME_AEDT,COUNTRY,TRACK,EVENT_ID,WIN_MARKET_ID,PLACE_MARKET_ID,RACE_NAME,WIN_MARKET_NAME,RACE_NUMBER,SELECTION_ID,RUNNER_NAME,RATED_PRICE,WIN_BSP,WIN_RESULT,PLACE_BSP,PLACE_RESULT
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,60539167,Saxon Land,211.58,539.22,0.0,58.73,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,28585454,Positive Energy,5.34,3.5,1.0,1.77,1.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,61902988,Raydamann,8.57,6.04,0.0,2.12,1.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,62041263,My Mate Tony,15.0,36.32,0.0,6.69,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,64729404,Bursinel,5.59,9.51,0.0,2.56,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,22186325,Glendower,47.33,132.18,0.0,23.41,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,79751647,Are We Dancing,363.71,1000.0,0.0,210.0,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,80692799,Jacko Star,30.22,13.33,0.0,3.8,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,80692797,Needs Must,14.61,16.85,0.0,4.5,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,80692800,Springhill Warrior,11.4,8.13,0.0,2.55,1.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,80450918,Mudslide Molly,16.52,57.92,0.0,15.5,0.0
2025-03-01,2025-03-01 23:00:00,IE,Navan,34077899,240186985,240186986.0,Meath Farm Machinery Maiden Hurdle (Class E),2m Mdn Hrd,1,43179,Rhythm Of Life,5.81,7.4,0.0,2.3,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,26515633,Eastern Wind,60.5,150.0,0.0,15.25,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,52854666,Speculatrix,9.48,8.08,0.0,2.0,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,71120887,Silver Lafanta,142.76,1000.0,0.0,128.01,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,76454297,Magic Day,2.48,5.66,0.0,1.46,1.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,76454303,Swing Davis,4.4,3.1,1.0,1.24,1.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,77742586,Dees Lady,5.14,2.68,0.0,1.2,1.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,79170398,Western Opera,146.32,640.0,0.0,70.0,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,78408168,Leading Endeavour,352.24,460.0,0.0,43.36,0.0
2025-03-01,2025-03-01 23:35:00,IE,Navan,34077899,240186990,240186991.0,Pick Your Places At BoyleSports Mares Maiden Hurdle (Class E),2m Mdn Hrd,2,80692802,Doyentohurl,28.02,195.97,0.0,22.0,0.0
2025-03-01,2025-03-02 00:10:00,IE,Navan,34077899,240186995,240186996.0,BoyleSports Money Back On Every Race At Cheltenham Handicap Hurdle (Class C) (0-125),2m4f Hcap Hrd,3,27840898,Reflectionist,17.62,36.0,0.0,6.14,0.0
