EVENT_DATE,PATH,EVENT_ID,MARKET_TYPE,MARKET_ID,MARKET_NAME,SELECTION_ID,RUNNER_NAME,RUNNER_STATUS,IS_WINNER,HOME_TEAM,AWAY_TEAM,BEST_BACK_FIRST_BALL,BEST_LAY_FIRST_BALL,MATCHED_VOLUME_FIRST_BALL,BEST_BACK_FIRST_INN_FOUR_OV,BEST_LAY_FIRST_INN_FOUR_OV,MATCHED_VOLUME_FIRST_INN_FOUR_OV,BEST_BACK_FIRST_INN_SIX_OV,BEST_LAY_FIRST_INN_SIX_OV,MATCHED_VOLUME_FIRST_INN_SIX_OV,BEST_BACK_FIRST_INN_TEN_OV,BEST_LAY_FIRST_INN_TEN_OV,MATCHED_VOLUME_FIRST_INN_TEN_OV,BEST_BACK_FIRST_INN_FIFTEEN_OV,BEST_LAY_FIRST_INN_FIFTEEN_OV,MATCHED_VOLUME_FIRST_INN_FIFTEEN_OV,BEST_BACK_FIRST_INN_CONCLUSION,BEST_LAY_FIRST_INN_CONCLUSION,MATCHED_VOLUME_FIRST_INN_CONCLUSION,BEST_BACK_SECOND_INN_FOUR_OV,BEST_LAY_SECOND_INN_FOUR_OV,MATCHED_VOLUME_SECOND_INN_FOUR_OV,BEST_BACK_SECOND_INN_SIX_OV,BEST_LAY_SECOND_INN_SIX_OV,MATCHED_VOLUME_SECOND_INN_SIX_OV,BEST_BACK_SECOND_INN_TEN_OV,BEST_LAY_SECOND_INN_TEN_OV,MATCHED_VOLUME_SECOND_INN_TEN_OV,BEST_BACK_SECOND_INN_FIFTEEN_OV,BEST_LAY_SECOND_INN_FIFTEEN_OV,MATCHED_VOLUME_SECOND_INN_FIFTEEN_OV,TOTAL_MATCHED_VOLUME
2022-10-13 00:00:00.000 +0000, WBBL/Brisbane Heat WBBL v Sydney Sixers WBBL,31807140,MATCH_ODDS,204515122,Match Odds,12217559,Brisbane Heat WBBL,LOSER,0,Brisbane Heat WBBL,Sydney Sixers WBBL,2.1,2.12,34196.51,1.87,,,2.24,2.24,111624.7,2.04,2.04,137374.31,2.08,2.08,437342.18,1.93,1.9,921095.75,1.87,,,1.57,1.48,3728961.3,3.5,3.25,4326593.85,6.4,6.4,4341536.61,4861858.13
2022-10-13 00:00:00.000 +0000, WBBL/Brisbane Heat WBBL v Sydney Sixers WBBL,31807140,MATCH_ODDS,204515122,Match Odds,12217558,Sydney Sixers WBBL,WINNER,1,Brisbane Heat WBBL,Sydney Sixers WBBL,1.9,1.91,359048.19,2.06,,,1.8,1.76,1745358.54,2,1.92,2148473.08,1.93,1.89,2523000.26,2.08,2.04,3374795.36,2.06,,,2.98,2.8,3642150.38,1.44,1.38,5022430.54,1.25,1.17,6707497.9,9160921.27
2022-10-14 00:00:00.000 +0000, WBBL/Sydney Thunder WBBL v Hobart Hurricanes WBBL,31810360,MATCH_ODDS,204578602,Match Odds,12217370,Hobart Hurricanes WBBL,WINNER,1,Sydney Thunder WBBL,Hobart Hurricanes WBBL,2.06,2.08,20295.62,,,,2.4,2.62,247952.45,2.38,2.34,262416.09,2.08,2.04,605972.35,2.6,2.58,803579.16,,,,2.74,2.66,867999.6,1.23,1.12,1896719.44,1.12,1.1,2782671.23,4065348.28
2022-10-14 00:00:00.000 +0000, WBBL/Sydney Thunder WBBL v Hobart Hurricanes WBBL,31810360,MATCH_ODDS,204578602,Match Odds,12217241,Sydney Thunder WBBL,LOSER,0,Sydney Thunder WBBL,Hobart Hurricanes WBBL,2.1,1.93,445791.84,,,,1.64,1.59,1080097.33,1.74,1.73,2062287.31,2,1.93,2247241.5,1.64,1.61,2652403.88,,,,1.62,1.55,4150429.63,8.8,6.4,4788546.76,11,10,4800340.39,4808731.2
2022-10-15 00:00:00.000 +0000, WBBL/Adelaide Strikers WBBL v Sydney Sixers WBBL,31821507,MATCH_ODDS,204849434,Match Odds,12215567,Adelaide Strikers WBBL,LOSER,0,Adelaide Strikers WBBL,Sydney Sixers WBBL,2.12,2.16,28554.17,2.52,2.28,610187.18,2.36,2.42,611291.3,4.1,4,655480.74,3.8,3.6,670639.7,3.25,3.2,744603.86,2.16,1.86,3465296.07,2.14,1.93,3496078.74,1.48,1.45,2986654.4,9.4,7.6,3657065.26,3665416.93
2022-10-15 00:00:00.000 +0000, WBBL/Adelaide Strikers WBBL v Sydney Sixers WBBL,31821507,MATCH_ODDS,204849434,Match Odds,12217558,Sydney Sixers WBBL,WINNER,1,Adelaide Strikers WBBL,Sydney Sixers WBBL,1.88,1.89,160040.41,1.77,1.61,791507.43,1.7,1.67,846127.17,1.37,1.32,2015557,1.39,1.35,2419353.54,1.45,1.44,3539948.74,2.1,1.86,4972356.62,1.99,1.86,4985118.87,3.05,3,4536149.37,1.2,1.09,6760609.69,8763829.42
2022-10-15 00:00:00.000 +0000, WBBL/Brisbane Heat WBBL v Melbourne Stars WBBL,31821564,MATCH_ODDS,204849610,Match Odds,12217559,Brisbane Heat WBBL,WINNER,1,Brisbane Heat WBBL,Melbourne Stars WBBL,1.59,1.6,375986.69,1.43,1.39,1975060.88,1.45,1.28,2480521.71,1.16,1.12,5486440.17,1.05,1.04,7821192.13,1.05,1.04,9231451.13,1.06,1.05,11338894.17,1.08,1.07,11736862.88,1.25,1.21,16558817.5,1.06,1.05,19093980.83,23460918.22
2022-10-15 00:00:00.000 +0000, WBBL/Brisbane Heat WBBL v Melbourne Stars WBBL,31821564,MATCH_ODDS,204849610,Match Odds,12217242,Melbourne Stars WBBL,LOSER,0,Brisbane Heat WBBL,Melbourne Stars WBBL,2.66,2.7,28822.13,3.4,3.35,78955.04,4.2,4.1,90389.35,8.6,8.6,122007.33,22,22,131578.38,21,21,136988.35,18,17.5,150519.12,15,13.5,153160.11,5.3,5.1,185345.66,19.5,17.5,203804.08,904746.41
2022-10-16 00:00:00.000 +0000, WBBL/Melbourne Renegades WBBL v Adelaide Strikers WBBL,31821569,MATCH_ODDS,204849776,Match Odds,12215567,Adelaide Strikers WBBL,LOSER,0,Melbourne Renegades WBBL,Adelaide Strikers WBBL,1.69,1.65,991899.41,1.75,1.72,3249368.33,2.5,2.58,3370118.17,2.5,2.46,3377819.2,1.7,1.65,3669555.48,2.02,1.96,3872441.07,6,5.5,4058332.01,4,4,4061990.46,2.88,2.8,4077880.29,4.5,4,4096020.47,4103583.85
2022-10-16 00:00:00.000 +0000, WBBL/Melbourne Renegades WBBL v Adelaide Strikers WBBL,31821569,MATCH_ODDS,204849776,Match Odds,12215569,Melbourne Renegades WBBL,WINNER,1,Melbourne Renegades WBBL,Adelaide Strikers WBBL,2.44,2.46,20417.4,2.36,2.4,38364.55,1.64,1.6,787172.12,1.7,1.63,955684.51,2.44,2.42,1064533.87,2.04,1.86,1149978.98,1.22,1.18,2302892.6,1.31,1.25,2597737.36,1.55,1.45,2869800.63,1.34,1.26,3584604.8,4350092.58
