Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2025-12-01,Sapphire Coast,R1 1000m Mdn,1,251126972,3017501,4,Reveillon,1,0.0,13.5,0.0,2.94
2025-12-01,Sapphire Coast,R1 1000m Mdn,1,251126972,78229905,2,Falcon Gold,2,0.0,3.54,1.0,1.42
2025-12-01,Sapphire Coast,R1 1000m Mdn,1,251126972,90567996,8,This Aint Texas,4,0.0,9.2,0.0,2.5
2025-12-01,Sapphire Coast,R1 1000m Mdn,1,251126972,91872317,1,Chillero,3,0.0,14.0,0.0,2.94
2025-12-01,Sapphire Coast,R1 1000m Mdn,1,251126972,91872320,9,Voltage Lass,5,1.0,2.82,1.0,1.71
2025-12-01,Sapphire Coast,R2 1000m Hcap,2,251126978,7016662,7,Flip The Switch,2,1.0,2.48,1.0,1.29
2025-12-01,Sapphire Coast,R2 1000m Hcap,2,251126978,64574711,5,Arctic Desert,4,0.0,12.0,0.0,2.89
2025-12-01,Sapphire Coast,R2 1000m Hcap,2,251126978,67007852,1,Princess Halo,3,0.0,10.14,1.0,2.72
2025-12-01,Sapphire Coast,R2 1000m Hcap,2,251126978,82343842,9,Noctua,5,0.0,9.66,0.0,2.44
2025-12-01,Sapphire Coast,R2 1000m Hcap,2,251126978,88069047,4,Hellinda,1,0.0,4.1,1.0,1.44
2025-12-01,Sapphire Coast,R3 1400m Mdn,3,251126984,829583,3,Strassman,4,0.0,13.5,1.0,3.2
2025-12-01,Sapphire Coast,R3 1400m Mdn,3,251126984,12741066,4,The Bus,2,0.0,49.76,0.0,7.35
2025-12-01,Sapphire Coast,R3 1400m Mdn,3,251126984,78813201,12,Rose Diamond,3,0.0,7.7,0.0,1.92
2025-12-01,Sapphire Coast,R3 1400m Mdn,3,251126984,81221397,10,Lady Yarrow,1,1.0,2.04,1.0,1.2
2025-12-01,Sapphire Coast,R3 1400m Mdn,3,251126984,91872322,5,Aint Seen Mars,5,0.0,11.65,0.0,3.4
2025-12-01,Sapphire Coast,R4 1400m Hcap,4,251126990,1062829,2,Magic Shot,4,0.0,10.98,0.0,2.94
2025-12-01,Sapphire Coast,R4 1400m Hcap,4,251126990,62431901,3,Fire And Gemstone,5,0.0,29.92,0.0,6.31
2025-12-01,Sapphire Coast,R4 1400m Hcap,4,251126990,68123670,6,Cosmic Ride,3,0.0,4.6,0.0,1.85
2025-12-01,Sapphire Coast,R4 1400m Hcap,4,251126990,85250386,7,Johntialjo,2,0.0,5.52,1.0,2.0
2025-12-01,Sapphire Coast,R4 1400m Hcap,4,251126990,91872326,1,Bombelleistic,1,1.0,3.75,1.0,1.65
2025-12-01,Sapphire Coast,R5 1600m Hcap,5,251126996,50853253,5,Breakaway Week,4,0.0,7.8,0.0,2.64
2025-12-01,Sapphire Coast,R5 1600m Hcap,5,251126996,68674065,4,Hard To Go Wrong,2,1.0,18.01,1.0,4.49
2025-12-01,Sapphire Coast,R5 1600m Hcap,5,251126996,69931517,6,Midnight Affair,1,0.0,3.95,1.0,1.74
2025-12-01,Sapphire Coast,R5 1600m Hcap,5,251126996,80677811,7,Nagadec,3,0.0,8.6,0.0,3.15
2025-12-01,Sapphire Coast,R5 1600m Hcap,5,251126996,91157378,1,Ana Carolina,5,0.0,14.5,0.0,4.91
2025-12-01,Sapphire Coast,R6 1200m Mdn,6,251127002,84696238,10,You Count,2,0.0,11.51,0.0,3.5
2025-12-01,Sapphire Coast,R6 1200m Mdn,6,251127002,91157498,4,Brass Monkeys,3,0.0,14.02,0.0,3.65
2025-12-01,Sapphire Coast,R6 1200m Mdn,6,251127002,91872332,1,Setta Icon,5,0.0,5.3,0.0,1.86
2025-12-01,Sapphire Coast,R6 1200m Mdn,6,251127002,91872335,8,Kneel Down,1,0.0,55.0,0.0,9.2
2025-12-01,Sapphire Coast,R6 1200m Mdn,6,251127002,91872338,12,Assertive Sway,4,0.0,117.97,0.0,15.07
2025-12-01,Sapphire Coast,R7 1200m Hcap,7,251127008,22084905,5,Alesund,2,0.0,21.0,0.0,5.22
2025-12-01,Sapphire Coast,R7 1200m Hcap,7,251127008,51311888,3,Burrowa,3,0.0,10.39,1.0,3.75
2025-12-01,Sapphire Coast,R7 1200m Hcap,7,251127008,51593909,10,Kool Bird,5,0.0,19.75,0.0,5.2
2025-12-01,Sapphire Coast,R7 1200m Hcap,7,251127008,83080242,15,Jazz All Knight,1,1.0,12.42,1.0,3.4
2025-12-01,Sapphire Coast,R7 1200m Hcap,7,251127008,91872344,16,Sunrise Ridge,4,0.0,4.9,0.0,2.06
2025-12-01,Taree,R1 1609m Mdn,1,251126936,2090609,9,Northern Glow,5,0.0,160.0,0.0,5.3
2025-12-01,Taree,R1 1609m Mdn,1,251126936,2357647,7,Magenta Shores,2,1.0,8.49,1.0,1.3
2025-12-01,Taree,R1 1609m Mdn,1,251126936,74853694,2,Clever Illusion,4,0.0,266.35,0.0,6.8
2025-12-01,Taree,R1 1609m Mdn,1,251126936,85712758,6,Argerich,3,0.0,65.51,1.0,3.0
2025-12-01,Taree,R1 1609m Mdn,1,251126936,91872187,4,Superata,1,0.0,1.29,1.0,1.05
2025-12-01,Taree,R2 1308m Mdn,2,251126941,79293441,3,Smokey Saint,4,0.0,6.76,0.0,1.99
2025-12-01,Taree,R2 1308m Mdn,2,251126941,90567764,2,Williams Smile,5,0.0,85.0,0.0,11.45
2025-12-01,Taree,R2 1308m Mdn,2,251126941,91872188,4,Eddies Charm,1,1.0,2.81,1.0,1.3
2025-12-01,Taree,R2 1308m Mdn,2,251126941,91872189,5,Gawking About,3,0.0,7.39,0.0,2.19
2025-12-01,Taree,R2 1308m Mdn,2,251126941,91872190,9,Dont Say Do,2,0.0,5.66,1.0,1.92
2025-12-01,Taree,R3 1005m Mdn,3,251126946,9542885,10,Tampa Bay,5,0.0,5.52,0.0,1.7
2025-12-01,Taree,R3 1005m Mdn,3,251126946,74493891,1,Ex Wife,1,1.0,3.4,1.0,1.51
2025-12-01,Taree,R3 1005m Mdn,3,251126946,88151068,2,Manapouri,3,0.0,10.69,0.0,2.94
2025-12-01,Taree,R3 1005m Mdn,3,251126946,91872192,3,Irresistibility,2,0.0,14.43,0.0,4.2
2025-12-01,Taree,R3 1005m Mdn,3,251126946,91872194,6,Dirty Does It,4,0.0,7.79,1.0,2.25
2025-12-01,Taree,R4 1005m CL2,4,251126951,59722965,1,Bonus Tempus,4,0.0,129.46,0.0,13.63
2025-12-01,Taree,R4 1005m CL2,4,251126951,76051932,4,Move She Can,5,0.0,3.7,1.0,1.32
2025-12-01,Taree,R4 1005m CL2,4,251126951,77688632,2,Etoile Filante,2,0.0,6.73,0.0,1.67
2025-12-01,Taree,R4 1005m CL2,4,251126951,91061065,5,Brown Sugar,1,1.0,2.28,1.0,1.15
2025-12-01,Taree,,4,251126951,91872198,9,Crazy Mikki,3,,,,
2025-12-01,Taree,R5 1258m Hcap,5,251126956,54173914,3,Toy Story,4,0.0,3.3,0.0,1.64
2025-12-01,Taree,R5 1258m Hcap,5,251126956,56645228,1,Aye Aye Skipper,3,0.0,5.96,0.0,1.98
2025-12-01,Taree,R5 1258m Hcap,5,251126956,62135441,9,Rebel One,5,0.0,35.7,0.0,7.47
2025-12-01,Taree,R5 1258m Hcap,5,251126956,73220434,2,Kevin Mckeen,2,1.0,4.1,1.0,1.56
2025-12-01,Taree,R5 1258m Hcap,5,251126956,73719712,4,Badboy Mccoy,1,0.0,20.0,0.0,5.1
2025-12-01,Taree,R6 1005m CL1,6,251126961,1281138,2,Sculptor,1,0.0,5.7,0.0,1.84
2025-12-01,Taree,R6 1005m CL1,6,251126961,38447777,6,On Her Word,3,0.0,30.0,0.0,6.0
2025-12-01,Taree,R6 1005m CL1,6,251126961,69829519,3,Grassburn,4,1.0,4.8,1.0,1.73
2025-12-01,Taree,R6 1005m CL1,6,251126961,91872199,1,Ocean Joy,5,0.0,5.13,1.0,1.9
2025-12-01,Taree,R6 1005m CL1,6,251126961,91872200,5,Song For Rosie,2,0.0,5.09,1.0,1.89
2025-12-01,Taree,R7 1408m Hcap,7,251126966,39088648,12,Wilderness Star,5,0.0,13.06,0.0,4.21
2025-12-01,Taree,R7 1408m Hcap,7,251126966,47240053,6,Calamity Fox,3,0.0,15.55,0.0,4.7
2025-12-01,Taree,R7 1408m Hcap,7,251126966,67359141,3,Mosgiel Daisy,2,0.0,2.2,0.0,1.3
2025-12-01,Taree,R7 1408m Hcap,7,251126966,71980421,2,Golden Honour,1,0.0,5.8,1.0,1.88
2025-12-01,Taree,R7 1408m Hcap,7,251126966,75758083,5,Tiwi Girl,4,0.0,97.91,0.0,16.02
2025-12-02,Donald,R1 1000m Mdn,1,251169639,10268005,9,Havana Moon,5,0.0,4.1,1.0,1.67
2025-12-02,Donald,R1 1000m Mdn,1,251169639,85283072,8,Habenaria,1,1.0,3.6,1.0,1.93
2025-12-02,Donald,R1 1000m Mdn,1,251169639,91924336,7,Above Me,2,0.0,6.11,0.0,1.97
2025-12-02,Donald,R1 1000m Mdn,1,251169639,91924337,10,Jumpin Jewellette,3,0.0,18.0,0.0,4.07
2025-12-02,Donald,R1 1000m Mdn,1,251169639,91924344,17,Tagyourit,4,0.0,40.0,0.0,6.4
2025-12-02,Donald,R2 1350m Mdn,2,251169647,276766,2,Knucklehead,2,0.0,17.47,0.0,2.98
2025-12-02,Donald,R2 1350m Mdn,2,251169647,48590778,3,Listen Up,3,0.0,29.0,0.0,4.3
2025-12-02,Donald,R2 1350m Mdn,2,251169647,91924346,1,Goghvan,5,0.0,108.67,0.0,16.0
2025-12-02,Donald,R2 1350m Mdn,2,251169647,91924349,6,Pierre Le Quill,4,0.0,31.62,0.0,3.64
2025-12-02,Donald,R2 1350m Mdn,2,251169647,91924356,13,Neziha,1,1.0,1.47,1.0,1.09
2025-12-02,Donald,R3 1350m Mdn,3,251169655,79022418,7,Black Eyed Blonde,2,1.0,2.65,1.0,1.35
2025-12-02,Donald,R3 1350m Mdn,3,251169655,90324333,2,El Toro Macho,1,0.0,7.2,0.0,2.32
2025-12-02,Donald,R3 1350m Mdn,3,251169655,91159136,4,Pump The Pedals,3,0.0,6.15,0.0,1.91
2025-12-02,Donald,R3 1350m Mdn,3,251169655,91924362,3,Mongolian City,4,0.0,14.0,0.0,3.49
2025-12-02,Donald,R3 1350m Mdn,3,251169655,91924364,6,Adamana,5,0.0,10.47,1.0,3.25
2025-12-02,Donald,R4 1350m Mdn,4,251169663,80972702,11,Petroula,3,0.0,10.5,1.0,2.39
2025-12-02,Donald,R4 1350m Mdn,4,251169663,84182161,5,Moral Turpitude,4,0.0,9.51,1.0,2.27
2025-12-02,Donald,R4 1350m Mdn,4,251169663,87857865,7,Thinking Sensation,1,1.0,1.7,1.0,1.16
2025-12-02,Donald,R4 1350m Mdn,4,251169663,91924370,3,Hes Electric,5,0.0,14.0,0.0,2.81
2025-12-02,Donald,R4 1350m Mdn,4,251169663,91924371,6,Sea Danger,2,0.0,15.77,0.0,3.14
2025-12-02,Donald,R5 1620m Mdn,5,251169671,11187236,11,Cosmic,3,0.0,11.12,1.0,2.58
2025-12-02,Donald,R5 1620m Mdn,5,251169671,91924375,1,Fox Strike,4,0.0,12.96,0.0,3.05
2025-12-02,Donald,,5,251169671,91924377,6,Rhooky,1,,,,
2025-12-02,Donald,R5 1620m Mdn,5,251169671,91924378,8,Boncapo,5,0.0,8.75,0.0,2.94
2025-12-02,Donald,R5 1620m Mdn,5,251169671,91924379,9,Valor Bound,2,0.0,8.48,0.0,2.9
2025-12-02,Donald,R6 1620m Hcap,6,251169679,2278003,1,Ballon Dor,4,1.0,10.0,1.0,3.3
2025-12-02,Donald,R6 1620m Hcap,6,251169679,3426503,4,Kiss My Rock,3,0.0,3.27,1.0,1.64
2025-12-02,Donald,R6 1620m Hcap,6,251169679,77963826,10,Off The Deep End,5,0.0,29.0,0.0,6.6
2025-12-02,Donald,R6 1620m Hcap,6,251169679,91924388,6,Jotopeli,2,0.0,6.4,0.0,2.24
2025-12-02,Donald,R6 1620m Hcap,6,251169679,91924390,8,Chosen Venture,1,0.0,7.0,0.0,2.44
2025-12-02,Donald,R7 1000m Hcap,7,251169687,36795643,3,El Salto,4,0.0,28.18,0.0,5.31
2025-12-02,Donald,R7 1000m Hcap,7,251169687,80399503,15,Fugacity,5,0.0,16.72,1.0,4.1
2025-12-02,Donald,R7 1000m Hcap,7,251169687,81890037,7,Elena Montero,2,1.0,2.14,1.0,1.31
2025-12-02,Donald,R7 1000m Hcap,7,251169687,91924393,8,Rubiquity,1,0.0,6.44,0.0,1.97
2025-12-02,Donald,R7 1000m Hcap,7,251169687,91924394,11,Mississippi Miller,3,0.0,35.97,0.0,6.6
2025-12-02,Donald,R8 1200m Hcap,8,251169695,36709445,7,Chelsea Toff,4,0.0,41.58,0.0,8.8
