Date,Track,Race Name,Race,Market,Selection,Number,Horse,Rank,WIN_RESULT,WIN_BSP,PLACE_RESULT,PLACE_BSP
2026-04-01,Ascot,R7 1800m Hcap,7,256042778,3711120,1,Noble Connection,2,0.0,18.5,0.0,5.55
2026-04-01,Ascot,R7 1800m Hcap,7,256042778,47393158,6,Birds The Word,3,0.0,15.4,1.0,4.78
2026-04-01,Ascot,R7 1800m Hcap,7,256042778,80399830,10,Black For Cash,1,1.0,12.5,1.0,3.99
2026-04-01,Ascot,R7 1800m Hcap,7,256042778,96748998,7,Noahquintilly,4,0.0,7.2,0.0,2.74
2026-04-01,Ascot,R7 1800m Hcap,7,256042778,96748999,9,Invincible Thief,5,0.0,4.6,0.0,2.08
2026-04-01,Ascot,R8 1200m Hcap,8,256042782,83379790,6,Main Act,5,0.0,20.4,0.0,3.7
2026-04-01,Ascot,R8 1200m Hcap,8,256042782,87094159,3,Urquharts Bluff,1,0.0,5.4,0.0,1.79
2026-04-01,Ascot,R8 1200m Hcap,8,256042782,94410222,9,Too Darn Stormy,3,0.0,2.51,1.0,1.44
2026-04-01,Ascot,R8 1200m Hcap,8,256042782,96749003,8,Maalis Song,2,1.0,14.0,1.0,3.56
2026-04-01,Ascot,R8 1200m Hcap,8,256042782,96749005,11,Superfluous,4,0.0,21.0,0.0,4.72
2026-04-01,Ascot,R9 1400m Hcap,9,256042786,42270525,2,Sunny Honey,2,0.0,10.5,1.0,3.2
2026-04-01,Ascot,R9 1400m Hcap,9,256042786,64163970,1,Madame Magic,1,0.0,8.27,0.0,2.54
2026-04-01,Ascot,R9 1400m Hcap,9,256042786,75436675,4,Simply Thinkin,4,0.0,5.4,0.0,2.02
2026-04-01,Ascot,R9 1400m Hcap,9,256042786,89968154,7,Wembanyama,3,0.0,9.13,0.0,3.2
2026-04-01,Ascot,R9 1400m Hcap,9,256042786,96749009,8,History Wont Care,5,0.0,15.87,0.0,4.7
2026-04-01,Ascot,R10 1200m Hcap,10,256042790,74265555,7,Odinaka,5,0.0,70.0,0.0,9.6
2026-04-01,Ascot,R10 1200m Hcap,10,256042790,76008439,5,September Born,1,0.0,4.34,0.0,1.56
2026-04-01,Ascot,R10 1200m Hcap,10,256042790,83378640,2,Immortal Bliss,3,0.0,5.34,1.0,1.9
2026-04-01,Ascot,R10 1200m Hcap,10,256042790,96749013,8,Horcrux,4,0.0,4.32,1.0,1.67
2026-04-01,Ascot,R10 1200m Hcap,10,256042790,96749014,11,Castle Road,2,0.0,20.0,0.0,5.1
2026-04-01,Gosford,,2,256084768,87495797,3,Above The Law,1,,,,
2026-04-01,Pakenham,,3,256084804,79258359,8,Boa Vista,1,,,,
2026-04-02,Belmont,R1 1000m 2yo,1,256081611,96748983,1,One Last Resort,1,0.0,3.45,1.0,1.38
2026-04-02,Belmont,R1 1000m 2yo,1,256081611,96913539,2,Miss Flinders,2,0.0,30.0,0.0,4.3
2026-04-02,Belmont,R1 1000m 2yo,1,256081611,96913540,4,Cool Aza Bullet,4,0.0,13.6,0.0,2.84
2026-04-02,Belmont,R1 1000m 2yo,1,256081611,96913541,5,Cos I Am,3,1.0,3.66,1.0,1.52
2026-04-02,Belmont,R1 1000m 2yo,1,256081611,96913543,8,Luminous Lil,5,0.0,3.68,1.0,1.51
2026-04-02,Belmont,R2 1400m 3yo,2,256081615,96116846,10,Boutique Belle,4,0.0,4.35,0.0,1.75
2026-04-02,Belmont,R2 1400m 3yo,2,256081615,96913544,1,Spellborn,3,1.0,4.5,1.0,1.71
2026-04-02,Belmont,R2 1400m 3yo,2,256081615,96913546,4,Battle Road,5,0.0,99.5,0.0,16.61
2026-04-02,Belmont,R2 1400m 3yo,2,256081615,96913550,8,Just Petty Cash,2,0.0,5.4,0.0,1.93
2026-04-02,Belmont,R2 1400m 3yo,2,256081615,96913551,9,Shimmery Star,1,0.0,7.21,1.0,1.97
2026-04-02,Belmont,R3 1000m CL3,3,256081619,49739513,3,Corner Off,1,0.0,5.6,1.0,3.05
2026-04-02,Belmont,R3 1000m CL3,3,256081619,81182716,4,Perfect Chant,4,0.0,5.91,0.0,2.96
2026-04-02,Belmont,R3 1000m CL3,3,256081619,88378764,1,Whos Bent,3,0.0,7.51,0.0,3.03
2026-04-02,Belmont,R3 1000m CL3,3,256081619,96913554,2,Niccimota,2,1.0,4.48,1.0,2.18
2026-04-02,Belmont,R3 1000m CL3,3,256081619,96913557,7,New Target,5,0.0,3.56,0.0,1.9
2026-04-02,Belmont,R4 1400m Mdn,4,256081623,456645,2,Toscano,4,0.0,158.73,0.0,26.97
2026-04-02,Belmont,R4 1400m Mdn,4,256081623,65789004,11,Luna Ballet,3,0.0,12.77,0.0,3.83
2026-04-02,Belmont,R4 1400m Mdn,4,256081623,76949350,10,Miss Santa Corrs,5,0.0,21.65,0.0,6.4
2026-04-02,Belmont,R4 1400m Mdn,4,256081623,77083380,3,Invasore,2,0.0,17.5,0.0,4.7
2026-04-02,Belmont,R4 1400m Mdn,4,256081623,96913562,14,Vivalda,1,0.0,2.58,0.0,1.47
2026-04-02,Belmont,R5 1400m CL3,5,256081627,67935235,2,Howdy,1,0.0,10.03,0.0,2.95
2026-04-02,Belmont,R5 1400m CL3,5,256081627,75314641,8,Great Edition,5,0.0,22.0,0.0,4.78
2026-04-02,Belmont,R5 1400m CL3,5,256081627,82080432,3,Zorbrist,2,0.0,7.8,0.0,2.46
2026-04-02,Belmont,R5 1400m CL3,5,256081627,96913567,1,Fifth Essence,4,0.0,9.19,1.0,2.68
2026-04-02,Belmont,R5 1400m CL3,5,256081627,96913571,10,Playing Quest,3,0.0,80.65,0.0,17.0
2026-04-02,Belmont,R6 1200m Hcap,6,256081631,1483560,4,Aardvark,2,0.0,6.8,0.0,2.22
2026-04-02,Belmont,R6 1200m Hcap,6,256081631,54138994,6,Tropicconi,4,0.0,48.0,0.0,8.07
2026-04-02,Belmont,R6 1200m Hcap,6,256081631,64721463,1,Snippy Which,1,1.0,3.2,1.0,1.51
2026-04-02,Belmont,R6 1200m Hcap,6,256081631,96913573,5,Snow God,3,0.0,2.85,1.0,1.41
2026-04-02,Belmont,R6 1200m Hcap,6,256081631,96913575,9,Mighty Hosanna,5,0.0,16.34,0.0,3.66
2026-04-02,Belmont,R7 1600m CL1,7,256081635,66733706,3,Hieronymus Bosch,3,0.0,160.0,0.0,30.98
2026-04-02,Belmont,R7 1600m CL1,7,256081635,81563849,5,Alabrae,5,0.0,24.68,1.0,6.18
2026-04-02,Belmont,R7 1600m CL1,7,256081635,83050678,13,Myzoom,2,1.0,6.0,1.0,2.09
2026-04-02,Belmont,R7 1600m CL1,7,256081635,89920042,10,Kazana,1,0.0,6.8,0.0,2.78
2026-04-02,Belmont,R7 1600m CL1,7,256081635,96913578,4,Idodomya,4,0.0,88.58,0.0,21.0
2026-04-02,Darwin,,1,256083791,294665,5,Desert Mist,3,,,,
2026-04-02,Darwin,R1 1600m Hcap,1,256083791,53217610,2,Maxxi Bon,1,0.0,3.15,0.0,1.75
2026-04-02,Darwin,R1 1600m Hcap,1,256083791,81517974,3,Rock Revolution,2,1.0,3.52,1.0,1.9
2026-04-02,Darwin,R1 1600m Hcap,1,256083791,95880081,1,Vanguard Legend,5,0.0,8.33,0.0,3.15
2026-04-02,Darwin,R1 1600m Hcap,1,256083791,96938583,4,Rossanado,4,0.0,3.91,1.0,1.96
